"","log.scholarRefs.","NumberOfSubspecies","log.mass.","log.distrSize.","rand","log.scholarRefs..NumberOfSubspecies","AIC","boot","lambda","attempt","predictors","beta (Intercept)","beta log(scholarRefs)","beta NumberOfSubspecies","beta log(mass)","beta log(distrSize)","beta rand","beta log(scholarRefs):NumberOfSubspecies","dAIC","weight"
"464",FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,916.53445277609,12,0.0443174238530619,1,"NumberOfSubspecies + log(mass) + rand",0.918021332868409,NA,0.322646982810565,0.42492842607451,NA,-1.42761523825411,NA,34.676907609227,7.40403725390042e-09
"465",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,912.43172506603,12,0.0662074262323015,1,"NumberOfSubspecies + log(distrSize) + rand",-11.1912740884867,NA,0.292559944555903,NA,0.466385405011646,-1.13845369115756,NA,30.5741798991675,5.75923232159905e-08
"466",FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,921.661946127671,12,NA,5,"log(mass) + log(distrSize) + rand",-16.6059226890313,NA,NA,0.537487411578466,0.627641759243717,-1.06407990552757,NA,39.8044009608086,5.70226716207852e-10
"467",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,889.255586159132,12,0.0713751004339638,1,"log(scholarRefs) + NumberOfSubspecies + log(mass) + log(distrSize)",-11.6763792690558,0.694311104003105,0.19573989854744,0.404974600748563,0.280687221961159,NA,NA,7.39804099226956,0.00620867915462227
"468",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,888.967473584503,12,0.0769250823378556,1,"log(scholarRefs) + NumberOfSubspecies + log(mass) + rand",-3.53667196310807,0.784149781544937,0.207516248556828,0.364171920056743,NA,-1.08344126790468,NA,7.10992841763994,0.00717070849917074
"469",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,891.553871458504,12,0.10906697899087,1,"log(scholarRefs) + NumberOfSubspecies + log(distrSize) + rand",-7.9466219612568,0.746474797129447,0.197142292474123,NA,0.200864476776318,-0.938883657455891,NA,9.69632629164164,0.00196758229399953
"470",TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,897.057990967983,12,0.0929158450099979,1,"log(scholarRefs) + log(mass) + log(distrSize) + rand",-11.070978803174,0.840994343815976,NA,0.39334514810194,0.267222219446575,-0.840064628141602,NA,15.2004458011201,1.25524511638436e-04
"471",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,904.358363428625,12,0.017496054642258,2,"NumberOfSubspecies + log(mass) + log(distrSize) + rand",-14.9084542532856,NA,0.289137780650812,0.525359359807695,0.541262657810072,-1.27414915729814,NA,22.5008182617627,3.26191622261079e-06
"472",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,887.779258509655,12,0.0614358315541605,1,"log(scholarRefs) + NumberOfSubspecies + log(mass) + log(distrSize) + rand",-10.8006393121972,0.668694683044068,0.208509583226684,0.425914465158731,0.26996807964424,-1.04878088337877,NA,5.92171334279192,0.0129891189293585
"473",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,885.469152669305,12,0.103406376041755,1,"log(scholarRefs):NumberOfSubspecies + log(scholarRefs) + NumberOfSubspecies",-0.45431725820064,0.431042620865569,-0.785256437291269,NA,NA,NA,0.13989891289006,3.6116075024421,0.0412299494932415
"474",TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,883.714994258918,12,0.0788717949201337,1,"log(scholarRefs):NumberOfSubspecies + log(scholarRefs) + NumberOfSubspecies + log(mass)",-1.34822843836686,0.398342819997801,-0.778542287272094,0.335521432618832,NA,NA,0.139902860862221,1.85744909205516,0.0991113659922652
"475",TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,885.506407394033,12,0.108256484069502,1,"log(scholarRefs):NumberOfSubspecies + log(scholarRefs) + NumberOfSubspecies + log(distrSize)",-5.99362917888643,0.35318652331324,-0.780263718947991,NA,0.20974450892233,NA,0.138995974392246,3.64886222717053,0.0404690530319329
"476",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,884.338173401376,12,0.0970211526761328,1,"log(scholarRefs):NumberOfSubspecies + log(scholarRefs) + NumberOfSubspecies + rand",0.151288639340339,0.405872791519774,-0.774084905151161,NA,NA,-0.981472724825088,0.13989398229959,2.48062823451335,0.0725774709139309
"477",TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,882.326686173185,12,0.0671107702923551,1,"log(scholarRefs):NumberOfSubspecies + log(scholarRefs) + NumberOfSubspecies + log(mass) + log(distrSize)",-8.7182590470902,0.28539445379332,-0.769533851545732,0.399380460994328,0.273445306218036,NA,0.138758678206531,0.469141006322388,0.198422415491674
"478",TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,881.857545166863,12,0.0683141516332617,1,"log(scholarRefs):NumberOfSubspecies + log(scholarRefs) + NumberOfSubspecies + log(mass) + rand",-0.736544759422762,0.366918088075622,-0.766583230783896,0.35921074812067,NA,-1.0854903903259,0.140062645224399,0,0.250878478612311
"479",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,884.654267019349,12,0.103004997379572,1,"log(scholarRefs):NumberOfSubspecies + log(scholarRefs) + NumberOfSubspecies + log(distrSize) + rand",-5.02890473420495,0.33542038726199,-0.769360573916261,NA,0.194960898814614,-0.93761791032197,0.138960465085812,2.79672185248637,0.0619673570186161
"480",TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,882.326686173185,12,0.0671107702923551,1,"log(scholarRefs):NumberOfSubspecies + log(scholarRefs) + NumberOfSubspecies + log(mass) + log(distrSize)",-8.7182590470902,0.28539445379332,-0.769533851545732,0.399380460994328,0.273445306218036,NA,0.138758678206531,0.469141006322388,0.198422415491674
"481",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,943.715459427767,13,0.0380900560722205,1,"1",2.61998566526548,NA,NA,NA,NA,NA,NA,61.3887732545819,1.38992775852639e-14
"482",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,899.196981256046,13,0.131214805862416,1,"log(scholarRefs)",-3.5179838009237,0.99741067342471,NA,NA,NA,NA,NA,16.8702950828612,6.45738877978634e-05
"483",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,923.368250392827,13,0.0602938618125976,1,"NumberOfSubspecies",1.58032939909009,NA,0.3109119722634,NA,NA,NA,NA,41.0415642196418,3.64193785962357e-10
"484",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,941.109961469979,13,0.0268030327262256,2,"log(mass)",1.435229894456,NA,NA,0.376338321977278,NA,NA,NA,58.7832752967935,5.11409653039213e-14
"485",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,931.526765286748,13,0.0686008868329365,1,"log(distrSize)",-14.1153035085656,NA,NA,NA,0.582415048188426,NA,NA,49.2000791135632,6.16216796519538e-12
"486",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,945.374131874197,13,0.0366111598672282,1,"rand",2.83210215021183,NA,NA,NA,NA,-0.411548425167706,NA,63.0474457010122,6.06479440539303e-15
"487",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,892.302688880896,13,0.110831821904477,1,"log(scholarRefs) + NumberOfSubspecies",-3.23813389277484,0.847552096082199,0.187814987766102,NA,NA,NA,NA,9.97600270771056,0.00202830612593646
"488",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,898.36038313352,13,0.105715579973185,1,"log(scholarRefs) + log(mass)",-4.34856267918991,0.968721277443174,NA,0.314999831339859,NA,NA,NA,16.0336969603351,9.81119502994681e-05
"489",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,899.127688832345,13,0.139888053016899,1,"log(scholarRefs) + log(distrSize)",-9.43785669722975,0.911310002571796,NA,NA,0.224694890860704,NA,NA,16.8010026591602,6.68503358364831e-05
"490",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,900.695388421939,13,0.12906882782253,1,"log(scholarRefs) + rand",-3.29642620539112,0.998304318631211,NA,NA,NA,-0.438251210110697,NA,18.3687022487537,3.05268471991509e-05
"491",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,920.113591543997,13,0.0544589877314132,1,"NumberOfSubspecies + log(mass)",0.284696674285031,NA,0.312346059160059,0.408614306847096,NA,NA,NA,37.7869053708122,1.85384201493232e-09
"492",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,914.053617215611,13,0.0728516067850679,1,"NumberOfSubspecies + log(distrSize)",-12.5267481295626,NA,0.282316909220673,NA,0.494224605538529,NA,NA,31.7269310424257,3.8368906868002e-08
"493",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,925.327984953239,13,0.0594096168977611,1,"NumberOfSubspecies + rand",1.68951514940485,NA,0.309528196974146,NA,NA,-0.201521566412344,NA,43.0012987800543,1.36704112142017e-10
"494",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,924.606307287033,13,0.00672957338758534,2,"log(mass) + log(distrSize)",-17.6235158816153,NA,NA,0.529238780500497,0.645692709769783,NA,NA,42.2796211138478,1.96106456637111e-10
"495",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,942.867265279185,13,0.0243241861264048,2,"log(mass) + rand",1.64290401827288,NA,NA,0.370442120027625,NA,-0.365836011514421,NA,60.5405791059999,2.12410141156928e-14
"496",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,933.227658303763,13,0.0674812083783042,1,"log(distrSize) + rand",-13.8907253437024,NA,NA,NA,0.581501337367414,-0.383847649958116,NA,50.9009721305782,2.63262684874329e-12
"497",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,890.663158343521,13,0.087022422397332,1,"log(scholarRefs) + NumberOfSubspecies + log(mass)",-4.14268296217542,0.814624406509868,0.194606631392724,0.340276373468402,NA,NA,NA,8.33647217033615,0.00460418785549254
"498",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,892.30811353542,13,0.113347183801267,1,"log(scholarRefs) + NumberOfSubspecies + log(distrSize)",-8.8984069431875,0.764123109013911,0.186598353488069,NA,0.215162742572786,NA,NA,9.98142736223497,0.00202281215003344
"499",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,894.080519865884,13,0.109570967348437,1,"log(scholarRefs) + NumberOfSubspecies + rand",-3.08190113811719,0.850216374107212,0.185361897143423,NA,NA,-0.317334020293585,NA,11.7538336926988,8.33839393854371e-04
"500",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,897.19040403633,13,0.0960485057271602,1,"log(scholarRefs) + log(mass) + log(distrSize)",-11.7847626337589,0.851959196268205,NA,0.376860723704644,0.277002256059851,NA,NA,14.8637178631444,1.76108225783144e-04
"501",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,900.004738557356,13,0.103030214536512,1,"log(scholarRefs) + log(mass) + rand",-4.13302050851271,0.969666490364357,NA,0.307898413581969,NA,-0.386207178404234,NA,17.6780523841709,4.31176085518298e-05
"502",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,900.664102634806,13,0.137629043013193,1,"log(scholarRefs) + log(distrSize) + rand",-9.18676493164677,0.912667170624334,NA,NA,0.223410290206233,-0.42912156020072,NA,18.3374164616213,3.10081299339758e-05
"503",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,907.026787837351,13,0.028725913963657,2,"NumberOfSubspecies + log(mass) + log(distrSize)",-16.1305378572292,NA,0.278469379929159,0.516074226904158,0.563757559775665,NA,NA,24.700101664166,1.28776328359717e-06
"504",FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,922.15300314851,13,0.0534761687786487,1,"NumberOfSubspecies + log(mass) + rand",0.365128757640123,NA,0.311379660153951,0.405966991664782,NA,-0.131985105020211,NA,39.8263169753244,6.68682746485071e-10
"505",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,916.022021941467,13,0.0721627245686935,1,"NumberOfSubspecies + log(distrSize) + rand",-12.4168690290421,NA,0.280949980752803,NA,0.494294428660976,-0.207163401770182,NA,33.6953357682813,1.43398883852941e-08
"506",FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,926.384734584406,13,0.00389143848508574,2,"log(mass) + log(distrSize) + rand",-17.4170602585257,NA,NA,0.527818896201432,0.64483729398732,-0.351267746650374,NA,44.058048411221,8.05955961112188e-11
"507",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,889.255586159132,13,0.0713751004339638,1,"log(scholarRefs) + NumberOfSubspecies + log(mass) + log(distrSize)",-11.6763792690558,0.694311104003105,0.19573989854744,0.404974600748563,0.280687221961159,NA,NA,6.92889998594717,0.00930686579112497
"508",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,892.566737674504,13,0.0853693508004981,1,"log(scholarRefs) + NumberOfSubspecies + log(mass) + rand",-4.00238590758119,0.816907270789496,0.192587876749679,0.335510419124406,NA,-0.257085041126092,NA,10.2400515013193,0.00177744444423542
"509",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,894.117963352664,13,0.112189235079274,1,"log(scholarRefs) + NumberOfSubspecies + log(distrSize) + rand",-8.72627190710323,0.767039996315866,0.184209463882792,NA,0.214423460833094,-0.310321775540506,NA,11.7912771794789,8.18373690884772e-04
"510",TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,898.890544700233,13,0.0933456275889845,1,"log(scholarRefs) + log(mass) + log(distrSize) + rand",-11.5315191761649,0.853474828833296,NA,0.370234150442035,0.275182292124838,-0.368476997430742,NA,16.563858527048,7.52659915484667e-05
"511",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,909.071728722571,13,0.0275252379722532,2,"NumberOfSubspecies + log(mass) + log(distrSize) + rand",-16.046962484866,NA,0.277400861540639,0.514152212302995,0.563868740252443,-0.149012028844492,NA,26.7450425493856,4.63215163043644e-07
"512",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,891.20284341692,13,0.0698892985673076,1,"log(scholarRefs) + NumberOfSubspecies + log(mass) + log(distrSize) + rand",-11.5183190503992,0.696762616806345,0.193886783540145,0.400831232887371,0.279651461622692,-0.241448184549142,NA,8.87615724373518,0.00351529608350321
"513",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,885.469152669305,13,0.103406376041755,1,"log(scholarRefs):NumberOfSubspecies + log(scholarRefs) + NumberOfSubspecies",-0.45431725820064,0.431042620865569,-0.785256437291269,NA,NA,NA,0.13989891289006,3.14246649611971,0.0618040644317696
"514",TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,883.714994258918,13,0.0788717949201337,1,"log(scholarRefs):NumberOfSubspecies + log(scholarRefs) + NumberOfSubspecies + log(mass)",-1.34822843836686,0.398342819997801,-0.778542287272094,0.335521432618832,NA,NA,0.139902860862221,1.38830808573277,0.148568827393561
"515",TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,885.506407394033,13,0.108256484069502,1,"log(scholarRefs):NumberOfSubspecies + log(scholarRefs) + NumberOfSubspecies + log(distrSize)",-5.99362917888643,0.35318652331324,-0.780263718947991,NA,0.20974450892233,NA,0.138995974392246,3.17972122084814,0.0606634738053287
"516",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,887.218466165283,13,0.102174618511679,1,"log(scholarRefs):NumberOfSubspecies + log(scholarRefs) + NumberOfSubspecies + rand",-0.283873452303223,0.432993579813078,-0.789895540036786,NA,NA,-0.335011333552315,0.140193731297773,4.8917799920979,0.025772612106184
"517",TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,882.326686173185,13,0.0671107702923551,1,"log(scholarRefs):NumberOfSubspecies + log(scholarRefs) + NumberOfSubspecies + log(mass) + log(distrSize)",-8.7182590470902,0.28539445379332,-0.769533851545732,0.399380460994328,0.273445306218036,NA,0.138758678206531,0,0.297436982156988
"518",TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,885.597630006041,13,0.0772581043031744,1,"log(scholarRefs):NumberOfSubspecies + log(scholarRefs) + NumberOfSubspecies + log(mass) + rand",-1.19261402395524,0.399959265695449,-0.782639710623628,0.330640259917549,NA,-0.276927424854377,0.140180619141513,3.27094383285544,0.0579586868722501
"519",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,887.290258989526,13,0.107119911415486,1,"log(scholarRefs):NumberOfSubspecies + log(scholarRefs) + NumberOfSubspecies + log(distrSize) + rand",-5.80493152256656,0.355481286126731,-0.784731593189043,NA,0.208892472277394,-0.327285836499942,0.139275837943945,4.96357281634096,0.024863875568661
"520",TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,882.326686173185,13,0.0671107702923551,1,"log(scholarRefs):NumberOfSubspecies + log(scholarRefs) + NumberOfSubspecies + log(mass) + log(distrSize)",-8.7182590470902,0.28539445379332,-0.769533851545732,0.399380460994328,0.273445306218036,NA,0.138758678206531,0,0.297436982156988
"521",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,943.715459427767,14,0.0380900560722205,1,"1",2.61998566526548,NA,NA,NA,NA,NA,NA,61.3887732545819,1.38574091245216e-14
"522",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,899.196981256046,14,0.131214805862416,1,"log(scholarRefs)",-3.5179838009237,0.99741067342471,NA,NA,NA,NA,NA,16.8702950828612,6.43793734233098e-05
"523",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,923.368250392827,14,0.0602938618125976,1,"NumberOfSubspecies",1.58032939909009,NA,0.3109119722634,NA,NA,NA,NA,41.0415642196418,3.63096733749634e-10
"524",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,941.109961469979,14,0.0268030327262256,2,"log(mass)",1.435229894456,NA,NA,0.376338321977278,NA,NA,NA,58.7832752967935,5.09869145998457e-14
"525",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,931.526765286748,14,0.0686008868329365,1,"log(distrSize)",-14.1153035085656,NA,NA,NA,0.582415048188426,NA,NA,49.2000791135632,6.14360581432417e-12
"526",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,945.655242513326,14,0.0385552305209028,1,"rand",2.52411694868175,NA,NA,NA,NA,0.198080488459663,NA,63.3285563401404,5.25367851963812e-15
"527",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,892.302688880896,14,0.110831821904477,1,"log(scholarRefs) + NumberOfSubspecies",-3.23813389277484,0.847552096082199,0.187814987766102,NA,NA,NA,NA,9.97600270771056,0.00202219630800627
"528",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,898.36038313352,14,0.105715579973185,1,"log(scholarRefs) + log(mass)",-4.34856267918991,0.968721277443174,NA,0.314999831339859,NA,NA,NA,16.0336969603351,9.78164100230568e-05
"529",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,899.127688832345,14,0.139888053016899,1,"log(scholarRefs) + log(distrSize)",-9.43785669722975,0.911310002571796,NA,NA,0.224694890860704,NA,NA,16.8010026591602,6.6648964172063e-05
"530",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,901.20680309971,14,0.13014123260995,1,"log(scholarRefs) + rand",-3.47310054784115,0.999758327273713,NA,NA,NA,-0.126457984127013,NA,18.8801169265245,2.35678235186962e-05
"531",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,920.113591543997,14,0.0544589877314132,1,"NumberOfSubspecies + log(mass)",0.284696674285031,NA,0.312346059160059,0.408614306847096,NA,NA,NA,37.7869053708122,1.84825773106228e-09
"532",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,914.053617215611,14,0.0728516067850679,1,"NumberOfSubspecies + log(distrSize)",-12.5267481295626,NA,0.282316909220673,NA,0.494224605538529,NA,NA,31.7269310424257,3.82533291294415e-08
"533",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,925.360566363021,14,0.0603280313784311,1,"NumberOfSubspecies + rand",1.50680179721094,NA,0.310613439108282,NA,NA,0.155344514904152,NA,43.0338801898357,1.34090010932966e-10
"534",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,924.606307287033,14,0.00672957338758534,2,"log(mass) + log(distrSize)",-17.6235158816153,NA,NA,0.529238780500497,0.645692709769783,NA,NA,42.2796211138478,1.95515729857919e-10
"535",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,943.094797047981,14,0.0264458024310273,2,"log(mass) + rand",1.3549303930479,NA,NA,0.375332720343257,NA,0.171547674767035,NA,60.768110874796,1.88997980028405e-14
"536",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,933.536178598291,14,0.0684235914932939,1,"log(distrSize) + rand",-14.1951464789522,NA,NA,NA,0.587517441115795,-0.139488095109754,NA,51.2094924251054,2.24949372591064e-12
"537",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,890.663158343521,14,0.087022422397332,1,"log(scholarRefs) + NumberOfSubspecies + log(mass)",-4.14268296217542,0.814624406509868,0.194606631392724,0.340276373468402,NA,NA,NA,8.33647217033615,0.00459031877076526
"538",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,892.30811353542,14,0.113347183801267,1,"log(scholarRefs) + NumberOfSubspecies + log(distrSize)",-8.8984069431875,0.764123109013911,0.186598353488069,NA,0.215162742572786,NA,NA,9.98142736223497,0.00201671888147518
"539",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,894.336611112625,14,0.110208679695967,1,"log(scholarRefs) + NumberOfSubspecies + rand",-3.19606642555673,0.850028059189863,0.187743678780978,NA,NA,-0.120801303799013,NA,12.0099249394397,7.3141306244125e-04
"540",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,897.19040403633,14,0.0960485057271602,1,"log(scholarRefs) + log(mass) + log(distrSize)",-11.7847626337589,0.851959196268205,NA,0.376860723704644,0.277002256059851,NA,NA,14.8637178631444,1.75577739195451e-04
"541",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,900.343491500391,14,0.104367009591381,1,"log(scholarRefs) + log(mass) + rand",-4.29359766097751,0.971878602800295,NA,0.317346194874202,NA,-0.174065011004475,NA,18.0168053272058,3.62898530240476e-05
"542",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,901.03947893245,14,0.138463124944653,1,"log(scholarRefs) + log(distrSize) + rand",-9.56502855799673,0.91260457917567,NA,NA,0.232580910582305,-0.228444016071074,NA,18.7127927592645,2.56243854606454e-05
"543",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,907.026787837351,14,0.028725913963657,2,"NumberOfSubspecies + log(mass) + log(distrSize)",-16.1305378572292,NA,0.278469379929159,0.516074226904158,0.563757559775665,NA,NA,24.700101664166,1.28388418512216e-06
"544",FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,922.160060385324,14,0.0539589098639353,1,"NumberOfSubspecies + log(mass) + rand",0.236386291659592,NA,0.312075662672668,0.407160996885686,NA,0.112704128691123,NA,39.8333742121387,6.64320216287475e-10
"545",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,916.08281939619,14,0.0729019908250653,1,"NumberOfSubspecies + log(distrSize) + rand",-12.6079156804003,NA,0.282294499469843,NA,0.499295256791318,-0.134872397853528,NA,33.7561332230051,1.38686306538241e-08
"546",FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,926.527195245751,14,0.00662223931337327,2,"log(mass) + log(distrSize) + rand",-17.7857148825297,NA,NA,0.531332022891218,0.655228295343228,-0.24024356844753,NA,44.2005090725658,7.48283524387947e-11
"547",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,889.255586159132,14,0.0713751004339638,1,"log(scholarRefs) + NumberOfSubspecies + log(mass) + log(distrSize)",-11.6763792690558,0.694311104003105,0.19573989854744,0.404974600748563,0.280687221961159,NA,NA,6.92889998594717,0.00927883094236254
"548",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,892.672998868429,14,0.0865399270015732,1,"log(scholarRefs) + NumberOfSubspecies + log(mass) + rand",-4.09102774796877,0.818118393450545,0.194470881559931,0.34217195585713,NA,-0.16583340353058,NA,10.3463126952437,0.00168039554335422
"549",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,894.247308852657,14,0.112449924969048,1,"log(scholarRefs) + NumberOfSubspecies + log(distrSize) + rand",-9.02126907766769,0.765735425849706,0.18643053046757,NA,0.222738735278999,-0.220208443007509,NA,11.9206226794714,7.64811574040588e-04
"550",TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,898.966403914494,14,0.0932115455748927,1,"log(scholarRefs) + log(mass) + log(distrSize) + rand",-12.0073806861677,0.852638892802275,NA,0.383830598790012,0.288993446831904,-0.314859364784471,NA,16.6397177413093,7.22463613744493e-05
"551",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,908.972958590831,14,0.0294277259548726,2,"NumberOfSubspecies + log(mass) + log(distrSize) + rand",-16.2815522513068,NA,0.2784054989421,0.519321970862236,0.572471387852103,-0.225817471655651,NA,26.6462724176459,4.85199382762399e-07
"552",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,891.054535809384,14,0.0701263951659148,1,"log(scholarRefs) + NumberOfSubspecies + log(mass) + log(distrSize) + rand",-11.8911227015005,0.696074298540135,0.195470457449302,0.410822747758644,0.292258843093705,-0.30689707065593,NA,8.72784963619915,0.00377447287691944
"553",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,885.469152669305,14,0.103406376041755,1,"log(scholarRefs):NumberOfSubspecies + log(scholarRefs) + NumberOfSubspecies",-0.45431725820064,0.431042620865569,-0.785256437291269,NA,NA,NA,0.13989891289006,3.14246649611971,0.0616178935297565
"554",TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,883.714994258918,14,0.0788717949201337,1,"log(scholarRefs):NumberOfSubspecies + log(scholarRefs) + NumberOfSubspecies + log(mass)",-1.34822843836686,0.398342819997801,-0.778542287272094,0.335521432618832,NA,NA,0.139902860862221,1.38830808573277,0.148121297075593
"555",TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,885.506407394033,14,0.108256484069502,1,"log(scholarRefs):NumberOfSubspecies + log(scholarRefs) + NumberOfSubspecies + log(distrSize)",-5.99362917888643,0.35318652331324,-0.780263718947991,NA,0.20974450892233,NA,0.138995974392246,3.17972122084814,0.0604807386771228
"556",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,887.327350581718,14,0.102227645817004,1,"log(scholarRefs):NumberOfSubspecies + log(scholarRefs) + NumberOfSubspecies + rand",-0.322594479104342,0.43046257955482,-0.799683820418283,NA,NA,-0.262863457984554,0.141945878763093,5.00066440853323,0.0243334841773663
"557",TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,882.326686173185,14,0.0671107702923551,1,"log(scholarRefs):NumberOfSubspecies + log(scholarRefs) + NumberOfSubspecies + log(mass) + log(distrSize)",-8.7182590470902,0.28539445379332,-0.769533851545732,0.399380460994328,0.273445306218036,NA,0.138758678206531,0,0.296541019864389
"558",TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,885.502771438362,14,0.078169808548021,1,"log(scholarRefs):NumberOfSubspecies + log(scholarRefs) + NumberOfSubspecies + log(mass) + rand",-1.20644821129203,0.398041622378587,-0.795055903534101,0.338715445292654,NA,-0.305771711520264,0.14223380743454,3.17608526517711,0.0605907913258407
"559",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,887.168073515487,14,0.107207632333001,1,"log(scholarRefs):NumberOfSubspecies + log(scholarRefs) + NumberOfSubspecies + log(distrSize) + rand",-6.13724620541032,0.347946983928951,-0.799681671773536,NA,0.222005165158812,-0.361086414987012,0.141740672605248,4.84138734230169,0.0263506221218669
"560",TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,882.326686173185,14,0.0671107702923551,1,"log(scholarRefs):NumberOfSubspecies + log(scholarRefs) + NumberOfSubspecies + log(mass) + log(distrSize)",-8.7182590470902,0.28539445379332,-0.769533851545732,0.399380460994328,0.273445306218036,NA,0.138758678206531,0,0.296541019864389
"561",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,943.715459427767,15,0.0380900560722205,1,"1",2.61998566526548,NA,NA,NA,NA,NA,NA,61.3887732545819,1.40980985203396e-14
