"","log.scholarRefs.","log.Nm.","log.mass.","log.distrSize.","rand","AIC","boot","lambda","attempt","predictors","beta (Intercept)","beta log(scholarRefs)","beta log(Nm)","beta log(mass)","beta log(distrSize)","beta rand","dAIC","weight"
"315",TRUE,TRUE,TRUE,TRUE,FALSE,130.006532297809,10,NA,5,"log(scholarRefs) + log(Nm) + log(mass) + log(distrSize)",-24.6938602066726,0.941931597288464,0.395599298788861,0.487884870060056,0.709023409935014,NA,60.0772994481441,4.49538058016257e-14
"316",TRUE,TRUE,TRUE,FALSE,TRUE,131.563375104103,10,NA,5,"log(scholarRefs) + log(Nm) + log(mass) + rand",-8.25277363099501,1.61210193413122,0.264829114333014,0.445822167576593,NA,-1.67514053186639,61.6341422544372,2.06396507951659e-14
"317",TRUE,TRUE,FALSE,TRUE,TRUE,132.784930720646,10,0.13969572655462,1,"log(scholarRefs) + log(Nm) + log(distrSize) + rand",-20.8846582201465,1.11228290543081,0.427871243462649,NA,0.61770293579102,-1.30293556511179,62.8556978709809,1.12058528013763e-14
"318",TRUE,FALSE,TRUE,TRUE,TRUE,130.545468359608,10,NA,5,"log(scholarRefs) + log(mass) + log(distrSize) + rand",-21.8039044062289,1.17980721112368,NA,0.666016669567445,0.569176768275429,-1.63084271580067,60.6162355099423,3.43350738823458e-14
"319",FALSE,TRUE,TRUE,TRUE,TRUE,78.9735595370766,10,-6.5980145257201,1,"log(Nm) + log(mass) + log(distrSize) + rand",-45.2542842070999,NA,-0.00820864834391818,0.247782646000035,1.72805551662244,-3.1878947450459,9.04432668741126,0.00542544915319924
"320",TRUE,TRUE,TRUE,TRUE,TRUE,132.459034215394,10,NA,5,"log(scholarRefs) + log(Nm) + log(mass) + log(distrSize) + rand",-25.0138314732399,0.810277687283855,0.463250342015314,0.632938621559091,0.771107195072422,-2.08174830632465,62.5298013657291,1.31890173717934e-14
"321",FALSE,FALSE,FALSE,FALSE,FALSE,136.227834018181,11,NA,5,"1",3.75,NA,NA,NA,NA,NA,66.2986011685155,2.41746896149745e-15
"322",TRUE,FALSE,FALSE,FALSE,FALSE,126.622916417573,11,0.131477220278644,1,"log(scholarRefs)",-9.15043640401255,1.87639760036752,NA,NA,NA,NA,56.693683567908,2.94470818375966e-13
"323",FALSE,TRUE,FALSE,FALSE,FALSE,108.111031116915,11,-2.99444976980503,1,"log(Nm)",4.14122834114192,NA,-0.170143620872812,NA,NA,NA,38.1817982672497,3.08210252425822e-09
"324",FALSE,FALSE,TRUE,FALSE,FALSE,105.623902307338,11,-3.90834174352544,1,"log(mass)",6.09081422842784,NA,NA,-0.522753137561699,NA,NA,35.6946694576728,1.06885856097955e-08
"325",FALSE,FALSE,FALSE,TRUE,FALSE,104.876158430547,11,-0.175794896345951,1,"log(distrSize)",-4.03800856182109,NA,NA,NA,0.288799162390233,NA,34.9469255808817,1.55342667991617e-08
"326",FALSE,FALSE,FALSE,FALSE,TRUE,104.735447382703,11,-0.175794896345952,2,"rand",1.6249551163862,NA,NA,NA,NA,3.44089898890624,34.8062145330373,1.66665525368356e-08
"327",TRUE,TRUE,FALSE,FALSE,FALSE,128.805537435789,11,0.0379208558878727,1,"log(scholarRefs) + log(Nm)",-7.93354112106272,1.67180921221808,0.264442694651069,NA,NA,NA,58.8763045861236,9.88762828402587e-14
"328",TRUE,FALSE,TRUE,FALSE,FALSE,70.8682175741771,11,-7.73784844517918,1,"log(scholarRefs) + log(mass)",-7.12550686271398,1.71876392562251,NA,-0.500248053308427,NA,NA,0.938984724511712,0.376722263834039
"329",TRUE,FALSE,FALSE,TRUE,FALSE,128.107409038409,11,0.229633632727277,1,"log(scholarRefs) + log(distrSize)",-19.8614415645751,1.53293314601357,NA,NA,0.463916724204128,NA,58.1781761887441,1.40180881452567e-13
"330",TRUE,FALSE,FALSE,FALSE,TRUE,127.927473154619,11,0.179150058753905,1,"log(scholarRefs) + rand",-9.9754247116131,1.77938123546499,NA,NA,NA,2.3365831900958,57.998240304954,1.53377398484973e-13
"331",FALSE,TRUE,TRUE,FALSE,FALSE,108.145542736284,11,-4.00646439720286,1,"log(Nm) + log(mass)",6.45274268387384,NA,0.0675475014553092,-0.631729658459482,NA,NA,38.2163098866189,3.02937458963612e-09
"332",FALSE,TRUE,FALSE,TRUE,FALSE,101.011247659823,11,-0.175794896345958,1,"log(Nm) + log(distrSize)",-11.4828339663351,NA,0.82921919399992,NA,0.513606919754102,NA,31.0820148101581,1.07286597001603e-07
"333",FALSE,TRUE,FALSE,FALSE,TRUE,137.057397669683,11,NA,5,"log(Nm) + rand",0.994367111729966,NA,0.470091311753961,NA,NA,3.59633656332265,67.1281648200179,1.59670045355413e-15
"334",FALSE,FALSE,TRUE,TRUE,FALSE,76.6608192878104,11,-6.79785977468356,2,"log(mass) + log(distrSize)",-40.8450276965271,NA,NA,-0.906320740116875,1.65298045515651,NA,6.731586438145,0.0208052916047921
"335",FALSE,FALSE,TRUE,FALSE,TRUE,90.128574513549,11,-8.07251461107465,2,"log(mass) + rand",5.03504092856883,NA,NA,0.491095033529381,NA,-6.1150963435877,20.1993416638836,2.47564243379219e-05
"336",FALSE,FALSE,FALSE,TRUE,TRUE,128.163854885686,11,0.202118109711512,1,"log(distrSize) + rand",-36.5579635127392,NA,NA,NA,1.3157678497478,5.31488359241423,58.2346220360203,1.36279874980425e-13
"337",TRUE,TRUE,TRUE,FALSE,FALSE,69.9292328496654,11,-7.67188339930026,2,"log(scholarRefs) + log(Nm) + log(mass)",-10.2215019556527,1.90650205528646,-0.220103475411954,-0.0104151980290196,NA,NA,0,0.602447531846809
"338",TRUE,TRUE,FALSE,TRUE,FALSE,130.038507280016,11,0.122085415652444,1,"log(scholarRefs) + log(Nm) + log(distrSize)",-21.1728617868245,1.15475764663754,0.391971070150442,NA,0.594462054416469,NA,60.1092744303504,5.33772421550063e-14
"339",TRUE,TRUE,FALSE,FALSE,TRUE,130.775933137419,11,0.142742137114346,1,"log(scholarRefs) + log(Nm) + rand",-9.50931513341894,1.71881666974752,0.098651297856983,NA,NA,2.15702228589068,60.8467002877538,3.69169778494742e-14
"340",TRUE,FALSE,TRUE,TRUE,FALSE,128.006406634075,11,NA,5,"log(scholarRefs) + log(mass) + log(distrSize)",-21.9242759264947,1.24265718381491,NA,0.544761769062328,0.542807942828192,NA,58.0771737844097,1.47441988663963e-13
"341",TRUE,FALSE,TRUE,FALSE,TRUE,128.028318335447,11,NA,5,"log(scholarRefs) + log(mass) + rand",-10.453166040519,1.61394378709456,NA,0.438166338074394,NA,2.45702985156624,58.0990854857814,1.45835452804268e-13
"342",TRUE,FALSE,FALSE,TRUE,TRUE,127.579071818441,11,0.39409565707919,1,"log(scholarRefs) + log(distrSize) + rand",-28.2313196414109,1.11133341136307,NA,NA,0.778795192513297,3.79709264050954,57.649838968776,1.82564257883364e-13
"343",FALSE,TRUE,TRUE,TRUE,FALSE,129.031354972017,11,NA,5,"log(Nm) + log(mass) + log(distrSize)",-34.031397864628,NA,0.632384154921858,0.541389300012822,1.25745087858061,NA,59.1021221223519,8.83194744732677e-14
"344",FALSE,TRUE,TRUE,FALSE,TRUE,139.786496233936,11,NA,5,"log(Nm) + log(mass) + rand",0.1154694506774,NA,0.423394216932076,0.212158994258362,NA,3.82494139820069,69.8572633842711,4.07950270226741e-16
"345",FALSE,TRUE,FALSE,TRUE,TRUE,129.471022734351,11,0.143629501112104,1,"log(Nm) + log(distrSize) + rand",-34.6782643486201,NA,0.452994101498436,NA,1.26232662735692,4.19889079601117,59.5417898846857,7.08898136460192e-14
"346",FALSE,FALSE,TRUE,TRUE,TRUE,125.634509735176,11,NA,5,"log(mass) + log(distrSize) + rand",-39.3437323649548,NA,NA,0.818224673873983,1.31290166793329,5.23779024999164,55.7052768855103,4.82694163230775e-13
"347",TRUE,TRUE,TRUE,TRUE,FALSE,130.006532297809,11,NA,5,"log(scholarRefs) + log(Nm) + log(mass) + log(distrSize)",-24.6938602066726,0.941931597288464,0.395599298788861,0.487884870060056,0.709023409935014,NA,60.0772994481441,5.42374684464284e-14
"348",TRUE,TRUE,TRUE,FALSE,TRUE,131.186831320595,11,NA,5,"log(scholarRefs) + log(Nm) + log(mass) + rand",-10.1508683225773,1.58919656060473,0.0958496152814317,0.41020583914451,NA,2.26493413171073,61.2575984709294,3.00608138446387e-14
"349",TRUE,TRUE,FALSE,TRUE,TRUE,130.577832053975,11,0.328418650320066,1,"log(scholarRefs) + log(Nm) + log(distrSize) + rand",-28.295421820204,0.965762661976747,0.191541437561302,NA,0.819043785492511,3.54885358617707,60.6485992043101,4.07608511967084e-14
"350",TRUE,FALSE,TRUE,TRUE,TRUE,127.597416453189,11,NA,5,"log(scholarRefs) + log(mass) + log(distrSize) + rand",-31.4407502909718,0.679627399115416,NA,0.712024641280564,0.90430382959048,4.11113164098966,57.6681836035234,1.80897376836363e-13
"351",FALSE,TRUE,TRUE,TRUE,TRUE,127.803762806329,11,NA,5,"log(Nm) + log(mass) + log(distrSize) + rand",-38.3479474597544,NA,0.343119944072822,0.718391718271729,1.29742674787623,4.41487749665772,57.8745299566635,1.63164144422453e-13
"352",TRUE,TRUE,TRUE,TRUE,TRUE,130.666759766401,11,NA,5,"log(scholarRefs) + log(Nm) + log(mass) + log(distrSize) + rand",-32.345467102228,0.538975511685895,0.251827318189132,0.660732427711302,0.977507387565826,3.74033513952458,60.7375269167359,3.8988168763304e-14
"353",FALSE,FALSE,FALSE,FALSE,FALSE,136.227834018181,12,NA,5,"1",3.75,NA,NA,NA,NA,NA,66.2986011685155,1.59262896173247e-15
"354",TRUE,FALSE,FALSE,FALSE,FALSE,126.622916417573,12,0.131477220278644,1,"log(scholarRefs)",-9.15043640401255,1.87639760036752,NA,NA,NA,NA,56.693683567908,1.93997425075573e-13
"355",FALSE,TRUE,FALSE,FALSE,FALSE,108.111031116915,12,-2.99444976980503,1,"log(Nm)",4.14122834114192,NA,-0.170143620872812,NA,NA,NA,38.1817982672497,2.03048966557231e-09
"356",FALSE,FALSE,TRUE,FALSE,FALSE,105.623902307338,12,-3.90834174352544,1,"log(mass)",6.09081422842784,NA,NA,-0.522753137561699,NA,NA,35.6946694576728,7.0416420120541e-09
"357",FALSE,FALSE,FALSE,TRUE,FALSE,104.876158430547,12,-0.175794896345951,1,"log(distrSize)",-4.03800856182109,NA,NA,NA,0.288799162390233,NA,34.9469255808817,1.02339776012261e-08
"358",FALSE,FALSE,FALSE,FALSE,TRUE,109.008422308573,12,-2.67343164436757,2,"rand",3.95495090337127,NA,NA,NA,NA,-0.0881346318280948,39.079189458908,1.2963872829221e-09
"359",TRUE,TRUE,FALSE,FALSE,FALSE,128.805537435789,12,0.0379208558878727,1,"log(scholarRefs) + log(Nm)",-7.93354112106272,1.67180921221808,0.264442694651069,NA,NA,NA,58.8763045861236,6.51397119002941e-14
"360",TRUE,FALSE,TRUE,FALSE,FALSE,70.8682175741771,12,-7.73784844517918,1,"log(scholarRefs) + log(mass)",-7.12550686271398,1.71876392562251,NA,-0.500248053308427,NA,NA,0.938984724511712,0.248184691289631
"361",TRUE,FALSE,FALSE,TRUE,FALSE,128.107409038409,12,0.229633632727277,1,"log(scholarRefs) + log(distrSize)",-19.8614415645751,1.53293314601357,NA,NA,0.463916724204128,NA,58.1781761887441,9.23511884695524e-14
"362",TRUE,FALSE,FALSE,FALSE,TRUE,129.01060005856,12,0.144417952822588,1,"log(scholarRefs) + rand",-8.69218314330684,1.89413136928723,NA,NA,NA,-1.11724472051193,59.081367208895,5.87918397596158e-14
"363",FALSE,TRUE,TRUE,FALSE,FALSE,108.145542736284,12,-4.00646439720286,1,"log(Nm) + log(mass)",6.45274268387384,NA,0.0675475014553092,-0.631729658459482,NA,NA,38.2163098866189,1.9957524933029e-09
"364",FALSE,TRUE,FALSE,TRUE,FALSE,101.011247659823,12,-0.175794896345958,1,"log(Nm) + log(distrSize)",-11.4828339663351,NA,0.82921919399992,NA,0.513606919754102,NA,31.0820148101581,7.06804282958127e-08
"365",FALSE,TRUE,FALSE,FALSE,TRUE,108.694544067527,12,-3.07237353205383,1,"log(Nm) + rand",6.93138782605278,NA,-0.57548760477614,NA,NA,-4.98380652203877,38.7653112178614,1.51667509773876e-09
"366",FALSE,FALSE,TRUE,TRUE,FALSE,76.6608192878104,12,-6.79785977468356,2,"log(mass) + log(distrSize)",-40.8450276965271,NA,NA,-0.906320740116875,1.65298045515651,NA,6.731586438145,0.0137065296369126
"367",FALSE,FALSE,TRUE,FALSE,TRUE,107.177085101181,12,-4.15353023656416,1,"log(mass) + rand",8.23669864776013,NA,NA,-0.836714307197407,NA,-1.99208153115078,37.2478522515159,3.23895253672685e-09
"368",FALSE,FALSE,FALSE,TRUE,TRUE,133.489109996979,12,-0.0182604059683002,1,"log(distrSize) + rand",-26.9265038493426,NA,NA,NA,1.12477743345479,-1.53947261177937,63.559877147314,6.26355613476466e-15
"369",TRUE,TRUE,TRUE,FALSE,FALSE,69.9292328496654,12,-7.67188339930026,2,"log(scholarRefs) + log(Nm) + log(mass)",-10.2215019556527,1.90650205528646,-0.220103475411954,-0.0104151980290196,NA,NA,0,0.396892536129665
"370",TRUE,TRUE,FALSE,TRUE,FALSE,130.038507280016,12,0.122085415652444,1,"log(scholarRefs) + log(Nm) + log(distrSize)",-21.1728617868245,1.15475764663754,0.391971070150442,NA,0.594462054416469,NA,60.1092744303504,3.51649361821848e-14
"371",TRUE,TRUE,FALSE,FALSE,TRUE,131.710781841317,12,0.0369751919586632,4,"log(scholarRefs) + log(Nm) + rand",-7.92918196352359,1.669778858743,0.26645957447958,NA,NA,0.0154122306508073,61.7815489916516,1.52398266313344e-14
"372",TRUE,FALSE,TRUE,TRUE,FALSE,128.006406634075,12,NA,5,"log(scholarRefs) + log(mass) + log(distrSize)",-21.9242759264947,1.24265718381491,NA,0.544761769062328,0.542807942828192,NA,58.0771737844097,9.71348071315893e-14
"373",TRUE,FALSE,TRUE,FALSE,TRUE,128.838582061893,12,NA,5,"log(scholarRefs) + log(mass) + rand",-9.20678928460752,1.77040504938844,NA,0.485316139431446,NA,-1.79217392469765,58.9093492122279,6.40722955640217e-14
"374",TRUE,FALSE,FALSE,TRUE,TRUE,130.559629011142,12,0.250905272965029,1,"log(scholarRefs) + log(distrSize) + rand",-20.042612940346,1.51938521700205,NA,NA,0.501814903834943,-1.50179054606911,60.6303961614766,2.70987767742293e-14
"375",FALSE,TRUE,TRUE,TRUE,FALSE,129.031354972017,12,NA,5,"log(Nm) + log(mass) + log(distrSize)",-34.031397864628,NA,0.632384154921858,0.541389300012822,1.25745087858061,NA,59.1021221223519,5.81848847581434e-14
"376",FALSE,TRUE,TRUE,FALSE,TRUE,108.704948700354,12,-4.05365314926367,1,"log(Nm) + log(mass) + rand",9.99426330820142,NA,-0.458735244381803,-0.714185795125584,NA,-5.86285376747508,38.7757158506884,1.50880536216007e-09
"377",FALSE,TRUE,FALSE,TRUE,TRUE,81.469691173639,12,-6.93945689319191,1,"log(Nm) + log(distrSize) + rand",-55.089121929491,NA,0.0962201136635603,NA,1.95002923581318,4.52709244581885,11.5404583239736,0.00123792475410292
"378",FALSE,FALSE,TRUE,TRUE,TRUE,130.833230112767,12,NA,5,"log(mass) + log(distrSize) + rand",-35.9270680693521,NA,NA,0.871028602003324,1.36135713393033,-3.15918920913698,60.9039972631011,2.3634039831726e-14
"379",TRUE,TRUE,TRUE,TRUE,FALSE,130.006532297809,12,NA,5,"log(scholarRefs) + log(Nm) + log(mass) + log(distrSize)",-24.6938602066726,0.941931597288464,0.395599298788861,0.487884870060056,0.709023409935014,NA,60.0772994481441,3.57316534088307e-14
"380",TRUE,TRUE,TRUE,FALSE,TRUE,70.2388008525512,12,-7.3846885984349,1,"log(scholarRefs) + log(Nm) + log(mass) + rand",-7.19795499851634,2.01248434071254,-0.72487946479889,-0.309017745447462,NA,-5.13035099587725,0.309568002885825,0.339978218645742
"381",TRUE,TRUE,FALSE,TRUE,TRUE,133.266307464822,12,0.11949959230879,4,"log(scholarRefs) + log(Nm) + log(distrSize) + rand",-21.1852180774081,1.14876669125424,0.398316536853511,NA,0.595238367336503,0.0517308645900093,63.3370746151565,7.00167469472215e-15
"382",TRUE,FALSE,TRUE,TRUE,TRUE,130.019863783911,12,NA,5,"log(scholarRefs) + log(mass) + log(distrSize) + rand",-23.8975339925991,1.16577968564025,NA,0.702407113820981,0.658147748676008,-2.562233083657,60.0906309342454,3.54942674443173e-14
"383",FALSE,TRUE,TRUE,TRUE,TRUE,132.257569911088,12,NA,5,"log(Nm) + log(mass) + log(distrSize) + rand",-34.1056135989042,NA,0.619157769777992,0.552576258495421,1.26164448813867,-0.139983017598955,62.3283370614225,1.15943526541964e-14
"384",TRUE,TRUE,TRUE,TRUE,TRUE,133.398748966862,12,NA,5,"log(scholarRefs) + log(Nm) + log(mass) + log(distrSize) + rand",-24.7201316218879,1.01889314372296,0.235604050288568,0.60247459143403,0.708808106755745,-1.48856993123518,63.4695161171971,6.55303703416795e-15
"385",FALSE,FALSE,FALSE,FALSE,FALSE,136.227834018181,13,NA,5,"1",3.75,NA,NA,NA,NA,NA,66.2986011685155,1.54516820125211e-15
"386",TRUE,FALSE,FALSE,FALSE,FALSE,126.622916417573,13,0.131477220278644,1,"log(scholarRefs)",-9.15043640401255,1.87639760036752,NA,NA,NA,NA,56.693683567908,1.88216250962488e-13
"387",FALSE,TRUE,FALSE,FALSE,FALSE,108.111031116915,13,-2.99444976980503,1,"log(Nm)",4.14122834114192,NA,-0.170143620872812,NA,NA,NA,38.1817982672497,1.96998054135624e-09
"388",FALSE,FALSE,TRUE,FALSE,FALSE,105.623902307338,13,-3.90834174352544,1,"log(mass)",6.09081422842784,NA,NA,-0.522753137561699,NA,NA,35.6946694576728,6.83179923451288e-09
"389",FALSE,FALSE,FALSE,TRUE,FALSE,104.876158430547,13,-0.175794896345951,1,"log(distrSize)",-4.03800856182109,NA,NA,NA,0.288799162390233,NA,34.9469255808817,9.92900238643102e-09
"390",FALSE,FALSE,FALSE,FALSE,TRUE,108.424658039059,13,-2.63802613295378,1,"rand",4.53659588784602,NA,NA,NA,NA,-1.24991555816851,38.4954251893937,1.68406447877345e-09
"391",TRUE,TRUE,FALSE,FALSE,FALSE,128.805537435789,13,0.0379208558878727,1,"log(scholarRefs) + log(Nm)",-7.93354112106272,1.67180921221808,0.264442694651069,NA,NA,NA,58.8763045861236,6.31985314128462e-14
"392",TRUE,FALSE,TRUE,FALSE,FALSE,70.8682175741771,13,-7.73784844517918,1,"log(scholarRefs) + log(mass)",-7.12550686271398,1.71876392562251,NA,-0.500248053308427,NA,NA,0.938984724511712,0.240788722441133
"393",TRUE,FALSE,FALSE,TRUE,FALSE,128.107409038409,13,0.229633632727277,1,"log(scholarRefs) + log(distrSize)",-19.8614415645751,1.53293314601357,NA,NA,0.463916724204128,NA,58.1781761887441,8.95990988483376e-14
"394",TRUE,FALSE,FALSE,FALSE,TRUE,120.758490759868,13,-0.683959459292829,2,"log(scholarRefs) + rand",-4.73200263319471,1.6087805360611,NA,NA,NA,-6.75133541952228,50.8292579102025,3.53265291515357e-12
"395",FALSE,TRUE,TRUE,FALSE,FALSE,108.145542736284,13,-4.00646439720286,1,"log(Nm) + log(mass)",6.45274268387384,NA,0.0675475014553092,-0.631729658459482,NA,NA,38.2163098866189,1.93627854592491e-09
"396",FALSE,TRUE,FALSE,TRUE,FALSE,101.011247659823,13,-0.175794896345958,1,"log(Nm) + log(distrSize)",-11.4828339663351,NA,0.82921919399992,NA,0.513606919754102,NA,31.0820148101581,6.85741330075821e-08
"397",FALSE,TRUE,FALSE,FALSE,TRUE,110.710271391312,13,-3.14538402566746,1,"log(Nm) + rand",3.89180341519295,NA,-0.237258880048479,NA,NA,0.677874586752575,40.7810385416463,5.37086309543517e-10
"398",FALSE,FALSE,TRUE,TRUE,FALSE,76.6608192878104,13,-6.79785977468356,2,"log(mass) + log(distrSize)",-40.8450276965271,NA,NA,-0.906320740116875,1.65298045515651,NA,6.731586438145,0.0132980714613142
"399",FALSE,FALSE,TRUE,FALSE,TRUE,107.902566487618,13,-4.46364973236572,1,"log(mass) + rand",6.40535148843651,NA,NA,-0.766967898641382,NA,1.34891891874918,37.9733336379525,2.18639917842503e-09
"400",FALSE,FALSE,FALSE,TRUE,TRUE,131.989952120732,13,-0.0493296786706097,1,"log(distrSize) + rand",-23.9642341964679,NA,NA,NA,1.0513622817321,-3.11924895427696,62.0607192710665,1.28593827664921e-14
"401",TRUE,TRUE,TRUE,FALSE,FALSE,69.9292328496654,13,-7.67188339930026,2,"log(scholarRefs) + log(Nm) + log(mass)",-10.2215019556527,1.90650205528646,-0.220103475411954,-0.0104151980290196,NA,NA,0,0.385065034529291
"402",TRUE,TRUE,FALSE,TRUE,FALSE,130.038507280016,13,0.122085415652444,1,"log(scholarRefs) + log(Nm) + log(distrSize)",-21.1728617868245,1.15475764663754,0.391971070150442,NA,0.594462054416469,NA,60.1092744303504,3.41170118673875e-14
"403",TRUE,TRUE,FALSE,FALSE,TRUE,117.825030580735,13,-0.642839992055543,2,"log(scholarRefs) + log(Nm) + rand",-3.84069363151714,1.32761494729914,0.500226200047368,NA,NA,-5.50453351379222,47.8957977310692,1.53141802406914e-11
"404",TRUE,FALSE,TRUE,TRUE,FALSE,128.006406634075,13,NA,5,"log(scholarRefs) + log(mass) + log(distrSize)",-21.9242759264947,1.24265718381491,NA,0.544761769062328,0.542807942828192,NA,58.0771737844097,9.42401644204813e-14
"405",TRUE,FALSE,TRUE,FALSE,TRUE,120.725956264728,13,-0.623301857919307,2,"log(scholarRefs) + log(mass) + rand",-6.52477848989608,1.55845893075826,NA,0.255840818719803,NA,-4.09741139461689,50.7967234150628,3.59058941075456e-12
"406",TRUE,FALSE,FALSE,TRUE,TRUE,128.522849156168,13,0.299931016838294,1,"log(scholarRefs) + log(distrSize) + rand",-18.9962691327697,1.53638854505337,NA,NA,0.483188615166669,-3.07509927584493,58.5936163065027,7.27933935798115e-14
"407",FALSE,TRUE,TRUE,TRUE,FALSE,129.031354972017,13,NA,5,"log(Nm) + log(mass) + log(distrSize)",-34.031397864628,NA,0.632384154921858,0.541389300012822,1.25745087858061,NA,59.1021221223519,5.64509599423598e-14
"408",FALSE,TRUE,TRUE,FALSE,TRUE,110.559259984855,13,-5.40527108651401,2,"log(Nm) + log(mass) + rand",5.52895972860707,NA,-0.30586858679365,-0.860377144939331,NA,4.55424955982607,40.6300271351899,5.79209654856503e-10
"409",FALSE,TRUE,FALSE,TRUE,TRUE,84.1245882163333,13,-6.93975096388686,2,"log(Nm) + log(distrSize) + rand",-68.2002750608931,NA,-0.290855885898479,NA,2.51923816443158,-2.5964057556961,14.1953553666679,3.18457757443613e-04
"410",FALSE,FALSE,TRUE,TRUE,TRUE,72.8401856068336,13,-6.79766181405209,1,"log(mass) + log(distrSize) + rand",-55.284578384752,NA,NA,-0.564335583153827,2.14042758181878,-2.4133145645272,2.91095275716829,0.0898315151800869
"411",TRUE,TRUE,TRUE,TRUE,FALSE,130.006532297809,13,NA,5,"log(scholarRefs) + log(Nm) + log(mass) + log(distrSize)",-24.6938602066726,0.941931597288464,0.395599298788861,0.487884870060056,0.709023409935014,NA,60.0772994481441,3.46668407721454e-14
"412",TRUE,TRUE,TRUE,FALSE,TRUE,71.4850685543656,13,-7.64374467341914,1,"log(scholarRefs) + log(Nm) + log(mass) + rand",-10.9099091999155,2.11026321926933,-0.00490498774667139,-0.0309197044166218,NA,-2.086065833363,1.55583570470026,0.176884042104097
"413",TRUE,TRUE,FALSE,TRUE,TRUE,126.192339653025,13,NA,5,"log(scholarRefs) + log(Nm) + log(distrSize) + rand",-19.7459121415831,0.75548628547025,0.777479868374643,NA,0.717429219671235,-4.77946389268909,56.2631068033593,2.33429465172687e-13
"414",TRUE,FALSE,TRUE,TRUE,TRUE,128.773136347382,13,NA,5,"log(scholarRefs) + log(mass) + log(distrSize) + rand",-20.1978632818096,1.2472434814046,NA,0.53877809898182,0.538118427924628,-3.0807345298876,58.8439034977162,6.42307204512886e-14
"415",FALSE,TRUE,TRUE,TRUE,TRUE,72.7534278065767,13,-6.5978286022623,1,"log(Nm) + log(mass) + log(distrSize) + rand",-60.00154860813,NA,0.40677131625736,-0.850984992274385,2.37598682415096,-5.43579454394838,2.82419495691133,0.0938140622752183
"416",TRUE,TRUE,TRUE,TRUE,TRUE,128.352232330948,13,NA,5,"log(scholarRefs) + log(Nm) + log(mass) + log(distrSize) + rand",-24.3536297733389,0.7040767508378,0.717559263788645,0.432603778883767,0.837251590081565,-4.62939595501354,58.4229994812824,7.92758558369462e-14
"417",FALSE,FALSE,FALSE,FALSE,FALSE,136.227834018181,14,NA,5,"1",3.75,NA,NA,NA,NA,NA,66.2986011685155,2.17725994791488e-15
"418",TRUE,FALSE,FALSE,FALSE,FALSE,126.622916417573,14,0.131477220278644,1,"log(scholarRefs)",-9.15043640401255,1.87639760036752,NA,NA,NA,NA,56.693683567908,2.65211065329488e-13
"419",FALSE,TRUE,FALSE,FALSE,FALSE,108.111031116915,14,-2.99444976980503,1,"log(Nm)",4.14122834114192,NA,-0.170143620872812,NA,NA,NA,38.1817982672497,2.77585296370385e-09
"420",FALSE,FALSE,TRUE,FALSE,FALSE,105.623902307338,14,-3.90834174352544,1,"log(mass)",6.09081422842784,NA,NA,-0.522753137561699,NA,NA,35.6946694576728,9.62652663538311e-09
"421",FALSE,FALSE,FALSE,TRUE,FALSE,104.876158430547,14,-0.175794896345951,1,"log(distrSize)",-4.03800856182109,NA,NA,NA,0.288799162390233,NA,34.9469255808817,1.3990722305319e-08
"422",FALSE,FALSE,FALSE,FALSE,TRUE,98.8410478651493,14,-5.12590428156421,1,"rand",2.5831903376672,NA,NA,NA,NA,5.1345025281054,28.9118150154839,2.85987956604631e-07
"423",TRUE,TRUE,FALSE,FALSE,FALSE,128.805537435789,14,0.0379208558878727,1,"log(scholarRefs) + log(Nm)",-7.93354112106272,1.67180921221808,0.264442694651069,NA,NA,NA,58.8763045861236,8.90515550997802e-14
"424",TRUE,FALSE,TRUE,FALSE,FALSE,70.8682175741771,14,-7.73784844517918,1,"log(scholarRefs) + log(mass)",-7.12550686271398,1.71876392562251,NA,-0.500248053308427,NA,NA,0.938984724511712,0.33928969082838
"425",TRUE,FALSE,FALSE,TRUE,FALSE,128.107409038409,14,0.229633632727277,1,"log(scholarRefs) + log(distrSize)",-19.8614415645751,1.53293314601357,NA,NA,0.463916724204128,NA,58.1781761887441,1.26251969936781e-13
"426",TRUE,FALSE,FALSE,FALSE,TRUE,127.700856921633,14,0.353914976095069,1,"log(scholarRefs) + rand",-11.2068279707438,1.96055999583504,NA,NA,NA,2.93202196885434,57.771624071968,1.54710515672565e-13
"427",FALSE,TRUE,TRUE,FALSE,FALSE,108.145542736284,14,-4.00646439720286,1,"log(Nm) + log(mass)",6.45274268387384,NA,0.0675475014553092,-0.631729658459482,NA,NA,38.2163098866189,2.72836427945707e-09
"428",FALSE,TRUE,FALSE,TRUE,FALSE,101.011247659823,14,-0.175794896345958,1,"log(Nm) + log(distrSize)",-11.4828339663351,NA,0.82921919399992,NA,0.513606919754102,NA,31.0820148101581,9.66261881000461e-08
"429",FALSE,TRUE,FALSE,FALSE,TRUE,99.2368415029451,14,-6.5000010065325,2,"log(Nm) + rand",1.41211182652847,NA,0.276838824480207,NA,NA,8.95565304466983,29.3076086532797,2.34640107134795e-07
"430",FALSE,FALSE,TRUE,TRUE,FALSE,76.6608192878104,14,-6.79785977468356,2,"log(mass) + log(distrSize)",-40.8450276965271,NA,NA,-0.906320740116875,1.65298045515651,NA,6.731586438145,0.0187379978139385
