"","transmission","dispersal","nExtantDis","singleInf","doubleInf","nColonies","nPathogens","meanK","maxDistance","nEvents"
"559",0.4,0.01,2,49.6666666666667,22.8,10,2,2,40,8e+05
"560",0.6,0.01,2,40.2666666666667,25.5,10,2,2,40,8e+05
"561",0.1,0.01,1,141.3,0,10,2,2,40,8e+05
"562",0.2,0.01,1,142.366666666667,0,10,2,2,40,8e+05
"563",0.4,0.01,2,50.1666666666667,23.6,10,2,2,40,8e+05
"564",0.6,0.01,2,39.2333333333333,26.5666666666667,10,2,2,40,8e+05
"565",0.1,0.01,1,138.433333333333,0,10,2,2,40,8e+05
"566",0.2,0.01,1,145.866666666667,0,10,2,2,40,8e+05
"567",0.4,0.01,2,48.4333333333333,26.2,10,2,2,40,8e+05
"568",0.6,0.01,2,40.8666666666667,27.5666666666667,10,2,2,40,8e+05
"569",0.1,0.01,1,147.933333333333,0,10,2,2,40,8e+05
"570",0.2,0.01,2,111.466666666667,6.9,10,2,2,40,8e+05
"571",0.4,0.01,2,52.4666666666667,21.4,10,2,2,40,8e+05
"572",0.6,0.01,2,41.5,24.2666666666667,10,2,2,40,8e+05
"573",0.1,0.01,1,144.066666666667,0,10,2,2,40,8e+05
"574",0.2,0.01,1,150.3,0,10,2,2,40,8e+05
"575",0.4,0.01,2,50.2333333333333,25.0666666666667,10,2,2,40,8e+05
"576",0.6,0.01,2,38.2333333333333,27.0666666666667,10,2,2,40,8e+05
"577",0.1,0.01,1,141.466666666667,0,10,2,2,40,8e+05
"578",0.2,0.01,1,146.8,0,10,2,2,40,8e+05
"579",0.4,0.01,2,52.3,25.2,10,2,2,40,8e+05
"580",0.6,0.01,2,39.3,27.1,10,2,2,40,8e+05
"581",0.1,0.01,1,148.633333333333,0,10,2,2,40,8e+05
"582",0.2,0.01,1,138.966666666667,0,10,2,2,40,8e+05
"583",0.4,0.01,2,47.7333333333333,23.0666666666667,10,2,2,40,8e+05
"584",0.6,0.01,2,38.9,22.1333333333333,10,2,2,40,8e+05
"585",0.1,0.01,1,146.466666666667,0,10,2,2,40,8e+05
"586",0.2,0.01,2,117.766666666667,6.5,10,2,2,40,8e+05
"587",0.4,0.01,2,50.8,25.2333333333333,10,2,2,40,8e+05
"588",0.6,0.01,2,43.1,28.6666666666667,10,2,2,40,8e+05
"589",0.1,0.01,1,138.766666666667,0,10,2,2,40,8e+05
"590",0.2,0.01,2,125.1,3.9,10,2,2,40,8e+05
"591",0.4,0.01,2,56.3333333333333,25.2,10,2,2,40,8e+05
"592",0.6,0.01,2,40.3,27.7,10,2,2,40,8e+05
"593",0.1,0.01,1,148,0,10,2,2,40,8e+05
"594",0.2,0.01,1,136.6,0,10,2,2,40,8e+05
"595",0.4,0.01,2,48.8666666666667,24.7,10,2,2,40,8e+05
"596",0.6,0.01,2,40.5333333333333,25.7333333333333,10,2,2,40,8e+05
"597",0.1,0.01,1,148.366666666667,0,10,2,2,40,8e+05
"598",0.2,0.01,1,148.133333333333,0,10,2,2,40,8e+05
"599",0.4,0.01,2,52.4333333333333,27.2333333333333,10,2,2,40,8e+05
"600",0.6,0.01,2,38.4,22.7333333333333,10,2,2,40,8e+05
"601",0.1,0.01,1,146.1,0,10,2,2,40,8e+05
"602",0.2,0.01,1,137.7,0,10,2,2,40,8e+05
"603",0.4,0.01,2,51.1666666666667,24.7666666666667,10,2,2,40,8e+05
"604",0.6,0.01,2,39.3,27.1,10,2,2,40,8e+05
"605",0.1,0.01,1,147.2,0,10,2,2,40,8e+05
"606",0.2,0.01,1,142.4,0,10,2,2,40,8e+05
"607",0.4,0.01,2,48.8,23.4333333333333,10,2,2,40,8e+05
"608",0.6,0.01,2,39.7666666666667,23.9666666666667,10,2,2,40,8e+05
"609",0.1,0.01,1,144.366666666667,0,10,2,2,40,8e+05
"610",0.2,0.01,1,142.666666666667,0,10,2,2,40,8e+05
"611",0.4,0.01,2,54.2,21.8666666666667,10,2,2,40,8e+05
"612",0.6,0.01,2,39.4666666666667,27.6333333333333,10,2,2,40,8e+05
"613",0.1,0.01,1,151.766666666667,0,10,2,2,40,8e+05
"614",0.2,0.01,2,119.066666666667,5.1,10,2,2,40,8e+05
"615",0.4,0.01,2,51.1,25.6666666666667,10,2,2,40,8e+05
"616",0.6,0.01,2,41.2333333333333,29.3666666666667,10,2,2,40,8e+05
"617",0.1,0.01,1,138.666666666667,0,10,2,2,40,8e+05
"618",0.2,0.01,1,138.9,0,10,2,2,40,8e+05
"619",0.4,0.01,2,50.5,25.1666666666667,10,2,2,40,8e+05
"620",0.6,0.01,2,40.2,26.3333333333333,10,2,2,40,8e+05
"621",0.1,0.01,1,141.933333333333,0,10,2,2,40,8e+05
"622",0.2,0.01,1,143.9,0,10,2,2,40,8e+05
"623",0.4,0.01,2,53.4,22.3,10,2,2,40,8e+05
"624",0.6,0.01,2,39.9666666666667,25.6,10,2,2,40,8e+05
"625",0.1,0.01,1,145.566666666667,0,10,2,2,40,8e+05
"626",0.2,0.01,1,142.1,0,10,2,2,40,8e+05
"627",0.4,0.01,2,50.8,22.8333333333333,10,2,2,40,8e+05
"628",0.6,0.01,2,40.3,27.2,10,2,2,40,8e+05
"629",0.1,0.01,1,137.4,0,10,2,2,40,8e+05
"630",0.2,0.01,1,136.666666666667,0,10,2,2,40,8e+05
"631",0.4,0.01,2,78.3333333333333,14.4333333333333,10,2,2,40,8e+05
"632",0.6,0.01,2,41.3666666666667,23.9333333333333,10,2,2,40,8e+05
"633",0.1,0.01,1,140.833333333333,0,10,2,2,40,8e+05
"634",0.2,0.01,1,141.966666666667,0,10,2,2,40,8e+05
"635",0.4,0.01,2,48.5,25.2666666666667,10,2,2,40,8e+05
"636",0.6,0.01,2,40.2,29.1666666666667,10,2,2,40,8e+05
"637",0.1,0.01,1,149.4,0,10,2,2,40,8e+05
"638",0.2,0.01,1,143.133333333333,0,10,2,2,40,8e+05
"639",0.4,0.01,2,59.2666666666667,21.0333333333333,10,2,2,40,8e+05
"640",0.6,0.01,2,39.1333333333333,25.1666666666667,10,2,2,40,8e+05
"641",0.1,0.01,1,140.033333333333,0,10,2,2,40,8e+05
"642",0.2,0.01,1,139.9,0,10,2,2,40,8e+05
"643",0.4,0.01,2,51.6,21.5333333333333,10,2,2,40,8e+05
"644",0.6,0.01,2,40.6666666666667,26.2666666666667,10,2,2,40,8e+05
"645",0.1,0.01,1,140.5,0,10,2,2,40,8e+05
"646",0.2,0.01,1,149.166666666667,0,10,2,2,40,8e+05
"647",0.4,0.01,2,51.0333333333333,24.0333333333333,10,2,2,40,8e+05
"648",0.6,0.01,2,39.3,23.6,10,2,2,40,8e+05
"649",0.1,0.01,1,134.933333333333,0,10,2,2,40,8e+05
"650",0.2,0.01,1,137.2,0,10,2,2,40,8e+05
"651",0.4,0.01,2,51.3,22.1333333333333,10,2,2,40,8e+05
"652",0.6,0.01,2,43.2,25.9,10,2,2,40,8e+05
"653",0.1,0.01,1,143.466666666667,0,10,2,2,40,8e+05
"654",0.2,0.01,1,139.3,0,10,2,2,40,8e+05
"655",0.4,0.01,2,50.5333333333333,22.8333333333333,10,2,2,40,8e+05
"656",0.6,0.01,2,40.5,29.3,10,2,2,40,8e+05
"657",0.1,0.01,1,148.466666666667,0,10,2,2,40,8e+05
"658",0.2,0.01,1,137.833333333333,0,10,2,2,40,8e+05
"659",0.4,0.01,1,145.266666666667,0,10,2,2,40,8e+05
"660",0.6,0.01,2,38.5333333333333,25.0666666666667,10,2,2,40,8e+05
"661",0.1,0.01,1,141.6,0,10,2,2,40,8e+05
"662",0.2,0.01,1,143.266666666667,0,10,2,2,40,8e+05
"663",0.4,0.01,2,52.1333333333333,23.4333333333333,10,2,2,40,8e+05
"664",0.6,0.01,2,40.1666666666667,27.7333333333333,10,2,2,40,8e+05
"665",0.1,0.01,1,146.333333333333,0,10,2,2,40,8e+05
"666",0.2,0.01,2,141.833333333333,0.333333333333333,10,2,2,40,8e+05
"667",0.4,0.01,2,49.4333333333333,22.5,10,2,2,40,8e+05
"668",0.6,0.01,2,39.6666666666667,32.1,10,2,2,40,8e+05
"669",0.1,0.01,1,144,0,10,2,2,40,8e+05
"670",0.2,0.01,1,135.333333333333,0,10,2,2,40,8e+05
"671",0.4,0.01,2,52.7333333333333,24.4,10,2,2,40,8e+05
"672",0.6,0.01,2,40.9,24.3666666666667,10,2,2,40,8e+05
"673",0.1,0.01,1,145.766666666667,0,10,2,2,40,8e+05
"674",0.2,0.01,1,137.4,0,10,2,2,40,8e+05
"675",0.4,0.01,2,49.6666666666667,23.9333333333333,10,2,2,40,8e+05
"676",0.6,0.01,2,42.1333333333333,26.2,10,2,2,40,8e+05
"677",0.1,0.01,1,137.133333333333,0,10,2,2,40,8e+05
"678",0.2,0.01,1,135.966666666667,0,10,2,2,40,8e+05
"679",0.4,0.01,2,48.4,25.7333333333333,10,2,2,40,8e+05
"680",0.6,0.01,2,39.7,26.8333333333333,10,2,2,40,8e+05
"681",0.1,0.01,1,143.633333333333,0,10,2,2,40,8e+05
"682",0.2,0.01,1,140.333333333333,0,10,2,2,40,8e+05
"683",0.4,0.01,2,49.4,27.4333333333333,10,2,2,40,8e+05
"684",0.6,0.01,2,37.8333333333333,24.4,10,2,2,40,8e+05
"685",0.1,0.01,1,140.4,0,10,2,2,40,8e+05
"686",0.2,0.01,1,148.166666666667,0,10,2,2,40,8e+05
"687",0.4,0.01,2,49.5,22.3333333333333,10,2,2,40,8e+05
"688",0.6,0.01,2,40.3666666666667,25.5,10,2,2,40,8e+05
"689",0.1,0.01,1,141.466666666667,0,10,2,2,40,8e+05
"690",0.2,0.01,1,146.266666666667,0,10,2,2,40,8e+05
"691",0.4,0.01,2,48.2333333333333,26.6333333333333,10,2,2,40,8e+05
"692",0.6,0.01,2,38.6,24.8333333333333,10,2,2,40,8e+05
"693",0.1,0.01,1,137.066666666667,0,10,2,2,40,8e+05
"694",0.2,0.01,1,140.5,0,10,2,2,40,8e+05
"695",0.4,0.01,2,51.9,27.2333333333333,10,2,2,40,8e+05
"696",0.6,0.01,2,43.2666666666667,26.6333333333333,10,2,2,40,8e+05
"697",0.1,0.01,1,136.9,0,10,2,2,40,8e+05
"698",0.2,0.01,2,118.533333333333,5.63333333333333,10,2,2,40,8e+05
"699",0.4,0.01,2,52.8666666666667,23.7333333333333,10,2,2,40,8e+05
"700",0.6,0.01,2,40.6,26.4666666666667,10,2,2,40,8e+05
"701",0.1,0.01,1,140.066666666667,0,10,2,2,40,8e+05
"702",0.2,0.01,1,140.7,0,10,2,2,40,8e+05
"703",0.4,0.01,2,50.4,23.7,10,2,2,40,8e+05
"704",0.6,0.01,2,40.2333333333333,25.8666666666667,10,2,2,40,8e+05
"705",0.1,0.01,1,145.733333333333,0,10,2,2,40,8e+05
"706",0.2,0.01,1,150.5,0,10,2,2,40,8e+05
"707",0.4,0.01,2,52.5333333333333,24.8,10,2,2,40,8e+05
"708",0.6,0.01,2,37.7,26.1,10,2,2,40,8e+05
"709",0.1,0.01,1,144.766666666667,0,10,2,2,40,8e+05
"710",0.2,0.01,2,116.266666666667,7.26666666666667,10,2,2,40,8e+05
"711",0.4,0.01,2,52.0333333333333,21.4666666666667,10,2,2,40,8e+05
"712",0.6,0.01,2,41,23.2333333333333,10,2,2,40,8e+05
"713",0.1,0.01,1,139.333333333333,0,10,2,2,40,8e+05
"714",0.2,0.01,1,145.533333333333,0,10,2,2,40,8e+05
"715",0.4,0.01,2,51,23.0333333333333,10,2,2,40,8e+05
"716",0.6,0.01,2,41.1333333333333,25.6666666666667,10,2,2,40,8e+05
"717",0.1,0.01,1,144.833333333333,0,10,2,2,40,8e+05
"718",0.2,0.01,1,133.3,0,10,2,2,40,8e+05
"719",0.4,0.01,2,48.7333333333333,20.3666666666667,10,2,2,40,8e+05
"720",0.6,0.01,2,40.3333333333333,25.6333333333333,10,2,2,40,8e+05
"721",0.1,0.01,1,145.766666666667,0,10,2,2,40,8e+05
"722",0.2,0.01,1,146.1,0,10,2,2,40,8e+05
"723",0.4,0.01,2,52.9,21.5,10,2,2,40,8e+05
"724",0.6,0.01,2,38.9666666666667,25.1333333333333,10,2,2,40,8e+05
"725",0.1,0.01,1,146.966666666667,0,10,2,2,40,8e+05
"726",0.2,0.01,1,145,0,10,2,2,40,8e+05
"727",0.4,0.01,2,51.4333333333333,24.0666666666667,10,2,2,40,8e+05
"728",0.6,0.01,2,37.1,31.9333333333333,10,2,2,40,8e+05
"729",0.1,0.01,1,144.266666666667,0,10,2,2,40,8e+05
"730",0.2,0.01,1,143.7,0,10,2,2,40,8e+05
"731",0.4,0.01,2,50.4333333333333,23.1,10,2,2,40,8e+05
"732",0.6,0.01,2,38.3666666666667,25.1666666666667,10,2,2,40,8e+05
"733",0.1,0.01,1,145.666666666667,0,10,2,2,40,8e+05
"734",0.2,0.01,1,144.566666666667,0,10,2,2,40,8e+05
"735",0.4,0.01,2,50.2,21.1666666666667,10,2,2,40,8e+05
"736",0.6,0.01,2,37.8333333333333,29.2333333333333,10,2,2,40,8e+05
"737",0.1,0.01,1,139.066666666667,0,10,2,2,40,8e+05
"738",0.2,0.01,2,116.166666666667,8.66666666666667,10,2,2,40,8e+05
"739",0.4,0.01,2,52.5333333333333,24.1333333333333,10,2,2,40,8e+05
"740",0.6,0.01,2,39.2666666666667,25.2,10,2,2,40,8e+05
"741",0.1,0.01,1,141.3,0,10,2,2,40,8e+05
"742",0.2,0.01,1,136.3,0,10,2,2,40,8e+05
"743",0.4,0.01,2,51.2666666666667,22.4333333333333,10,2,2,40,8e+05
"744",0.6,0.01,2,38.8666666666667,26.5,10,2,2,40,8e+05
"745",0.1,0.01,1,147.5,0,10,2,2,40,8e+05
"746",0.2,0.01,1,138.633333333333,0,10,2,2,40,8e+05
"747",0.4,0.01,2,53.1666666666667,20.4666666666667,10,2,2,40,8e+05
"748",0.6,0.01,2,43.9333333333333,25.2666666666667,10,2,2,40,8e+05
"749",0.1,0.01,1,144.7,0,10,2,2,40,8e+05
"750",0.2,0.01,2,131.233333333333,2.63333333333333,10,2,2,40,8e+05
"751",0.4,0.01,2,52.2,23.5666666666667,10,2,2,40,8e+05
"752",0.6,0.01,2,38.4666666666667,27.7,10,2,2,40,8e+05
"753",0.1,0.01,1,145.6,0,10,2,2,40,8e+05
"754",0.2,0.01,1,137.633333333333,0,10,2,2,40,8e+05
"755",0.4,0.01,2,50.9333333333333,24,10,2,2,40,8e+05
"756",0.6,0.01,2,43.3666666666667,27.1666666666667,10,2,2,40,8e+05
"757",0.1,0.01,1,145.166666666667,0,10,2,2,40,8e+05
"758",0.2,0.01,2,115.733333333333,7.16666666666667,10,2,2,40,8e+05
"759",0.4,0.01,2,51.2666666666667,24.7,10,2,2,40,8e+05
"760",0.6,0.01,2,39.7333333333333,29.9,10,2,2,40,8e+05
"761",0.1,0.01,1,139.3,0,10,2,2,40,8e+05
"762",0.2,0.01,1,139.3,0,10,2,2,40,8e+05
"763",0.4,0.01,2,49.7,25.0333333333333,10,2,2,40,8e+05
"764",0.6,0.01,2,38.8333333333333,25.3,10,2,2,40,8e+05
"765",0.1,0.01,1,148.4,0,10,2,2,40,8e+05
"766",0.2,0.01,2,122.233333333333,5.4,10,2,2,40,8e+05
"767",0.4,0.01,2,55,23.8,10,2,2,40,8e+05
"768",0.6,0.01,2,40.7333333333333,28.0333333333333,10,2,2,40,8e+05
"769",0.1,0.01,1,148.233333333333,0,10,2,2,40,8e+05
"770",0.2,0.01,1,147.366666666667,0,10,2,2,40,8e+05
"771",0.4,0.01,2,53.5666666666667,21,10,2,2,40,8e+05
"772",0.6,0.01,2,41,23.2333333333333,10,2,2,40,8e+05
"773",0.1,0.01,1,144.933333333333,0,10,2,2,40,8e+05
"774",0.2,0.01,1,142.433333333333,0,10,2,2,40,8e+05
"775",0.4,0.01,2,50,23.8,10,2,2,40,8e+05
"776",0.6,0.01,2,39.6333333333333,30.3666666666667,10,2,2,40,8e+05
"777",0.1,0.01,1,140.166666666667,0,10,2,2,40,8e+05
"778",0.2,0.01,2,133.033333333333,2.3,10,2,2,40,8e+05
"779",0.4,0.01,2,53.9,19.6333333333333,10,2,2,40,8e+05
"780",0.6,0.01,2,41.0333333333333,25.6,10,2,2,40,8e+05
"781",0.1,0.01,1,148.333333333333,0,10,2,2,40,8e+05
"782",0.2,0.01,2,121.233333333333,5.5,10,2,2,40,8e+05
"783",0.4,0.01,2,52.7,22.6,10,2,2,40,8e+05
"784",0.6,0.01,2,41.0666666666667,25.5666666666667,10,2,2,40,8e+05
"785",0.1,0.01,1,142.066666666667,0,10,2,2,40,8e+05
"786",0.2,0.01,1,140.2,0,10,2,2,40,8e+05
"787",0.4,0.01,2,52.3333333333333,25.6,10,2,2,40,8e+05
"788",0.6,0.01,2,41.2666666666667,23.8333333333333,10,2,2,40,8e+05
"789",0.1,0.01,1,146.433333333333,0,10,2,2,40,8e+05
"790",0.2,0.01,1,144.866666666667,0,10,2,2,40,8e+05
"791",0.4,0.01,2,48.9333333333333,24.9666666666667,10,2,2,40,8e+05
"792",0.6,0.01,2,40.2666666666667,24.1,10,2,2,40,8e+05
"793",0.1,0.01,1,140.8,0,10,2,2,40,8e+05
"794",0.2,0.01,1,139.433333333333,0,10,2,2,40,8e+05
"795",0.4,0.01,2,50.7666666666667,25.6666666666667,10,2,2,40,8e+05
"796",0.6,0.01,2,40.6333333333333,27.4,10,2,2,40,8e+05
"797",0.1,0.01,1,147.633333333333,0,10,2,2,40,8e+05
"798",0.2,0.01,2,136.833333333333,0.7,10,2,2,40,8e+05
"799",0.4,0.01,2,53.3666666666667,26.1,10,2,2,40,8e+05
"800",0.6,0.01,2,39.7666666666667,26.8,10,2,2,40,8e+05
