"model","percentageerror","count"
"NW1",-12.0064046303,40
"NW1",6.88043279,40
"NW1",-0.2833641183,40
"NW1",-14.0937672344,40
"NW1",13.9320373421,40
"NW1",-1.552447112,40
"NW1",-6.1392984339,40
"NW1",-32.4764680676,40
"NW1",-12.7881798847,40
"NW1",-3.0763980801,40
"NW1",-0.7765416526,40
"NW1",-10.0329959503,40
"NW1",15.8099695036,40
"NW1",-20.0721644581,40
"NW1",-32.3499468112,40
"NW1",-12.5585592951,40
"NW1",-18.1658203201,40
"NW1",-4.0175716474,40
"NW1",-15.181584644,40
"NW1",15.6177962213,40
"NW1",-11.8925297045,40
"NW1",11.6394650149,40
"NW1",31.4184152123,40
"NW1",-1.4171253449,40
"NW1",-5.3188214558,40
"NW1",12.7614265489,40
"NW1",-16.7018776684,40
"NW1",1.532044957,40
"NW1",-6.7618045541,40
"NW1",5.5501025877,40
"NW1",-2.5897474896,40
"NW1",-5.1114560076,40
"NW1",-6.749033948,40
"NW1",16.2179156618,40
"NW1",-2.6482483215,40
"NW1",-20.9078411773,40
"NW1",-13.9160954803,40
"NW1",-14.0317819123,40
"NW1",-12.1936560907,40
"NW1",19.1149471011,40
"NW1",19.9263478384,40
"NW1",-19.6659538299,40
"NW1",14.577098463,40
"NW1",16.8482145739,40
"NW1",-15.0038411996,40
"NW1",-9.4827756238,40
"NW1",-7.8774259753,40
"NW1",2.9184360681,40
"NW1",-16.9377941645,50
"NW1",-6.2076453983,50
"NW1",5.5356110107,50
"NW1",-0.4558208284,50
"NW1",26.0999766633,50
"NW1",16.8242975021,50
"NW1",-13.4577633429,50
"NW1",-6.4249534259,50
"NW1",8.9719010843,50
"NW1",-11.4589131933,50
"NW1",-2.2252264554,50
"NW1",-7.6857775596,50
"NW1",-12.2188861257,50
"NW1",-17.5915920468,50
"NW1",-10.6381044863,50
"NW1",21.9624934236,50
"NW1",20.1271885803,50
"NW1",-17.4419828359,50
"NW1",13.1830754657,50
"NW1",6.2281475856,50
"NW1",-25.4928221809,50
"NW1",-10.5206581523,50
"NW1",-6.8441820431,50
"NW1",-3.7450088459,50
"NW1",-7.5704769862,50
"NW1",-12.8653551,50
"NW1",14.1514438946,50
"NW1",-4.4880850625,50
"NW1",-7.5518300003,50
"NW1",4.3460686015,50
"NW1",-20.7732019028,50
"NW1",10.5564064013,50
"NW1",0.9664316892,50
"NW1",-15.6977088725,50
"NW1",2.9494500614,50
"NW1",3.6435053851,50
"NW1",18.4868261653,50
"NW1",13.4017627832,50
"NW1",-8.7253680646,50
"NW1",2.7665266917,50
"NW1",-15.4806245075,50
"NW1",0.431101001,50
"NW1",-3.5338088313,50
"NW1",-5.4041428409,50
"NW1",-26.4168109472,50
"NW1",-8.5270531124,50
"NW1",9.4091976441,50
"NW1",14.6766266752,50
"NW1",-10.8514010412,50
"NW1",4.9249929993,50
"NW1",10.5061614129,50
"NW1",22.0162013659,50
"NW1",-5.2318384606,50
"NW1",21.1913499512,50
"NW1",-12.8825573799,50
"NW1",6.1467575843,50
"NW1",-17.0794250962,50
"NW1",5.100852182,50
"NW1",18.6768412958,50
"NW1",-16.9041943546,50
"NW1",0.9570207605,50
"NW1",-9.6418662117,50
"NW1",15.3248684088,50
"NW1",-11.8819406475,50
"NW1",1.0066617924,50
"NW1",-14.3517471547,50
"NW1",5.6788313588,50
"NW1",14.4046436635,50
"NW1",13.7340970537,50
"NW1",-7.9916072293,50
"NW1",-9.1325985933,50
"NW1",-15.0182396216,50
"NW1",-28.2175996804,50
"NW1",35.5256891494,50
"NW1",3.2957596478,50
"NW1",-12.0478145274,50
"NW1",8.9390206006,50
"NW1",7.8327704322,50
"NW1",-14.5709864408,50
"NW1",-17.5162842512,50
"NW1",0.2949880049,50
"NW1",5.5458949457,50
"NW1",10.4129703549,50
"NW1",-7.8642466782,50
"NW1",16.7121469089,50
"NW1",12.2743599643,50
"NW1",-4.2724461679,50
"NW1",4.0371879834,50
"NW1",22.2246104587,50
"NW1",13.584468326,50
"NW1",-12.0029926656,50
"NW1",1.1498667548,50
"NW1",23.9230237701,50
"NW1",13.8210189922,50
"NW1",17.6514313862,50
"NW1",29.7093873604,50
"NW1",-21.4817168395,50
"NW1",1.5395081308,50
"NW1",-18.3813696332,50
"NW1",-6.2268385196,50
"NW1",46.3371660977,60
"NW1",0.8388207842,60
"NW1",27.1382452186,60
"NW1",-27.0492210359,60
"NW1",-12.0413214348,60
"NW1",12.0831872535,60
"NW1",-7.8744579941,60
"NW1",24.2252403821,60
"NW1",1.4938089009,60
"NW1",-5.7569435421,60
"NW1",-2.5808534552,60
"NW1",-0.8183571201,60
"NW1",9.7422599309,60
"NW1",-1.992518741,60
"NW1",3.306656691,60
"NW1",4.1502619982,60
"NW1",-0.8527467108,60
"NW1",9.2592017703,60
"NW1",9.072492322,60
"NW1",24.1454193604,60
"NW1",-8.7994273955,60
"NW1",12.7994585094,60
"NW1",1.0140836105,60
"NW1",11.5497492866,60
"NW1",12.9081353734,60
"NW1",-12.1963522992,60
"NW1",-12.9151381371,60
"NW1",-3.6054815834,60
"NW1",-3.5489066877,60
"NW1",7.7693709471,60
"NW1",-20.5902337412,60
"NW1",-7.694240685,60
"NW1",-10.697493029,60
"NW1",-15.9835498812,60
"NW1",-13.6352955308,60
"NW1",-4.8088406744,60
"NW1",3.6812357489,60
"NW1",-5.8804038941,60
"NW1",11.0955550846,60
"NW1",-3.3023254649,60
"NW1",8.5293529233,60
"NW1",31.861357098,60
"NW1",-4.2356419348,60
"NW1",2.2794062829,60
"NW1",-5.814681383,60
"NW1",4.8014731098,60
"NW1",-8.9498534261,60
"NW1",14.6051106271,60
"NW1",-7.6167033939,60
"NW1",-6.2476222054,60
"NW1",-2.8258397886,60
"NW1",0.3525725661,60
"NW1",26.12547298,60
"NW1",5.832467512,60
"NW1",-20.4935250405,60
"NW1",1.2465662939,60
"NW1",-5.0654615074,60
"NW1",13.6341201731,60
"NW1",6.5430489374,60
"NW1",31.3597942509,60
"NW1",-6.098612456,60
"NW1",-4.1213301721,60
"NW1",20.5102104354,60
"NW1",16.5891818157,60
"NW1",-0.1694547672,60
"NW1",-9.6249597594,60
"NW1",-0.6156627944,60
"NW1",10.3853504892,60
"NW1",2.3042894683,60
"NW1",11.0515465926,60
"NW1",-1.3099145719,60
"NW1",10.9489955772,60
"NW1",0.2526513436,60
"NW1",15.8504145955,60
"NW1",10.6810194313,60
"NW1",-20.6708648708,60
"NW1",-11.8091059225,60
"NW1",2.9547876868,60
"NW1",-17.5618466937,60
"NW1",-3.9390243888,60
"NW1",-5.0389787058,60
"NW1",-21.624531353,60
"NW1",-15.9800937551,60
"NW1",-10.5292813718,60
"NW1",11.1223223931,60
"NW1",-10.8784081904,60
"NW1",-4.0499076153,60
"NW1",6.8607812463,60
"NW1",-6.8171034519,60
"NW1",14.5151529909,60
"NW1",-26.6604186468,60
"NW1",12.6696772638,60
"NW1",-10.6841040127,60
"NW1",-7.0751053493,60
"NW1",1.4880453592,60
"NW1",-9.4670134618,60
"NW1",10.4100713248,60
"NW1",-10.469332427,60
"NW1",7.6654921613,60
"NW1",26.9350678391,60
"NW1",36.6402340144,70
"NW1",-0.7283400957,70
"NW1",21.7978819063,70
"NW1",-24.1328842902,70
"NW1",-13.4933102009,70
"NW1",23.7019617558,70
"NW1",-1.8094379013,70
"NW1",4.4289036805,70
"NW1",14.1651946332,70
"NW1",-8.6645936117,70
"NW1",7.3076299806,70
"NW1",3.265831267,70
"NW1",1.6200503651,70
"NW1",-6.1247717755,70
"NW1",-5.0550142753,70
"NW1",-7.6287259407,70
"NW1",0.1628521241,70
"NW1",13.0985051061,70
"NW1",7.1057425841,70
"NW1",16.5251100412,70
"NW1",-17.7090058754,70
"NW1",4.6339423961,70
"NW1",11.1599664597,70
"NW1",7.7276098547,70
"NW1",8.7828605802,70
"NW1",0.0505040072,70
"NW1",-12.7270352851,70
"NW1",7.03632595,70
"NW1",-0.2086740308,70
"NW1",-3.2172307782,70
"NW1",-22.4247980324,70
"NW1",-2.4137652867,70
"NW1",-17.0913775818,70
"NW1",-9.0693913123,70
"NW1",-9.3801207865,70
"NW1",3.2811769879,70
"NW1",-5.6521964588,70
"NW1",-0.6508834267,70
"NW1",5.422886369,70
"NW1",5.9768094734,70
"NW1",1.7192021555,70
"NW1",20.7241903123,70
"NW1",1.4803273554,70
"NW1",-3.2172307782,70
"NW1",-0.9546943348,70
"NW1",7.5185958764,70
"NW1",-12.744383506,70
"NW1",9.4021652362,70
"NW1",-0.1573044799,70
"NW1",5.313061849,70
"NW1",6.98415095,70
"NW1",-5.1942416658,70
"NW1",31.0585900157,70
"NW1",-3.2430555355,70
"NW1",-18.6616411452,70
"NW1",-2.5625482533,70
"NW1",-6.4511935892,70
"NW1",15.1471760808,70
"NW1",-2.5773447007,70
"NW1",9.9176282821,70
"NW1",-3.6354607177,70
"NW1",-2.3920654979,70
"NW1",2.762601357,70
"NW1",-5.9522216123,70
"NW1",7.257948925,70
"NW1",-12.8924751837,70
"NW1",-0.1513278437,70
"NW1",12.1238719,70
"NW1",6.3911668882,70
"NW1",12.2710349064,70
"NW1",-9.6931343483,70
"NW1",4.200576763,70
"NW1",13.5574037843,70
"NW1",-0.3517517246,70
"NW1",19.6598199895,70
"NW1",-19.1681410029,70
"NW1",-3.6966604482,70
"NW1",5.0557073032,70
"NW1",-20.3115836809,70
"NW1",-0.0765594736,70
"NW1",-3.5708385002,70
"NW1",-25.7128227104,70
"NW1",-19.7306105924,70
"NW1",-9.5981837112,70
"NW1",9.5710489718,70
"NW1",-1.2414524238,70
"NW1",-0.2576050955,70
"NW1",6.6237530496,70
"NW1",-4.8996560522,70
"NW1",18.5777955845,70
"NW1",-20.2433791542,70
"NW1",-21.3768303823,70
"NW1",-8.2637441589,70
"NW1",5.7068253964,70
"NW1",-10.358989633,70
"NW1",-16.137235848,70
"NW1",6.866258302,70
"NW1",-2.5397757096,70
"NW1",5.5576504687,70
"NW1",3.5125536922,70
"NW1",2.4920347109,80
"NW1",-13.225656218,80
"NW1",-4.9562825914,80
"NW1",-6.1379119924,80
"NW1",5.4935612277,80
"NW1",9.5927361412,80
"NW1",-4.8196137081,80
"NW1",-1.82764194,80
"NW1",1.3509941415,80
"NW1",3.2520080383,80
"NW1",-9.1977818145,80
"NW1",1.3720133798,80
"NW1",-7.2034207046,80
"NW1",-13.3097081475,80
"NW1",-15.2102563378,80
"NW1",0.1339900412,80
"NW1",-13.2592176034,80
"NW1",-7.1129884759,80
"NW1",-9.9169325334,80
"NW1",-6.9892636074,80
"NW1",9.9555778537,80
"NW1",15.1598956607,80
"NW1",-2.5253950602,80
"NW1",-3.7581295566,80
"NW1",0.2640759068,80
"NW1",-4.1351519804,80
"NW1",4.6061364491,80
"NW1",20.5381504147,80
"NW1",6.4876994257,80
"NW1",-7.2499246439,80
"NW1",-4.2579266227,80
"NW1",8.242389848,80
"NW1",-10.1059667075,80
"NW1",32.0150725278,80
"NW1",-12.7817956513,80
"NW1",-11.3620011992,80
"NW1",-1.8235971815,80
"NW1",-9.5308878951,80
"NW1",15.121646032,80
"NW1",-4.9463304193,80
"NW1",-9.146716575,80
"NW1",0.931897899,80
"NW1",4.40390212,80
"NW1",-1.9952060126,80
"NW1",9.4216321489,80
"NW1",-0.7662114174,80
"NW1",0.56715951,80
"NW1",-12.3869581351,80
"NW1",-7.1695292613,80
"NW1",3.9155972705,80
"NW1",25.5953175481,80
"NW1",16.0233986274,80
"NW1",-16.1393966713,80
"NW1",0.7579850002,80
"NW1",-8.9792706729,80
"NW1",3.9694386679,80
"NW1",4.095475305,80
"NW1",5.7792231993,80
"NW1",-7.974817944,80
"NW1",-7.4305308616,80
"NW1",-5.9174099028,80
"NW1",-6.8929566284,80
"NW1",-10.3781346644,80
"NW1",-3.3252100124,80
"NW1",-4.1679226627,80
"NW1",2.5653760462,80
"NW1",-2.2269314824,80
"NW1",2.1208777325,80
"NW1",-1.7446577185,80
"NW1",-10.0164337762,80
"NW1",-3.22410937,80
"NW1",1.3941199302,80
"NW1",-10.0673748386,80
"NW1",4.1899187718,80
"NW1",9.6665007253,80
"NW1",8.0130120749,80
"NW1",9.0148998272,80
"NW1",-15.3559554733,80
"NW1",2.2934930702,80
"NW1",12.0173257027,80
"NW1",10.1226314675,80
"NW1",17.9691602911,80
"NW1",-4.9325835166,80
"NW1",-4.8129600635,80
"NW1",-19.7109539694,80
"NW1",-19.4010244967,80
"NW1",0.1276786777,80
"NW1",-2.7491659622,80
"NW1",-5.0334595956,80
"NW1",5.2030512082,80
"NW1",13.9838110072,80
"NW1",4.1586082837,80
"NW1",12.2911582958,80
"NW1",0.393442776,80
"NW1",-1.0654310265,80
"NW1",-17.9121015206,80
"NW1",-5.5734832151,80
"NW1",14.3441190046,80
"NW1",3.4385736274,80
"NW1",16.9946513323,80
"NW1",-8.2268992486,90
"NW1",-8.4810695456,90
"NW1",-2.44857899,90
"NW1",1.3008466888,90
"NW1",1.3104175481,90
"NW1",10.8371813112,90
"NW1",9.7043672488,90
"NW1",20.832729803,90
"NW1",24.7309905262,90
"NW1",-7.0503363321,90
"NW1",-5.1695679033,90
"NW1",0.4383443973,90
"NW1",9.9580443252,90
"NW1",19.7959851028,90
"NW1",-13.6777059781,90
"NW1",-1.7523098285,90
"NW1",25.8051096914,90
"NW1",-4.8324958993,90
"NW1",-13.6380778204,90
"NW1",-4.9493320875,90
"NW1",-3.1210465373,90
"NW1",-3.7009229864,90
"NW1",3.4135096711,90
"NW1",-7.9480075325,90
"NW1",-3.3432920385,90
"NW1",15.0869728843,90
"NW1",0.6660551213,90
"NW1",-7.9934229871,90
"NW1",17.5316328662,90
"NW1",11.8196216146,90
"NW1",21.8301050326,90
"NW1",-14.5846643921,90
"NW1",14.0459409036,90
"NW1",8.2354929752,90
"NW1",-7.4734144623,90
"NW1",0.3340275331,90
"NW1",-8.9245268114,90
"NW1",-6.327269098,90
"NW1",-1.0195411014,90
"NW1",9.7251348111,90
"NW1",-4.7251081801,90
"NW1",-5.969540506,90
"NW1",-13.242593705,90
"NW1",-6.9709059598,90
"NW1",1.6836505274,90
"NW1",-10.6584305064,90
"NW1",7.8729077758,90
"NW1",0.5188445866,90
"NW1",2.3211290779,90
"NW1",-5.3908723792,90
"NW1",17.3104743023,90
"NW1",-6.5790347352,90
"NW1",-6.5212118808,90
"NW1",-22.8494652449,90
"NW1",-4.3661029423,90
"NW1",-2.3957462585,90
"NW1",13.4438734116,90
"NW1",-4.8780835052,90
"NW1",-1.4307977134,90
"NW1",-5.3173584171,90
"NW1",-5.0187914138,90
"NW1",-17.3363974719,90
"NW1",10.7364550961,90
"NW1",-7.7504234848,90
"NW1",8.5367679314,90
"NW1",26.7082038882,90
"NW1",-5.6908410733,90
"NW1",-0.3383225408,90
"NW1",-0.5652054716,90
"NW1",16.9088706463,90
"NW1",0.549006508,90
"NW1",-0.1569060597,90
"NW1",1.9548417341,90
"NW1",7.3894585915,90
"NW1",0.2435135674,90
"NW1",2.1904625832,90
"NW1",-6.1653764407,90
"NW1",-16.0921904257,90
"NW1",-12.2608321881,90
"NW1",4.1963096889,90
"NW1",-12.1965320406,90
"NW1",-1.0387241576,90
"NW1",7.6681947983,90
"NW1",7.6936062202,90
"NW1",0.1802976966,90
"NW1",-13.0745062193,90
"NW1",-7.246916091,90
"NW1",-6.59327586,90
"NW1",19.0267238458,90
"NW1",-12.3730416149,90
"NW1",-6.046573459,90
"NW1",2.274772517,90
"NW1",0.4609279221,90
"NW1",15.1518572661,90
"NW1",-8.9427015349,90
"NW1",-4.6899643616,90
"NW1",-7.2107982265,90
"NW1",2.6625293162,90
"NW1",3.6388974489,90
"NW1",-0.9367861078,90
"NW1",-8.8918327244,100
"NW1",2.4488510407,100
"NW1",5.7186838012,100
"NW1",-2.1762567835,100
"NW1",-14.6997325602,100
"NW1",18.4709208654,100
"NW1",17.7054785749,100
"NW1",-14.3369680048,100
"NW1",1.2818538893,100
"NW1",-2.9412830023,100
"NW1",-6.5731742686,100
"NW1",-1.5969638989,100
"NW1",-14.0589114938,100
"NW1",0.9040101379,100
"NW1",20.0731942077,100
"NW1",12.9427420827,100
"NW1",-4.5898106518,100
"NW1",3.624124764,100
"NW1",1.6638392164,100
"NW1",-1.144645008,100
"NW1",-1.6457032058,100
"NW1",-10.3020601373,100
"NW1",-5.2359841319,100
"NW1",0.6827378286,100
"NW1",-9.9869465143,100
"NW1",0.4010567678,100
"NW1",-4.2612924723,100
"NW1",8.8514362397,100
"NW1",15.2222622437,100
"NW1",-6.4345065491,100
"NW1",-10.4163761481,100
"NW1",-12.2308491497,100
"NW1",-3.1893133144,100
"NW1",1.1752056509,100
"NW1",0.302164869,100
"NW1",0.081839988,100
"NW1",3.7951946637,100
"NW1",16.5665586069,100
"NW1",3.9899697577,100
"NW1",3.2053879375,100
"NW1",1.2323721265,100
"NW1",-6.1537149976,100
"NW1",12.5426747497,100
"NW1",0.6274650663,100
"NW1",14.4024466374,100
"NW1",-0.0172634158,100
"NW1",3.8137347686,100
"NW1",0.4645516411,100
"NW1",0.0347833812,100
"NW1",-9.3996615727,100
"NW1",8.2639055434,100
"NW1",1.2637766828,100
"NW1",9.2161352735,100
"NW1",6.013585367,100
"NW1",-10.3067869278,100
"NW1",-3.2463107222,100
"NW1",-7.0534784996,100
"NW1",16.550024505,100
"NW1",28.517186459,100
"NW1",-3.272624791,100
"NW1",0.9181123666,100
"NW1",-12.3238553916,100
"NW1",2.0286173474,100
"NW1",-17.3348680345,100
"NW1",1.9709846677,100
"NW1",5.5627275269,100
