"model","percentageerror","count"
"NW1",-3.6313408524,100
"NW1",-1.488345439,100
"NW1",3.1571352322,100
"NW1",-8.1356186386,100
"NW1",0.9565930327,100
"NW1",1.9932441194,100
"NW1",11.7483626674,100
"NW1",-13.9499795604,100
"NW1",-6.3407281235,100
"NW1",-5.5357692075,100
"NW1",1.0040929557,100
"NW1",-4.9122877182,100
"NW1",8.5642947096,100
"NW1",-2.8364060017,100
"NW1",32.4842691069,100
"NW1",5.3815921197,100
"NW1",16.1313989059,100
"NW1",10.1119451868,100
"NW1",17.0618969046,100
"NW1",14.2526987534,100
"NW1",-11.1489076357,100
"NW1",35.2361812585,100
"NW1",7.8688926969,100
"NW1",8.3106548038,100
"NW1",11.0629336812,100
"NW1",8.5722091815,100
"NW1",10.5810328654,100
"NW1",20.03690242,100
"NW1",-12.1528692292,100
"NW1",5.9678551072,100
"NW1",-12.2124182683,100
"NW1",9.6382440962,100
"NW1",8.9474879188,100
"NW1",2.0176970669,100
"SW1",113.3828964688,10
"SW1",42.1969308495,10
"SW1",20.8659456486,10
"SW1",-13.9111601013,10
"SW1",-31.234061941,10
"SW1",-11.167803394,10
"SW1",-18.8799943513,10
"SW1",-1.1360470947,10
"SW1",16.8676454641,10
"SW1",-12.0513964358,10
"SW1",4.7615419995,10
"SW1",-23.791124851,10
"SW1",-4.9629423121,10
"SW1",-12.2741209507,10
"SW1",-9.223898894,10
"SW1",-5.0139221844,10
"SW1",0.4549480164,10
"SW1",31.2138241282,10
"SW1",-21.3137613353,10
"SW1",0.39708331,10
"SW1",-3.378246585,10
"SW1",-19.919689208,10
"SW1",67.7696757386,10
"SW1",-14.5076512543,10
"SW1",-1.0622971885,10
"SW1",-25.0763178584,10
"SW1",-32.2945986408,10
"SW1",-14.5543908078,10
"SW1",25.854371569,10
"SW1",11.2774247917,10
"SW1",-15.629157915,10
"SW1",-29.5313878116,10
"SW1",-27.9103094128,10
"SW1",-24.2368678723,10
"SW1",-28.2269115066,10
"SW1",-33.931113276,10
"SW1",-34.0786906813,10
"SW1",-6.1077701053,10
"SW1",63.2600434419,10
"SW1",25.0257852286,10
"SW1",8.3037516978,10
"SW1",-2.2177604337,10
"SW1",-19.0695127909,10
"SW1",12.7197627021,10
"SW1",-29.5051242335,10
"SW1",-1.4725439717,10
"SW1",1.4146492151,10
"SW1",-16.0821745667,10
"SW1",46.32329129,10
"SW1",-20.2821251207,10
"SW1",-46.9742791912,10
"SW1",-23.9827238041,10
"SW1",-10.7924054578,10
"SW1",-31.0237580951,10
"SW1",-44.9966117543,10
"SW1",-19.2366004073,10
"SW1",9.1460270165,10
"SW1",7.6390945155,10
"SW1",-0.4352701684,10
"SW1",17.7764455997,10
"SW1",-15.1229926644,10
"SW1",-20.6197226374,10
"SW1",0.963128681,10
"SW1",43.2179454578,10
"SW1",-17.2566949817,10
"SW1",6.8716112609,10
"SW1",-22.0998135487,10
"SW1",2.3028708167,10
"SW1",-19.2585394247,10
"SW1",9.0659269268,10
"SW1",-17.1527052324,10
"SW1",31.9989281362,10
"SW1",-7.1013331303,10
"SW1",2.3220519761,10
"SW1",-9.5113602487,10
"SW1",-43.4734096792,10
"SW1",-12.2815179704,10
"SW1",-31.1532839787,10
"SW1",-13.2699229141,10
"SW1",-7.6620409348,10
"SW1",-14.9021186925,10
"SW1",-22.5417176354,10
"SW1",0.7266803575,10
"SW1",47.9102568028,10
"SW1",14.1682580031,10
"SW1",-11.0341468889,10
"SW1",-12.9751794535,10
"SW1",-12.4994002463,10
"SW1",-12.7313044531,10
"SW1",5.4788571803,10
"SW1",-24.5837461842,10
"SW1",-25.8935755368,10
"SW1",-0.5987815072,10
"SW1",217.8819151111,10
"SW1",29.5935661463,10
"SW1",-34.1924543841,10
"SW1",-7.5042561603,10
"SW1",7.7477923689,10
"SW1",26.5283642013,10
"SW1",5.3513434901,10
"SW1",5.8075708121,20
"SW1",-35.9730241701,20
"SW1",4.4874731541,20
"SW1",-17.82937944,20
"SW1",-15.9128114684,20
"SW1",16.6164818326,20
"SW1",36.7760962494,20
"SW1",1.3732666992,20
"SW1",-9.0638353743,20
"SW1",41.1709119665,20
"SW1",40.8859288208,20
"SW1",-13.9048147081,20
"SW1",-13.7639737688,20
"SW1",-6.1321270278,20
"SW1",-5.0377663158,20
"SW1",-26.9155317128,20
"SW1",-5.9036825244,20
"SW1",-12.959820747,20
"SW1",-23.1501286921,20
"SW1",-44.981794374,20
"SW1",24.5950482835,20
"SW1",-1.0792018016,20
"SW1",11.2298336327,20
"SW1",-19.6076584867,20
"SW1",-6.6799755609,20
"SW1",-2.4304108898,20
"SW1",54.1957755935,20
"SW1",55.406166219,20
"SW1",-1.5490321864,20
"SW1",5.9277647945,20
"SW1",15.16553834,20
"SW1",-2.5736131812,20
"SW1",7.9567447395,20
"SW1",60.6552951702,20
"SW1",-10.9869269293,20
"SW1",28.3511711392,20
"SW1",-22.2982771386,20
"SW1",-15.2726970876,20
"SW1",25.2685464353,20
"SW1",-12.8775879946,20
"SW1",-10.5445393305,20
"SW1",-3.1137721372,20
"SW1",-5.3419442141,20
"SW1",18.0330546294,20
"SW1",3.0480098501,20
"SW1",2.5591070578,20
"SW1",-9.784295309,20
"SW1",-35.0390944111,20
"SW1",-16.450222734,20
"SW1",-36.0425251141,20
"SW1",47.892843575,20
"SW1",-6.1355677479,20
"SW1",-18.7005077805,20
"SW1",-34.9896192355,20
"SW1",22.5978989165,20
"SW1",2.4358717103,20
"SW1",-16.8505860244,20
"SW1",15.1619527384,20
"SW1",6.4848058719,20
"SW1",7.5309630927,20
"SW1",-9.6122169856,20
"SW1",-15.2008271631,20
"SW1",16.3783962443,20
"SW1",-12.3661480881,20
"SW1",-6.3530112506,20
"SW1",-13.0020157321,20
"SW1",-5.94369404,20
"SW1",-9.6390823319,20
"SW1",-9.2214235084,20
"SW1",-25.9883108679,20
"SW1",-26.9722866978,20
"SW1",-1.8291995815,20
"SW1",-4.6239501771,20
"SW1",-16.2349465034,20
"SW1",-24.5680246031,20
"SW1",1.3778973917,20
"SW1",-6.3244196871,20
"SW1",-0.7922180789,20
"SW1",27.7568797803,20
"SW1",38.4908047313,20
"SW1",33.7382819969,20
"SW1",7.5698792721,20
"SW1",-13.3881634051,20
"SW1",5.1359071936,20
"SW1",-2.6066769021,20
"SW1",-15.7883755664,20
"SW1",29.3548770681,20
"SW1",11.1138151114,20
"SW1",2.1324434514,20
"SW1",-9.7364731517,20
"SW1",8.7895219095,20
"SW1",-10.854038154,20
"SW1",9.3852376258,20
"SW1",5.8121110002,20
"SW1",-12.7651497382,20
"SW1",-18.7937179452,20
"SW1",-14.3502707842,20
"SW1",11.2311344121,20
"SW1",-10.4047796562,20
"SW1",59.612334061,20
"SW1",-13.5043589802,30
"SW1",2.0947521576,30
"SW1",-20.9992429484,30
"SW1",-3.5300055694,30
"SW1",11.9284303331,30
"SW1",44.3479701074,30
"SW1",46.4535385885,30
"SW1",8.3186699259,30
"SW1",19.1648961903,30
"SW1",-12.4212103107,30
"SW1",19.2603808828,30
"SW1",2.0267485795,30
"SW1",-11.2774981039,30
"SW1",-3.3544969475,30
"SW1",-16.7281484222,30
"SW1",-2.7862817483,30
"SW1",19.5019797829,30
"SW1",-18.3631721073,30
"SW1",-14.811746563,30
"SW1",-20.9348229919,30
"SW1",-7.7391548641,30
"SW1",-6.7371437056,30
"SW1",2.591977756,30
"SW1",-21.5884953329,30
"SW1",14.5422272621,30
"SW1",24.7909796191,30
"SW1",-10.2287687671,30
"SW1",-4.1595360693,30
"SW1",17.5165938693,30
"SW1",5.2322315543,30
"SW1",30.4511234546,30
"SW1",-21.6973122521,30
"SW1",5.9229899892,30
"SW1",-1.9627197339,30
"SW1",-8.5485123993,30
"SW1",-9.8698653193,30
"SW1",-14.003378023,30
"SW1",23.0346918506,30
"SW1",-10.988077297,30
"SW1",-1.5257826259,30
"SW1",-5.5972653304,30
"SW1",-2.8760957392,30
"SW1",-17.2662228823,30
"SW1",-3.8596857553,30
"SW1",14.6543960607,30
"SW1",-8.7482209767,30
"SW1",-10.5423758415,30
"SW1",18.6046200223,30
"SW1",16.2116242747,30
"SW1",2.2196262416,30
"SW1",21.6356967978,30
"SW1",-14.5573880016,30
"SW1",4.2594407887,30
"SW1",-4.9738840935,30
"SW1",15.7237509088,30
"SW1",-4.0370544779,30
"SW1",9.6212875304,30
"SW1",-14.5815041018,30
"SW1",8.679363607,30
"SW1",-18.0288118896,30
"SW1",3.1859949107,30
"SW1",-17.2902042831,30
"SW1",10.3081694141,30
"SW1",-9.5334918254,30
"SW1",14.3538893696,30
"SW1",15.186658079,30
"SW1",15.2950350716,30
"SW1",1.4136193895,30
"SW1",-4.9775006572,30
"SW1",19.4959743494,30
"SW1",-13.122876748,30
"SW1",3.1313316607,30
"SW1",21.3830418374,30
"SW1",-9.951944391,30
"SW1",20.2075047656,30
"SW1",10.4032848446,30
"SW1",-16.8605537372,30
"SW1",-20.6142961342,30
"SW1",-4.8299023859,30
"SW1",-20.1420153413,30
"SW1",-21.7880688269,30
"SW1",-9.5539743755,30
"SW1",-2.7436802767,30
"SW1",16.6560531084,30
"SW1",-8.2064035788,30
"SW1",-15.417791356,30
"SW1",-8.5150029457,30
"SW1",-2.1950651406,30
"SW1",-7.2516233267,30
"SW1",-13.1606477681,30
"SW1",-11.2301811186,30
"SW1",9.8451877608,30
"SW1",-22.5090223898,30
"SW1",21.9508763651,30
"SW1",8.4021468143,30
"SW1",-20.2364108762,30
"SW1",-19.6931513073,30
"SW1",-2.8137162598,30
"SW1",23.1981528644,30
"SW1",3.7067466607,30
"SW1",-12.2137423939,40
"SW1",-4.2851455119,40
"SW1",-5.8444668818,40
"SW1",-18.3035696549,40
"SW1",-2.7898301864,40
"SW1",34.3598334646,40
"SW1",21.0023560046,40
"SW1",-29.1546714094,40
"SW1",26.6328077985,40
"SW1",-14.4823950213,40
"SW1",-18.0920067955,40
"SW1",-6.7536884734,40
"SW1",-3.666794924,40
"SW1",13.8806136308,40
"SW1",19.3516682164,40
"SW1",1.1112430996,40
"SW1",2.6846980308,40
"SW1",-4.5369761468,40
"SW1",4.6818203141,40
"SW1",-14.1471659215,40
"SW1",-14.2124322172,40
"SW1",0.9487390548,40
"SW1",-17.5192094347,40
"SW1",-10.5339612784,40
"SW1",-6.5226199097,40
"SW1",-9.8806416446,40
"SW1",-14.1925309875,40
"SW1",17.5987907238,40
"SW1",17.3831652965,40
"SW1",-15.33820178,40
"SW1",-7.3550850461,40
"SW1",-15.7852865801,40
"SW1",-6.4004057833,40
"SW1",-8.4758076359,40
"SW1",10.2048868338,40
"SW1",-16.9150224233,40
"SW1",-4.3119698819,40
"SW1",8.2914208324,40
"SW1",-13.4417616503,40
"SW1",-1.4006096124,40
"SW1",-2.1433149766,40
"SW1",-5.0224586755,40
"SW1",22.4117142052,40
"SW1",-3.7906863052,40
"SW1",-0.1885431393,40
"SW1",14.9690583071,40
"SW1",11.3541023836,40
"SW1",-13.8037190179,40
"SW1",-5.8491269922,40
"SW1",-9.2220423675,40
"SW1",2.840134314,40
"SW1",1.9254330183,40
"SW1",15.3804839418,40
"SW1",27.389970929,40
"SW1",-19.232681471,40
"SW1",-25.264788712,40
"SW1",-26.4279842687,40
"SW1",1.6453411441,40
"SW1",12.3831835665,40
"SW1",-8.8747791577,40
"SW1",5.7584943987,40
"SW1",-4.8854186727,40
"SW1",0.3258287405,40
"SW1",-5.8398063101,40
"SW1",-8.0530149339,40
"SW1",-10.0911767244,40
"SW1",1.7937534591,40
"SW1",19.1114574238,40
"SW1",3.0909308975,40
"SW1",2.7821872659,40
"SW1",-7.4960314606,40
"SW1",5.6821132638,40
"SW1",22.5525403455,40
"SW1",-29.1173365597,40
"SW1",-19.0298484616,40
"SW1",-20.8994411897,40
"SW1",-11.8674546877,40
"SW1",-4.318157986,40
"SW1",9.4728271105,40
"SW1",-24.9382961035,40
"SW1",31.3300353204,40
"SW1",-14.3366060585,40
"SW1",9.7624902836,40
"SW1",-1.4465838385,40
"SW1",7.0637454069,40
"SW1",-0.8137959119,40
"SW1",-23.4698138392,40
"SW1",32.7651502163,40
"SW1",8.4934718804,40
"SW1",2.9570206923,40
"SW1",-1.3779716247,40
"SW1",-4.7643324591,40
"SW1",10.7788180931,40
"SW1",4.9954761815,40
"SW1",-7.4780348297,40
"SW1",4.8078824349,40
"SW1",4.9929925902,40
"SW1",-5.9276137673,40
"SW1",-0.6939647159,40
"SW1",6.6777724736,40
"SW1",-1.2340140922,50
"SW1",-4.1957600824,50
"SW1",-7.2240519533,50
"SW1",6.9334038241,50
"SW1",2.6476531183,50
"SW1",-19.4811710516,50
"SW1",-2.6145119938,50
"SW1",8.5194666848,50
"SW1",2.7636262775,50
"SW1",-10.552951904,50
"SW1",-3.4337415353,50
"SW1",2.1631599758,50
"SW1",15.8819304152,50
"SW1",11.4999319345,50
"SW1",-1.3341266209,50
"SW1",16.5905469099,50
"SW1",-8.6251566524,50
"SW1",-11.5384096564,50
"SW1",11.1915671698,50
"SW1",-10.136198122,50
"SW1",9.8820493732,50
"SW1",-8.6096039145,50
"SW1",7.4774992997,50
"SW1",1.7609255975,50
"SW1",22.6661127623,50
"SW1",-3.8626472733,50
"SW1",-0.1246101931,50
"SW1",2.9613195374,50
"SW1",24.7016949538,50
"SW1",3.921712446,50
"SW1",-9.7840508233,50
"SW1",8.4113253594,50
"SW1",-5.7088556479,50
"SW1",11.9242908567,50
"SW1",29.9278960811,50
"SW1",-15.0513019784,50
"SW1",-6.3660495311,50
"SW1",15.5424710643,50
"SW1",-19.0007891236,50
"SW1",29.0354884999,50
"SW1",21.7509149755,50
"SW1",-14.049412936,50
"SW1",-14.2455804274,50
"SW1",-19.2824237239,50
"SW1",-27.5440947261,50
"SW1",9.3859564758,50
"SW1",8.2716972872,50
"SW1",3.1712844802,50
"SW1",-20.4676262558,50
"SW1",-16.3268477085,50
"SW1",-4.9230422519,50
"SW1",-4.899683822,50
"SW1",-12.7427416082,50
"SW1",1.1708565918,50
"SW1",15.9303568054,50
"SW1",-8.7023402405,50
"SW1",-18.2111392551,50
"SW1",-14.3448715345,50
"SW1",-0.5940323986,50
"SW1",-11.688130566,50
"SW1",25.5141451057,50
"SW1",13.3372338593,50
"SW1",-3.4062823075,50
"SW1",7.4469724236,50
"SW1",7.11852163,50
"SW1",0.1415815698,50
"SW1",6.8798461428,50
"SW1",24.0871993906,50
"SW1",-3.5853263802,50
"SW1",25.4640026461,50
"SW1",-0.0178230344,50
"SW1",1.7652806829,50
"SW1",-13.4136195851,50
"SW1",15.2576452519,50
"SW1",-10.0939691199,50
"SW1",7.5330471742,50
"SW1",-8.1258433245,50
"SW1",14.4634591489,50
"SW1",-9.3916623714,50
"SW1",3.1418761986,50
"SW1",12.8975191547,50
"SW1",3.5325797042,50
"SW1",-16.3230619546,50
"SW1",16.159314689,50
"SW1",-23.4395409617,50
"SW1",19.5087008648,50
"SW1",-18.1455788154,50
"SW1",15.9893301863,50
"SW1",-0.1761223017,50
"SW1",28.1868388594,50
"SW1",-0.0172224615,50
"SW1",3.6641184251,50
"SW1",6.3247875351,50
"SW1",-6.4975460686,50
"SW1",22.2903007791,50
"SW1",-2.4901415404,50
"SW1",-3.2462603959,50
"SW1",2.4215319237,50
"SW1",-9.6420255085,50
"SW1",29.878219378,50
"SW1",11.6890955733,60
"SW1",-9.6022764403,60
"SW1",14.8923456957,60
"SW1",-2.224270219,60
"SW1",6.3364481272,60
"SW1",-2.9299045194,60
"SW1",-5.2861513187,60
"SW1",7.673793594,60
"SW1",-16.7767228594,60
"SW1",-10.6428275219,60
"SW1",-8.0403152495,60
"SW1",-12.3304917358,60
"SW1",-20.8502298069,60
"SW1",-1.895788256,60
"SW1",-13.0461004373,60
"SW1",-3.1708386326,60
"SW1",13.3928253904,60
"SW1",2.5192059111,60
"SW1",-14.3566241313,60
"SW1",-7.0314578495,60
"SW1",-18.4514973202,60
"SW1",0.7079910599,60
"SW1",-7.635054766,60
"SW1",3.0768326832,60
"SW1",16.3710056331,60
"SW1",13.3143439432,60
"SW1",-16.1006451596,60
"SW1",-13.1783888043,60
"SW1",21.832307021,60
"SW1",-2.0108154178,60
"SW1",-1.5927349247,60
"SW1",6.0417575314,60
"SW1",-16.0336328953,60
"SW1",-0.1473779115,60
"SW1",-7.8935915979,60
"SW1",-1.5447131611,60
"SW1",-3.4208544544,60
"SW1",-4.9598673084,60
"SW1",-12.8936595065,60
"SW1",-0.8226607934,60
"SW1",0.6760118895,60
"SW1",-6.5949654097,60
"SW1",-13.4766324156,60
"SW1",-12.8541349869,60
"SW1",-5.5776295188,60
"SW1",11.4410817587,60
"SW1",18.7220677888,60
"SW1",35.6113152929,60
"SW1",2.7771629749,60
"SW1",-16.9017144474,60
"SW1",-5.2245816994,60
"SW1",-6.3185323137,60
"SW1",4.4109513639,60
"SW1",12.0223406609,60
"SW1",-9.3840987966,60
"SW1",-14.1836830323,60
"SW1",4.4688376101,60
"SW1",3.0805563651,60
"SW1",-9.5445535545,60
"SW1",19.2045798929,60
"SW1",-11.2057142298,60
"SW1",-0.8964732277,60
"SW1",11.8435695952,60
"SW1",31.046125528,60
"SW1",-18.9929050296,60
"SW1",-0.9981541446,60
"SW1",-0.3511252233,60
"SW1",38.7058471886,60
"SW1",-9.3631279383,60
"SW1",-6.9478674565,60
"SW1",-3.0853312169,60
"SW1",13.6114727168,60
"SW1",21.6920181976,60
"SW1",-25.0627690688,60
"SW1",-21.3392954342,60
"SW1",7.346264346,60
"SW1",47.4307603104,60
"SW1",-4.2743656756,60
"SW1",-13.6304028485,60
"SW1",-9.3499647961,60
"SW1",-14.8589527325,60
"SW1",-12.6998749678,60
"SW1",19.466956594,60
"SW1",13.2045239307,60
"SW1",-5.2106387803,60
"SW1",-0.2685310502,60
"SW1",-9.839759288,60
"SW1",-6.062552759,60
"SW1",-7.5820613584,60
"SW1",5.6033298273,60
"SW1",-15.3851849051,60
"SW1",5.9933636173,60
"SW1",16.1558020381,60
"SW1",-0.8645013333,60
"SW1",29.5703636396,60
"SW1",13.9927257969,60
"SW1",-0.6534624857,60
"SW1",36.3481924396,60
"SW1",16.1119118191,60
"SW1",1.6981294009,60
"SW1",20.4085421257,70
"SW1",-2.3561253429,70
"SW1",-6.7753246468,70
"SW1",-11.5085120676,70
"SW1",0.8273124637,70
"SW1",-0.6996775287,70
"SW1",-8.2941855742,70
"SW1",-15.0963664513,70
"SW1",-12.6908255321,70
"SW1",14.457724563,70
"SW1",-2.9441895615,70
"SW1",-8.3450438761,70
"SW1",22.515974904,70
"SW1",-14.2711344058,70
"SW1",1.6249502827,70
"SW1",-11.3462430535,70
"SW1",-9.3356808132,70
"SW1",-9.9790776723,70
"SW1",-2.270128691,70
"SW1",-3.8051824185,70
"SW1",2.2730128359,70
"SW1",-7.8575965509,70
"SW1",-1.0092989755,70
"SW1",-13.0228949885,70
"SW1",-9.5945609301,70
"SW1",1.7456413091,70
"SW1",-2.1289302108,70
"SW1",18.6375488093,70
"SW1",24.4700319665,70
"SW1",1.767858358,70
"SW1",-10.3313632756,70
"SW1",9.7092642141,70
"SW1",28.9255477251,70
"SW1",10.4623004326,70
"SW1",2.7818472608,70
"SW1",16.7170339272,70
"SW1",6.5894529609,70
"SW1",-11.4516845844,70
"SW1",-6.5191512569,70
"SW1",-14.6620012207,70
"SW1",12.7601796906,70
"SW1",14.9030150868,70
"SW1",10.5167840054,70
"SW1",8.9659160397,70
"SW1",-19.3450598099,70
"SW1",3.7090543834,70
"SW1",0.7527670033,70
"SW1",32.7558848225,70
"SW1",2.9180290549,70
"SW1",-1.8610138865,70
"SW1",-12.4829363959,70
"SW1",12.4033763822,70
"SW1",24.8849431907,70
"SW1",1.9959205611,70
"SW1",11.0169695416,70
"SW1",-1.078214983,70
"SW1",3.2847821303,70
"SW1",-6.4932688578,70
"SW1",28.0583498177,70
"SW1",2.2873784103,70
"SW1",2.6487383033,70
"SW1",-5.012489607,70
"SW1",33.2432155908,70
"SW1",-6.5390222126,70
"SW1",-11.0076799782,70
"SW1",12.8688655171,70
"SW1",-2.4476884464,70
"SW1",1.4488660244,70
"SW1",-2.5101306759,70
"SW1",-5.415769752,70
"SW1",3.4057792392,70
"SW1",16.8821241538,70
"SW1",6.6274953656,70
"SW1",-11.2148486091,70
"SW1",14.9738798829,70
"SW1",40.3772603623,70
"SW1",14.673447671,70
"SW1",8.0799690859,70
"SW1",-20.0586415963,70
"SW1",-21.1586341687,70
"SW1",2.5267987235,70
"SW1",-20.7473107622,70
"SW1",-6.9525118704,70
"SW1",9.7619732773,70
"SW1",9.4644706417,70
"SW1",16.5419172239,70
"SW1",24.6051417256,70
"SW1",-20.3833899645,70
"SW1",25.3612750539,70
"SW1",3.6458599073,70
"SW1",15.2411155466,70
"SW1",-11.6356887588,70
"SW1",-13.7711854996,70
"SW1",2.442063597,70
"SW1",6.815667284,70
"SW1",-5.2245816994,70
"SW1",-12.920513538,70
"SW1",7.1580267663,70
"SW1",26.894499971,70
"SW1",1.1081721431,70
"SW1",3.438885062,80
"SW1",12.714228758,80
"SW1",2.5178904391,80
"SW1",5.6175691937,80
"SW1",2.6989531948,80
"SW1",4.137001171,80
"SW1",22.340860425,80
"SW1",-11.5334141341,80
"SW1",-11.1188861699,80
"SW1",-9.2313242407,80
"SW1",-2.7394180758,80
"SW1",-19.3473977,80
"SW1",14.5763280637,80
"SW1",-9.9205729007,80
"SW1",-0.7172878976,80
"SW1",-2.2058395361,80
"SW1",-17.9286941251,80
"SW1",-6.80785326,80
"SW1",9.4606785113,80
"SW1",0.8929033061,80
"SW1",5.219481575,80
"SW1",26.5666080966,80
"SW1",-7.5233344012,80
"SW1",24.1852179381,80
"SW1",14.9253989198,80
"SW1",-9.4606011876,80
"SW1",-2.4904985612,80
"SW1",12.8293129572,80
"SW1",-6.6288047286,80
"SW1",-15.8706827401,80
"SW1",9.952820432,80
"SW1",-5.3266671792,80
"SW1",-5.8660992083,80
"SW1",-5.5743932886,80
"SW1",-11.5903883622,80
"SW1",8.804189021,80
"SW1",17.3371365362,80
"SW1",-0.6135453683,80
"SW1",9.633261193,80
"SW1",-0.0060354723,80
"SW1",18.7058396737,80
"SW1",1.0203450397,80
"SW1",-7.7638654602,80
"SW1",-11.3585097356,80
"SW1",-25.1101122496,80
"SW1",-4.8816818549,80
"SW1",4.6801744512,80
"SW1",22.7389277467,80
"SW1",9.3905393662,80
"SW1",-6.0888318095,80
"SW1",-5.2067025365,80
"SW1",-5.7448299865,80
"SW1",7.4204489415,80
"SW1",-13.4991147769,80
"SW1",-5.7885095532,80
"SW1",31.5233127024,80
"SW1",-5.6897560698,80
"SW1",-4.3202205096,80
"SW1",19.1796855924,80
"SW1",6.4105185995,80
"SW1",36.3430734781,80
"SW1",1.4096290129,80
"SW1",-2.2646976312,80
"SW1",-1.1506518008,80
"SW1",27.8529269782,80
"SW1",-1.6013399353,80
"SW1",-0.2569519579,80
"SW1",-11.3989109711,80
"SW1",14.3470809539,80
"SW1",-3.5076357157,80
"SW1",-6.3872454481,80
"SW1",5.8278365149,80
"SW1",8.9163229652,80
"SW1",-7.3695856362,80
"SW1",5.4152286769,80
"SW1",-0.4590126502,80
"SW1",3.8563839741,80
"SW1",-8.6923237662,80
"SW1",-5.2505450731,80
"SW1",-13.5726627903,80
"SW1",-0.7668595205,80
"SW1",-18.4746302309,80
"SW1",13.8733096274,80
"SW1",-15.5210879575,80
"SW1",3.2852399184,80
"SW1",10.5865384782,80
"SW1",-22.2955112508,80
"SW1",-1.8580689838,80
"SW1",12.081429147,80
"SW1",1.1623250961,80
"SW1",-18.1692711269,80
"SW1",-12.0743351817,80
"SW1",-5.1729498892,80
"SW1",-7.8031408318,80
"SW1",6.6154212771,80
"SW1",-1.8019787819,80
"SW1",-13.5103515768,80
"SW1",38.2476681382,80
"SW1",7.8122610729,80
"SW1",-9.0080341171,80
"SW1",-6.0115721886,90
"SW1",0.0827733415,90
"SW1",-5.8934858898,90
"SW1",6.8848029335,90
"SW1",0.9364957948,90
"SW1",1.3438116816,90
"SW1",2.0830988953,90
"SW1",-8.2401394418,90
"SW1",13.1371960104,90
"SW1",-8.5959421258,90
"SW1",-18.6051375324,90
"SW1",-1.3870605244,90
"SW1",2.6574306596,90
"SW1",4.0713024172,90
"SW1",-1.0937498422,90
"SW1",-7.8367838864,90
"SW1",-6.1714009355,90
"SW1",-9.2652728464,90
"SW1",-9.2402605471,90
"SW1",-13.1150666399,90
"SW1",-0.3685221976,90
"SW1",-3.4233449797,90
"SW1",5.7787506409,90
"SW1",-0.2610609758,90
"SW1",2.4061985729,90
"SW1",-9.6265444319,90
"SW1",-14.1450747762,90
"SW1",-3.446998565,90
"SW1",5.9238512948,90
"SW1",-1.4104242903,90
"SW1",-2.1842085339,90
"SW1",-4.5381928097,90
"SW1",-12.7199660029,90
"SW1",6.976013619,90
"SW1",-14.0810610784,90
"SW1",-7.7394389691,90
"SW1",-11.9843506237,90
"SW1",-2.1960229608,90
"SW1",-5.4217412802,90
"SW1",-19.4714755417,90
"SW1",8.3787760007,90
"SW1",6.7697714648,90
"SW1",-10.3861147111,90
"SW1",2.1039722947,90
"SW1",0.7315231003,90
"SW1",-14.4038468277,90
"SW1",-7.4741774977,90
"SW1",-3.7599365583,90
"SW1",6.0351898749,90
"SW1",3.6471916804,90
"SW1",-5.7347842589,90
"SW1",-7.6786005821,90
"SW1",17.3583363114,90
"SW1",-10.8054982501,90
"SW1",-11.7975314917,90
"SW1",18.7208916893,90
"SW1",-4.9027023526,90
"SW1",-14.4519945569,90
"SW1",-9.1577046612,90
"SW1",3.0745276817,90
"SW1",4.5295231776,90
"SW1",-18.2069415309,90
"SW1",-3.7512798189,90
"SW1",8.9557829614,90
"SW1",1.5729758391,90
"SW1",23.7618155205,90
"SW1",-6.8736798106,90
"SW1",-15.2318490563,90
"SW1",1.3050901619,90
"SW1",4.3718507704,90
"SW1",-5.8467600096,90
"SW1",19.7888927061,90
"SW1",5.9796787817,90
"SW1",-20.9929931852,90
"SW1",14.4807788373,90
"SW1",-0.8308676042,90
"SW1",5.9324651214,90
"SW1",26.6705525409,90
"SW1",10.7074914193,90
"SW1",-9.4342250285,90
"SW1",0.4320163257,90
"SW1",4.6105470255,90
"SW1",6.130594577,90
"SW1",1.6243101224,90
"SW1",7.2855305224,90
"SW1",16.371909633,90
"SW1",4.7491621722,90
"SW1",-7.3935285236,90
"SW1",-2.2298539029,90
"SW1",-15.1389315345,90
"SW1",-3.1761582801,90
"SW1",9.9643217731,90
"SW1",1.960119348,90
"SW1",18.9679126044,90
"SW1",22.0864894249,90
"SW1",2.6468794356,90
"SW1",-9.1268452827,90
"SW1",-7.8625756197,90
"SW1",-7.9098701669,90
"SW1",13.1568517571,90
"SW1",11.6390301487,100
"SW1",3.9434527791,100
"SW1",-8.5757207605,100
"SW1",-13.1311891913,100
"SW1",7.642575019,100
"SW1",-7.1637686863,100
"SW1",7.5038773828,100
"SW1",6.0974088355,100
"SW1",6.8716112609,100
"SW1",12.3568218589,100
"SW1",-5.8688275034,100
"SW1",4.9448341591,100
"SW1",7.5921297384,100
"SW1",7.7851207305,100
"SW1",11.6525096865,100
"SW1",-4.0112289781,100
"SW1",-8.440440175,100
"SW1",-10.0874127863,100
"SW1",3.0097461355,100
"SW1",2.3522532901,100
"SW1",-12.0337341603,100
"SW1",-11.7401090246,100
"SW1",-0.7363085384,100
"SW1",-0.6201468819,100
"SW1",8.975241269,100
"SW1",19.4559535455,100
"SW1",-3.6966136651,100
"SW1",7.2707418696,100
"SW1",-8.4557987997,100
"SW1",6.9134850857,100
"SW1",-6.2072361364,100
"SW1",-5.0637644463,100
"SW1",-7.7229579829,100
