"model","percentageerror","wait"
"NW1",-0.6268118638,"0"
"NW1",-1.2152541325,"0"
"NW1",2.1499000919,"0"
"NW1",1.2488478679,"0"
"NW1",-0.4797012966,"0"
"NW1",1.0097931962,"0"
"NW1",-1.4543088042,"0"
"NW1",-0.8842553564,"0"
"NW1",1.763734853,"0"
"NW1",0.2926291811,"0"
"NW1",2.1131224501,"0"
"NW1",-2.3369722074,"0"
"NW1",1.4511248978,"0"
"NW1",-0.3142019085,"0"
"NW1",0.494906211,"0"
"NW1",-1.6381970132,"0"
"NW1",0.9362379126,"0"
"NW1",-2.410527491,"0"
"NW1",-1.3807535206,"0"
"NW1",2.3337883009,"0"
"NW1",1.4695137187,"0"
"NW1",0.6236279573,"0"
"NW1",1.6534019276,"0"
"NW1",0.5868503155,"0"
"NW1",-1.9140293267,"0"
"NW1",-0.4429236548,"0"
"NW1",-0.0567584159,"0"
"NW1",1.1936814052,"0"
"SW1",0.4474580116,"0"
"SW1",-1.9930812496,"0"
