"model","percentageerror","expression"
"SE2",0.510063428,"4"
"SE2",0.7978779482,"4"
"SE2",0.4943644542,"4"
"SE2",0.1175890824,"4"
"SE2",-1.4941722305,"4"
"SE2",1.4624678402,"4"
"SE2",-0.7301555042,"4"
"SE2",0.3792386462,"4"
"SE2",-1.0075040418,"4"
"SE2",-1.1697267714,"4"
"SE2",-0.8923782338,"4"
"SE2",0.1071230998,"4"
"SE2",1.2426822066,"4"
"SE2",-0.060332621,"4"
"SE2",-0.1283615076,"4"
"SE2",-0.4685059405,"4"
"SE2",-0.421409019,"4"
"SE2",0.2170159166,"4"
"SE2",0.7089170965,"4"
"SE2",1.6613215087,"4"
"SE2",0.0495601958,"4"
"SE2",-0.63072867,"4"
"SE2",0.7978779482,"4"
"SE2",1.9753009852,"4"
"SE2",0.3321417247,"4"
"SE2",1.478166814,"4"
"SE2",0.243180873,"4"
"SE2",0.2274818992,"4"
"SE2",0.2798118119,"4"
"SE2",0.2222489079,"4"
"SE2",-0.9447081465,"4"
"SE2",-0.688291574,"4"
"SE2",1.2060512677,"4"
"SE2",-0.1283615076,"4"
"SE2",0.3269087334,"4"
"SE2",-0.2382543243,"4"
"SE2",-0.2434873156,"4"
"SE2",-0.3115162022,"4"
"SE2",-0.3795450888,"4"
"SE2",1.1380223811,"4"
"SE2",0.7612470093,"4"
"SE2",0.2484138643,"4"
"SE2",-0.1859244116,"4"
"SE2",-0.1021965512,"4"
"SE2",-0.4266420103,"4"
"SE2",-0.1492934727,"4"
"SE2",-0.4266420103,"4"
"SE2",0.0757251522,"4"
"SE2",-0.2748852633,"4"
"SE2",-0.573165766,"4"
"SE2",0.6147232536,"4"
"SE2",0.1123560911,"4"
"SE2",-0.2644192807,"4"
"SE2",0.2588798468,"4"
"SE2",-0.9813390855,"4"
"SE2",-0.0864975774,"4"
"SE2",-0.3429141499,"4"
"SE2",0.8083439308,"4"
"SE2",0.3426077072,"4"
"SE2",0.8816058086,"4"
"SE2",1.0281295643,"4"
"SE2",-1.2743865969,"4"
"SE2",0.1542200213,"4"
"SE2",0.0024632743,"4"
"SE2",0.7664800005,"4"
"gas",0.5343511634,"8"
"gas",0.5803085568,"8"
"gas",0.4322236226,"8"
"gas",-0.3643711956,"8"
"gas",0.0186070824,"8"
"gas",0.5292447864,"8"
"gas",-0.5073497528,"8"
"gas",0.100309115,"8"
"gas",-0.6860729492,"8"
"gas",-0.0682013273,"8"
"gas",0.1156282461,"8"
"gas",-0.0069248028,"8"
"gas",-0.0937332125,"8"
"gas",-0.14990336,"8"
"gas",-0.5686262772,"8"
"gas",0.9632868348,"8"
"gas",-0.6452219328,"8"
"gas",-1.2069234072,"8"
"gas",1.0143506052,"8"
"gas",-0.3694775727,"8"
"gas",0.0747772298,"8"
"gas",0.0390325905,"8"
"gas",-0.1243714748,"8"
"gas",0.7845636384,"8"
"gas",0.6415850812,"8"
"gas",-0.155009737,"8"
"gas",0.2637131803,"8"
"gas",-0.155009737,"8"
"gas",0.2688195573,"8"
"gas",-1.942241701,"8"
"gas",0.35052159,"8"
"gas",-0.8699025226,"8"
"gas",1.0756271296,"8"
"gas",-0.2009671304,"8"
"gas",0.4015853604,"8"
"gas",0.9837123429,"8"
"gas",0.5292447864,"8"
"gas",0.1156282461,"8"
"gas",-1.4775613904,"8"
"gas",1.3309459816,"8"
"gas",-0.8545833915,"8"
"gas",0.3300960818,"8"
"gas",-0.8341578833,"8"
"gas",-1.3907529807,"8"
"gas",-0.8647961456,"8"
"gas",0.1717983936,"8"
"gas",1.1573291623,"8"
"gas",-0.0018184258,"8"
"gas",-0.28777554,"8"
"gas",-0.5226688839,"8"
"gas",-0.277562786,"8"
"gas",0.2126494099,"8"
"gas",0.5241384093,"8"
"gas",1.5505201944,"8"
"gas",0.0543517216,"8"
"gas",-0.7269239655,"8"
"gas",0.7692445072,"8"
"gas",1.9130729642,"8"
"gas",0.0645644757,"8"
"gas",1.4075416372,"8"
"gas",0.0032879512,"8"
"gas",0.0135007053,"8"
"gas",0.1717983936,"8"
"gas",-0.0018184258,"8"
"gas",-0.7677749818,"8"
"gas",-0.7320303425,"8"
"gas",1.2747758342,"8"
"gas",0.0390325905,"8"
"gas",0.35052159,"8"
"gas",-0.1396906059,"8"
"gas",-0.3745839497,"8"
"gas",-0.4920306216,"8"
"gas",-0.4256477201,"8"
"gas",1.2952013424,"8"
"gas",0.7998827695,"8"
"gas",0.3454152129,"8"
"gas",-0.3235201793,"8"
"gas",0.0186070824,"8"
"gas",-0.5533071461,"8"
"gas",-0.1958607533,"8"
"gas",-0.2724564089,"8"
"gas",-0.0120311799,"8"
"gas",-0.2469245237,"8"
"gas",-0.4562859824,"8"
"gas",0.4424363767,"8"
"gas",0.1717983936,"8"
"gas",-0.3592648186,"8"
"gas",0.1666920165,"8"
"gas",-1.0333065879,"8"
"gas",0.0032879512,"8"
"gas",-0.3235201793,"8"
"gas",0.861159294,"8"
"gas",0.3352024588,"8"
"gas",1.0347761133,"8"
"gas",1.1675419164,"8"
"gas",-1.3243700792,"8"
"gas",0.1462665084,"8"
"gas",-0.155009737,"8"
"gas",0.5854149338,"8"
"SE1",0.1764870271,"5"
"SE1",0.3214864655,"5"
"SE1",-0.7478843929,"5"
"SE1",-0.5666350949,"5"
"SE1",-0.6935096035,"5"
"SE1",-1.382256936,"5"
"SE1",-1.1466328486,"5"
"SE1",0.1583620973,"5"
"SE1",-0.0772619901,"5"
"SE1",-0.6572597439,"5"
"SE1",-1.0922580592,"5"
"SE1",1.8802304287,"5"
"SE1",-1.0560081996,"5"
"SE1",2.224604095,"5"
"SE1",1.0102337981,"5"
"SE1",1.3364825346,"5"
"SE1",0.7021099914,"5"
"SE1",-1.7810053917,"5"
"SE1",-0.0047622709,"5"
"SE1",-1.5816311639,"5"
"SE1",0.3033615357,"5"
"SE1",-0.2947611478,"5"
"SE1",0.466485904,"5"
"SE1",2.2789788844,"5"
"SE1",-0.6753846737,"5"
"SE1",1.0102337981,"5"
"SE1",-0.6391348141,"5"
"SE1",1.2277329558,"5"
"SE1",-1.9622546898,"5"
"SE1",-2.3247532858,"5"
"SE1",0.1039873079,"5"
"SE1",-1.1466328486,"5"
"SE1",2.0614797267,"5"
"SE1",-1.4728815851,"5"
"SE1",-0.8747589015,"5"
"SE1",1.2096080259,"5"
"SE1",1.3727323942,"5"
"SE1",-3.3034994953,"5"
"SE1",-3.1947499164,"5"
"SE1",2.2608539546,"5"
"SE1",1.6083564816,"5"
"SE1",-0.548510165,"5"
"SE1",-0.9472586207,"5"
"SE1",-1.7628804619,"5"
"SE1",-1.9622546898,"5"
"SE1",-0.1316367796,"5"
"SE1",1.9346052181,"5"
"SE1",1.481481973,"5"
"SE1",0.4302360444,"5"
"SE1",-1.4366317254,"5"
"SE1",-1.8353801811,"5"
"SE1",-0.8203841121,"5"
"SE1",0.3396113954,"5"
"SE1",0.5933604126,"5"
"SE1",2.5146029718,"5"
"SE1",1.5177318326,"5"
"SE1",2.1158545162,"5"
"SE1",2.3877284632,"5"
"SE1",-0.3491359372,"5"
"SE1",3.6020987601,"5"
"SE1",0.5752354828,"5"
"SE1",0.5933604126,"5"
"SE1",-0.6572597439,"5"
"SE1",-2.1435039878,"5"
"SE1",-0.8022591823,"5"
"SE1",-0.9653835505,"5"
"SE1",0.3396113954,"5"
"SE1",0.5933604126,"5"
"SE1",-1.1285079188,"5"
"SE1",-0.2585112882,"5"
"SE1",-0.3128860776,"5"
"SE1",-0.5303852352,"5"
"SE1",1.2277329558,"5"
"SE1",1.1008584471,"5"
"SE1",2.6052276209,"5"
"SE1",-2.3972530051,"5"
"SE1",-0.2403863584,"5"
"SE1",1.2096080259,"5"
"SE1",-0.9835084803,"5"
"SE1",-1.3641320062,"5"
"SE1",0.466485904,"5"
"SE1",0.6839850616,"5"
"SE1",-1.6722558129,"5"
"SE1",-1.291632287,"5"
"SE1",0.738359851,"5"
"SE1",-0.1135118497,"5"
"SE1",0.2489867463,"5"
"SE1",-2.1978787772,"5"
"SE1",-2.5966272329,"5"
"SE1",-0.9291336909,"5"
"SE1",-1.2735073572,"5"
"SE1",0.6658601318,"5"
"SE1",1.9889800075,"5"
"SE1",0.2489867463,"5"
"SE1",-0.0953869199,"5"
"SE1",-1.8535051109,"5"
"SE1",-1.0560081996,"5"
"SE1",0.6839850616,"5"
"SE1",-0.3128860776,"5"
