"model","percentageerror","expression"
"NW4",-0.7847421696,"2"
"NW4",-1.8751286579,"2"
"NW4",3.0712609572,"2"
"NW4",0.3651199454,"2"
"NW4",-0.6558783119,"2"
"NW4",0.7021484963,"2"
"NW4",-1.4389740625,"2"
"NW4",-0.6162278941,"2"
"NW4",0.6129350563,"2"
"NW4",0.8210997496,"2"
"NW4",-0.953256445,"2"
"NW4",-0.3783253876,"2"
"NW4",-0.2692867387,"2"
"NW4",0.265993901,"2"
"NW4",0.8012745407,"2"
"NW4",-0.7054413341,"2"
"NW4",1.554632478,"2"
"NW4",-1.5083622936,"2"
"NW4",0.5435468253,"2"
"NW4",-0.7450917518,"2"
"NW4",-0.5567522675,"2"
"NW4",1.0391770472,"2"
"NW4",1.5348072692,"2"
"NW4",0.7021484963,"2"
"NW4",-1.2308093693,"2"
"NW4",-0.2791993432,"2"
"NW4",-0.0313842322,"2"
"NW4",-0.2791993432,"2"
"SW1",-2.787132301,"1"
"SW1",0.8255080526,"1"
"SW1",-0.4115475836,"1"
"SW1",0.4532966223,"1"
"SW1",0.7926658676,"1"
"SW1",1.7779314186,"1"
"SW1",-0.6742850639,"1"
"SW1",0.4861388073,"1"
"SW1",1.7560366286,"1"
"SW1",-0.0940731283,"1"
"SW1",-1.75807717,"1"
"SW1",0.9240346077,"1"
"SW1",0.3328752771,"1"
"SW1",1.2524564581,"1"
"SW1",-2.3601838956,"1"
"SW1",-0.2363892634,"1"
"SW1",-2.0864990203,"1"
"SW1",-0.9041803591,"1"
"SW1",0.5737179674,"1"
"SW1",-1.5938662448,"1"
"SW1",0.4751914123,"1"
"SW1",-0.8932329641,"1"
"SW1",1.197719483,"1"
"SW1",2.7741443646,"1"
"SW1",0.201506537,"1"
"SW1",-0.9151277541,"1"
"SW1",1.219614273,"1"
"SW1",-0.6304954838,"1"
"SW1",-0.4662845587,"1"
"SW1",-2.4477630557,"1"
"SW1",1.142982508,"1"
"SW1",-2.1083938103,"1"
"SW1",-0.2363892634,"1"
"SW1",-0.8822855691,"1"
"SW1",-1.9222880951,"1"
"SW1",-0.4772319537,"1"
"SW1",-0.5319689287,"1"
"SW1",0.2452961171,"1"
"SW1",-1.3311287645,"1"
"SW1",4.5695171465,"1"
"SW1",-0.6414428788,"1"
"SW1",0.3985596472,"1"
"SW1",-1.1231282593,"1"
"SW1",-0.2363892634,"1"
"SW1",0.2562435121,"1"
"SW1",1.3290882232,"1"
"SW1",1.5480361234,"1"
"SW1",0.7488762876,"1"
"SW1",-0.3896527936,"1"
"SW1",0.5737179674,"1"
"SW1",0.168664352,"1"
"SW1",0.4095070422,"1"
"SW1",-2.3930260806,"1"
"SW1",1.153929903,"1"
"SW1",0.3547700672,"1"
"SW1",-1.4187079246,"1"
"SW1",0.0263482168,"1"
"SW1",4.5585697514,"1"
"SW1",0.8145606576,"1"
"SW1",1.6903522585,"1"
"SW1",1.3400356182,"1"
"SW1",1.3290882232,"1"
"SW1",0.5846653624,"1"
"SW1",1.132035113,"1"
"SW1",0.4423492273,"1"
"SW1",-0.5429163237,"1"
"SW1",1.3509830132,"1"
"SW1",0.4532966223,"1"
"SW1",0.8474028427,"1"
"SW1",-0.1707048934,"1"
"SW1",0.223401327,"1"
"SW1",-1.1997600244,"1"
"SW1",-2.2507099455,"1"
"SW1",3.9345682358,"1"
"SW1",-0.2692314485,"1"
"SW1",-0.6852324589,"1"
"SW1",0.8036132626,"1"
"SW1",-1.3968131346,"1"
"SW1",-0.8713381741,"1"
"SW1",0.6612971275,"1"
"SW1",0.1248747719,"1"
"SW1",-0.772811619,"1"
"SW1",-0.2254418684,"1"
"SW1",-0.3568106086,"1"
"SW1",0.6065601524,"1"
"SW1",1.5042465433,"1"
"SW1",-0.3677580036,"1"
"SW1",2.150142849,"1"
"SW1",-0.805653804,"1"
"SW1",0.8802450277,"1"
"SW1",-1.5719714548,"1"
"SW1",0.5408757824,"1"
"SW1",1.6137204935,"1"
"SW1",1.7779314186,"1"
"SW1",0.6831919175,"1"
"SW1",-2.2288151555,"1"
"SW1",-0.0174413632,"1"
"SW1",0.2562435121,"1"
"SW1",-0.0612309433,"1"
"SW2",-3.679555348,"1"
"SW2",0.3476643489,"1"
"SW2",0.1479675045,"1"
"SW2",0.3643057526,"1"
"SW2",-1.299834618,"1"
"SW2",1.3794313787,"1"
"SW2",-1.2499104069,"1"
"SW2",3.1600615753,"1"
"SW2",1.0299619009,"1"
"SW2",-0.0683707437,"1"
"SW2",0.0148362748,"1"
"SW2",1.0965275157,"1"
"SW2",1.479279801,"1"
"SW2",2.0950117381,"1"
"SW2",-2.7975609516,"1"
"SW2",-1.1167791772,"1"
"SW2",-0.8671581216,"1"
"SW2",-0.5842542586,"1"
"SW2",-0.8172339105,"1"
"SW2",-2.8974093738,"1"
"SW2",-0.0184465326,"1"
"SW2",-1.1334205809,"1"
"SW2",1.4626383973,"1"
"SW2",5.3900096719,"1"
"SW2",0.1313261008,"1"
"SW2",1.6290524343,"1"
"SW2",2.1782187566,"1"
"SW2",-1.2166275995,"1"
"SW2",-1.1999861957,"1"
"SW2",-3.1803132368,"1"
"SW2",0.4475127712,"1"
"SW2",-1.7990767292,"1"
"SW2",-2.0320563811,"1"
"SW2",-2.3316016478,"1"
"SW2",-2.43145007,"1"
"SW2",-0.617537066,"1"
"SW2",-1.2831932143,"1"
"SW2",-0.2680675882,"1"
"SW2",-1.299834618,"1"
"SW2",5.2568784423,"1"
"SW2",0.1313261008,"1"
"SW2",-1.0834963698,"1"
"SW2",-1.4496072513,"1"
"SW2",-0.6341784697,"1"
"SW2",-1.0335721587,"1"
"SW2",0.514078386,"1"
"SW2",1.1797345343,"1"
"SW2",2.8105920975,"1"
"SW2",-2.3482430515,"1"
"SW2",0.5473611934,"1"
"SW2",-0.7007440846,"1"
"SW2",1.0133204972,"1"
"SW2",-2.3482430515,"1"
"SW2",2.5276882345,"1"
"SW2",1.1298103231,"1"
"SW2",0.3476643489,"1"
"SW2",-0.734026892,"1"
"SW2",5.9225345905,"1"
"SW2",-0.1848605697,"1"
"SW2",1.8620320862,"1"
"SW2",1.4626383973,"1"
"SW2",1.7954664714,"1"
"SW2",-1.4496072513,"1"
"SW2",0.796982249,"1"
"SW2",0.1978917156,"1"
"SW2",-0.7839511031,"1"
"SW2",2.0783703344,"1"
"SW2",-0.2514261845,"1"
"SW2",2.3446327937,"1"
"SW2",-0.1349363585,"1"
"SW2",-0.4344816253,"1"
"SW2",-1.2332690032,"1"
"SW2",-1.9987735736,"1"
"SW2",2.9770061345,"1"
"SW2",-0.168219166,"1"
"SW2",0.2810987341,"1"
"SW2",1.2962243602,"1"
"SW2",-2.148546207,"1"
"SW2",-0.5010472401,"1"
"SW2",-0.2347847808,"1"
"SW2",0.3143815415,"1"
"SW2",-0.5676128549,"1"
"SW2",0.5806440008,"1"
"SW2",-0.4011988178,"1"
"SW2",-1.016930755,"1"
"SW2",1.5125626084,"1"
"SW2",1.6789766454,"1"
"SW2",1.6124110306,"1"
"SW2",-1.3331174254,"1"
"SW2",-0.6841026809,"1"
"SW2",-1.6825869032,"1"
"SW2",0.5307197897,"1"
"SW2",1.762183664,"1"
"SW2",2.3612741974,"1"
"SW2",1.6290524343,"1"
"SW2",-1.3664002328,"1"
"SW2",0.796982249,"1"
"SW2",-0.9503651402,"1"
"SW2",-0.0184465326,"1"
"SW3",-4.240653414,"1"
"SW3",-0.0174728791,"1"
"SW3",-0.4245264246,"1"
"SW3",0.3386989732,"1"
"SW3",-1.2895152089,"1"
"SW3",1.5089779166,"1"
"SW3",-3.986244948,"1"
"SW3",-0.0174728791,"1"
"SW3",2.5774934737,"1"
"SW3",-0.8315799702,"1"
"SW3",-2.7650843114,"1"
"SW3",3.2389554851,"1"
"SW3",0.9492792915,"1"
"SW3",5.7321584515,"1"
"SW3",0.8475159051,"1"
"SW3",1.3054511439,"1"
"SW3",2.6283751668,"1"
"SW3",0.542225746,"1"
"SW3",-2.1036222999,"1"
"SW3",-1.0859884361,"1"
"SW3",3.1371920988,"1"
"SW3",-0.6789348906,"1"
"SW3",3.6460090307,"1"
"SW3",7.0550824745,"1"
"SW3",1.3563328371,"1"
"SW3",-0.4245264246,"1"
"SW3",1.5089779166,"1"
"SW3",-0.8824616634,"1"
"SW3",-2.7142026182,"1"
"SW3",-3.8335998685,"1"
"SW3",-0.4245264246,"1"
"SW3",-4.4950618799,"1"
"SW3",-0.780698277,"1"
"SW3",-3.9353632548,"1"
"SW3",-7.2426733123,"1"
"SW3",0.2369355869,"1"
"SW3",-2.4597941523,"1"
"SW3",-3.4774280161,"1"
"SW3",-2.1545039931,"1"
"SW3",6.0883303038,"1"
"SW3",3.747772417,"1"
"SW3",0.28781728,"1"
"SW3",-0.0174728791,"1"
"SW3",0.2369355869,"1"
"SW3",-2.0527406068,"1"
"SW3",-3.0703744706,"1"
"SW3",1.0001609847,"1"
"SW3",6.8515557017,"1"
"SW3",-0.3227630383,"1"
"SW3",-1.6965687544,"1"
"SW3",-4.6985886527,"1"
"SW3",1.5089779166,"1"
"SW3",-1.0859884361,"1"
"SW3",-1.1368701293,"1"
"SW3",5.0198147468,"1"
"SW3",3.1880737919,"1"
"SW3",-0.0174728791,"1"
"SW3",8.5815332702,"1"
"SW3",-0.9333433565,"1"
"SW3",8.2253614179,"1"
"SW3",0.28781728,"1"
"SW3",2.933665326,"1"
"SW3",-3.0194927774,"1"
"SW3",-3.6809547889,"1"
"SW3",-1.7474504476,"1"
"SW3",-0.2718813451,"1"
"SW3",1.2545694507,"1"
"SW3",1.610741303,"1"
"SW3",4.6127612013,"1"
"SW3",-2.8668476978,"1"
"SW3",1.5089779166,"1"
"SW3",-2.5106758455,"1"
"SW3",0.1351722005,"1"
"SW3",1.3563328371,"1"
"SW3",4.1548259626,"1"
"SW3",-3.9353632548,"1"
"SW3",1.1528060643,"1"
"SW3",-0.7298165838,"1"
"SW3",1.6616229962,"1"
"SW3",2.7301385532,"1"
"SW3",2.5266117805,"1"
"SW3",0.8475159051,"1"
"SW3",-0.8315799702,"1"
"SW3",-1.4421602885,"1"
"SW3",-1.0351067429,"1"
"SW3",-0.9842250497,"1"
"SW3",1.5598596098,"1"
"SW3",6.0883303038,"1"
"SW3",-5.309168971,"1"
"SW3",0.796634212,"1"
"SW3",-0.2209996519,"1"
"SW3",-1.1368701293,"1"
"SW3",3.3916005647,"1"
"SW3",1.0510426779,"1"
"SW3",2.7810202464,"1"
"SW3",-5.2074055846,"1"
"SW3",-0.3227630383,"1"
"SW3",-1.4930419817,"1"
"SW3",-2.6124392319,"1"
"NE3",-0.8449605241,"2"
"NE3",0.3946505994,"2"
"NE3",0.5123790302,"2"
"NE3",-0.0624127198,"2"
"NE3",0.2907725723,"2"
"NE3",0.6578082681,"2"
"NE3",-0.0070111054,"2"
"NE3",0.8309383133,"2"
"NE3",-0.1593655451,"2"
"NE3",-0.3186451867,"2"
"NE3",0.8655643223,"2"
"NE3",0.699359479,"2"
"NE3",0.1868945452,"2"
"NE3",-0.1524403433,"2"
"NE3",-0.7964841114,"2"
"NE3",1.1979740091,"2"
"NE3",1.0525447711,"2"
"NE3",-0.8172597168,"2"
"NE3",1.3849544579,"2"
"NE3",-0.7895589096,"2"
"NE3",-0.2493931686,"2"
"NE3",0.4500522139,"2"
"NE3",1.0525447711,"2"
"NE3",1.3018520362,"2"
"NE3",0.6024066537,"2"
"NE3",0.3253985814,"2"
"NE3",0.0968669217,"2"
"NE3",-0.0762631235,"2"
"NE3",0.7893871025,"2"
"NE3",-2.2023000783,"2"
"NE3",0.4916034247,"2"
"NE3",-1.2950986415,"2"
"NE3",1.0386943675,"2"
"NE3",-0.4571492228,"2"
"NE3",-0.7549329006,"2"
"NE3",0.8378635151,"2"
"NE3",0.9071155332,"2"
"NE3",0.3600245904,"2"
"NE3",-1.4197522741,"2"
"NE3",2.7630696175,"2"
"NE3",-0.6164288644,"2"
"NE3",-0.0070111054,"2"
"NE3",-1.2396970271,"2"
"NE3",-1.170445009,"2"
"NE3",0.0553157109,"2"
"NE3",-0.0762631235,"2"
"NE3",0.58855625,"2"
"NE3",0.3184733796,"2"
"NE3",0.2422961597,"2"
"NE3",-0.595653259,"2"
"NE3",-0.450224021,"2"
"NE3",0.4708278193,"2"
"NE3",-0.1662907469,"2"
"NE3",1.5719349067,"2"
"NE3",0.0345401055,"2"
"NE3",-0.6787556807,"2"
"NE3",0.1037921235,"2"
"NE3",3.4486645964,"2"
"NE3",0.3946505994,"2"
"NE3",1.2256748163,"2"
"NE3",0.5331546356,"2"
"NE3",1.0594699729,"2"
"NE3",-0.415598012,"2"
"NE3",-0.2147671596,"2"
"NE3",-0.8657361295,"2"
"NE3",-0.955763753,"2"
"NE3",1.6619625302,"2"
"NE3",0.3115481778,"2"
"NE3",1.668887732,"2"
"NE3",-0.4779248283,"2"
"NE3",0.2630717651,"2"
"NE3",-0.4987004337,"2"
"NE3",-0.2978695813,"2"
"NE3",2.2229038766,"2"
"NE3",0.8378635151,"2"
"NE3",0.2215205543,"2"
"NE3",0.8309383133,"2"
"NE3",-0.415598012,"2"
"NE3",-0.3117199849,"2"
"NE3",0.4292766085,"2"
"NE3",0.9417415422,"2"
"NE3",0.553930241,"2"
"NE3",0.0345401055,"2"
"NE3",0.4085010031,"2"
"NE3",-0.1455151415,"2"
"NE3",0.6231822591,"2"
"NE3",-0.6856808825,"2"
"NE3",0.6578082681,"2"
"NE3",-0.990389762,"2"
"NE3",-0.2078419578,"2"
"NE3",-0.1039639307,"2"
"NE3",-0.0416371144,"2"
"NE3",0.7547610934,"2"
"NE3",1.2810764308,"2"
"NE3",1.0802455784,"2"
"NE3",-0.810334515,"2"
"NE3",-0.6164288644,"2"
"NE3",-1.0527165783,"2"
"NE3",0.8101627079,"2"
"SE3",-0.8566047089,"1"
"SE3",0.8916280437,"1"
"SE3",0.4229528802,"1"
"SE3",0.1551385011,"1"
"SE3",0.2072135193,"1"
"SE3",0.5568600698,"1"
"SE3",-0.5962296181,"1"
"SE3",0.8097958723,"1"
"SE3",0.4303921686,"1"
"SE3",0.0286705999,"1"
"SE3",-0.01596513,"1"
"SE3",0.7949172957,"1"
"SE3",0.489906475,"1"
"SE3",0.4527100335,"1"
"SE3",-1.2657655658,"1"
"SE3",0.7502815658,"1"
"SE3",0.4006350153,"1"
"SE3",-0.908679727,"1"
"SE3",1.0478530982,"1"
"SE3",-0.930997592,"1"
"SE3",0.3485599972,"1"
"SE3",0.4006350153,"1"
"SE3",1.2040781527,"1"
"SE3",1.6727533161,"1"
"SE3",0.1848956544,"1"
"SE3",-0.1796294728,"1"
"SE3",-0.0531615715,"1"
"SE3",-0.1201151663,"1"
"SE3",0.7279637009,"1"
"SE3",-1.8981050721,"1"
"SE3",0.8693101788,"1"
"SE3",-1.8757872072,"1"
"SE3",0.3857564387,"1"
"SE3",-0.0531615715,"1"
"SE3",-1.5038227917,"1"
"SE3",0.6163743763,"1"
"SE3",0.1179420596,"1"
"SE3",0.3039242673,"1"
"SE3",-1.6898049994,"1"
"SE3",3.2424431493,"1"
"SE3",-0.6557439245,"1"
"SE3",-0.2317044909,"1"
"SE3",-1.920422937,"1"
"SE3",-0.8640439972,"1"
"SE3",-0.425125987,"1"
"SE3",0.1923349427,"1"
"SE3",0.8618708905,"1"
"SE3",-0.1052365897,"1"
"SE3",0.4601493218,"1"
"SE3",-0.5069581584,"1"
"SE3",-0.4772010051,"1"
"SE3",-0.1870687611,"1"
"SE3",-0.6631832128,"1"
"SE3",1.3007889007,"1"
"SE3",-0.1052365897,"1"
"SE3",-1.1169797997,"1"
"SE3",0.4303921686,"1"
"SE3",3.7483147543,"1"
"SE3",0.393195727,"1"
"SE3",1.2784710358,"1"
"SE3",0.9288244852,"1"
"SE3",1.1891995761,"1"
"SE3",-0.1201151663,"1"
"SE3",-0.1275544546,"1"
"SE3",-0.6706225011,"1"
"SE3",-1.2136905477,"1"
"SE3",1.1594424228,"1"
"SE3",-0.0234044183,"1"
"SE3",1.1668817111,"1"
"SE3",-0.5441545999,"1"
"SE3",0.1476992128,"1"
"SE3",-0.3135366623,"1"
"SE3",-0.5069581584,"1"
"SE3",1.9703248485,"1"
"SE3",0.7502815658,"1"
"SE3",0.4750278984,"1"
"SE3",1.1445638462,"1"
"SE3",-0.6036689064,"1"
"SE3",-0.2168259143,"1"
"SE3",0.5642993581,"1"
"SE3",0.6907672594,"1"
"SE3",-0.1498723195,"1"
"SE3",-0.0382829949,"1"
"SE3",0.3262421322,"1"
"SE3",-0.5143974467,"1"
"SE3",0.6461315295,"1"
"SE3",-0.9756333218,"1"
"SE3",0.8395530255,"1"
"SE3",-1.0351476283,"1"
"SE3",-0.0829187247,"1"
"SE3",0.2816064024,"1"
"SE3",-0.1870687611,"1"
"SE3",0.9139459086,"1"
"SE3",1.3379853422,"1"
"SE3",0.5419814932,"1"
"SE3",-1.221129836,"1"
"SE3",-0.5813510414,"1"
"SE3",-0.8938011504,"1"
"SE3",0.1328206362,"1"
"SE4",-2.0492206521,"1"
"SE4",-0.2005015281,"1"
"SE4",0.3321802534,"1"
"SE4",2.3062362671,"1"
"SE4",-1.547873093,"1"
"SE4",-1.046525534,"1"
"SE4",-3.678600219,"1"
"SE4",2.2749020447,"1"
"SE4",0.3008460309,"1"
"SE4",-1.2345308686,"1"
"SE4",-0.1691673057,"1"
"SE4",-0.0124961935,"1"
"SE4",0.9275304797,"1"
"SE4",5.6276638458,"1"
"SE4",1.9302255978,"1"
"SE4",-3.2085868824,"1"
"SE4",1.0528673695,"1"
"SE4",-1.9865522072,"1"
"SE4",-2.613236656,"1"
"SE4",-2.331228654,"1"
"SE4",0.9275304797,"1"
"SE4",-0.1691673057,"1"
"SE4",2.9642549384,"1"
"SE4",4.4996318379,"1"
"SE4",-1.1091939789,"1"
"SE4",-0.1378330832,"1"
"SE4",-1.1405282013,"1"
"SE4",0.5515198105,"1"
"SE4",-2.2998944316,"1"
"SE4",-1.7358784277,"1"
"SE4",-2.0805548745,"1"
"SE4",-3.4905948843,"1"
"SE4",-0.8898544218,"1"
"SE4",-2.0805548745,"1"
"SE4",-3.6472659965,"1"
"SE4",0.5828540329,"1"
"SE4",1.7108860408,"1"
"SE4",-3.1772526599,"1"
"SE4",-3.8352713312,"1"
"SE4",4.9383109521,"1"
"SE4",2.8389180486,"1"
"SE4",-0.6391806423,"1"
"SE4",-1.6105415379,"1"
"SE4",-2.5505682111,"1"
"SE4",-2.895244658,"1"
"SE4",0.6455224778,"1"
"SE4",1.5228807061,"1"
"SE4",4.5309660604,"1"
"SE4",-0.764517532,"1"
"SE4",-1.7045442052,"1"
"SE4",-3.1459184375,"1"
"SE4",0.3321802534,"1"
"SE4",-2.8325762131,"1"
"SE4",1.1468700368,"1"
"SE4",4.1862896135,"1"
"SE4",2.2435678222,"1"
"SE4",1.585549151,"1"
"SE4",6.6930274087,"1"
"SE4",-2.0178864296,"1"
"SE4",6.0663429599,"1"
"SE4",0.80219359,"1"
"SE4",1.3975438164,"1"
"SE4",-2.6445708784,"1"
"SE4",-2.4565655438,"1"
"SE4",-0.5138437525,"1"
"SE4",-1.8612153174,"1"
"SE4",1.4288780388,"1"
"SE4",1.2408727042,"1"
"SE4",2.2122335998,"1"
"SE4",-2.331228654,"1"
"SE4",0.4888513656,"1"
"SE4",-0.3258384179,"1"
"SE4",-0.3571726403,"1"
"SE4",3.2462629403,"1"
"SE4",3.935615834,"1"
"SE4",-2.1118890969,"1"
"SE4",1.3662095939,"1"
"SE4",-0.0751646383,"1"
"SE4",0.1441749187,"1"
"SE4",-1.4538704257,"1"
"SE4",2.2122335998,"1"
"SE4",2.0555624876,"1"
"SE4",-1.2031966462,"1"
"SE4",-1.7358784277,"1"
"SE4",1.2408727042,"1"
"SE4",0.0815064739,"1"
"SE4",2.2435678222,"1"
"SE4",-0.0751646383,"1"
"SE4",-2.0178864296,"1"
"SE4",-2.2998944316,"1"
"SE4",-0.4825095301,"1"
"SE4",-0.1378330832,"1"
"SE4",3.2775971628,"1"
"SE4",-0.3885068627,"1"
"SE4",2.1808993774,"1"
"SE4",-2.6759051009,"1"
"SE4",-0.2945041954,"1"
"SE4",-0.2005015281,"1"
"SE4",-3.2399211048,"1"
"NE1",0.7603219897,"7"
"NE1",0.7603219897,"7"
"NE1",0.5914327868,"7"
"NE1",-0.2018346811,"7"
"NE1",0.1768865617,"7"
"NE1",0.6784363156,"7"
"NE1",-0.2837203552,"7"
"NE1",0.2894793636,"7"
"NE1",-0.4730809766,"7"
"NE1",0.0489401959,"7"
"NE1",0.2383008173,"7"
"NE1",0.171768707,"7"
"NE1",0.074529469,"7"
"NE1",-0.022709769,"7"
"NE1",-0.4372559941,"7"
"NE1",1.1748682149,"7"
"NE1",-0.4730809766,"7"
"NE1",-1.0667521138,"7"
"NE1",1.2669895982,"7"
"NE1",-0.1711275533,"7"
"NE1",0.2331829626,"7"
"NE1",0.1922401256,"7"
"NE1",0.0694116144,"7"
"NE1",0.9752718842,"7"
"NE1",0.7807934082,"7"
"NE1",0.0489401959,"7"
"NE1",0.4327792933,"7"
"NE1",0.0540580505,"7"
"NE1",0.4430150025,"7"
"NE1",-1.8856088549,"7"
"NE1",0.6016684961,"7"
"NE1",-0.6214987609,"7"
"NE1",1.1236896685,"7"
"NE1",0.074529469,"7"
"NE1",0.4839578396,"7"
"NE1",1.159514651,"7"
"NE1",0.7040255887,"7"
"NE1",0.3406579099,"7"
"NE1",-1.2612305898,"7"
"NE1",1.5075287659,"7"
"NE1",-0.6522058887,"7"
"NE1",0.5095471127,"7"
"NE1",-0.6982665804,"7"
"NE1",-1.2151698982,"7"
"NE1",-0.6624415979,"7"
"NE1",0.2945972182,"7"
"NE1",1.3181681446,"7"
"NE1",0.2229472534,"7"
"NE1",-0.1148311523,"7"
"NE1",-0.4270202849,"7"
"NE1",-0.1762454079,"7"
"NE1",0.2945972182,"7"
"NE1",0.7398505712,"7"
"NE1",1.7173608058,"7"
"NE1",0.2536543812,"7"
"NE1",-0.5856737785,"7"
"NE1",0.9752718842,"7"
"NE1",2.0807284847,"7"
"NE1",0.269007945,"7"
"NE1",1.6252394225,"7"
"NE1",0.2024758348,"7"
"NE1",0.2485365265,"7"
"NE1",0.3713650377,"7"
"NE1",0.2485365265,"7"
"NE1",-0.5703202146,"7"
"NE1",-0.5600845053,"7"
"NE1",1.4307609465,"7"
"NE1",0.1461794339,"7"
"NE1",0.4890756942,"7"
"NE1",0.1001187422,"7"
"NE1",-0.1813632625,"7"
"NE1",-0.3348989015,"7"
"NE1",-0.258131082,"7"
"NE1",1.4614680742,"7"
"NE1",0.9957433028,"7"
"NE1",0.5095471127,"7"
"NE1",-0.2018346811,"7"
"NE1",0.171768707,"7"
"NE1",-0.3297810469,"7"
"NE1",-0.0585347514,"7"
"NE1",-0.1045954431,"7"
"NE1",0.2434186719,"7"
"NE1",-0.0380633329,"7"
"NE1",-0.3400167561,"7"
"NE1",0.6579648971,"7"
"NE1",0.3713650377,"7"
"NE1",-0.1813632625,"7"
"NE1",0.3713650377,"7"
"NE1",-0.8569200739,"7"
"NE1",0.1359437246,"7"
"NE1",-0.2120703903,"7"
"NE1",0.9394469018,"7"
"NE1",0.5044292581,"7"
"NE1",1.1902217788,"7"
"NE1",1.3386395631,"7"
"NE1",-1.1844627704,"7"
"NE1",0.3201864914,"7"
"NE1",0.1205901607,"7"
"NE1",0.7091434434,"7"
"NE2",0.6604638687,"6"
"NE2",0.6091666848,"6"
"NE2",0.4604048517,"6"
"NE2",-0.2936637509,"6"
"NE2",0.1269731566,"6"
"NE2",0.5527397826,"6"
"NE2",-0.3706095267,"6"
"NE2",0.1577514669,"6"
"NE2",-0.5757982621,"6"
"NE2",0.0089896338,"6"
"NE2",0.1577514669,"6"
"NE2",0.0500273809,"6"
"NE2",-0.0730858604,"6"
"NE2",-0.0217886765,"6"
"NE2",-0.5142416415,"6"
"NE2",1.091360213,"6"
"NE2",-0.6527440379,"6"
"NE2",-1.1092889742,"6"
"NE2",1.1272682417,"6"
"NE2",-0.2628854406,"6"
"NE2",0.1372325934,"6"
"NE2",0.0500273809,"6"
"NE2",0.0243787889,"6"
"NE2",0.824614857,"6"
"NE2",0.6553341503,"6"
"NE2",-0.0320481133,"6"
"NE2",0.3475510472,"6"
"NE2",-0.0269183949,"6"
"NE2",0.3424213288,"6"
"NE2",-1.9762113812,"6"
"NE2",0.5117020355,"6"
"NE2",-0.7143006585,"6"
"NE2",1.0195441556,"6"
"NE2",-0.0730858604,"6"
"NE2",0.4347562597,"6"
"NE2",1.0349333108,"6"
"NE2",0.6707233054,"6"
"NE2",0.2449566795,"6"
"NE2",-1.3914234853,"6"
"NE2",1.4401810632,"6"
"NE2",-0.7758572791,"6"
"NE2",0.4604048517,"6"
"NE2",-0.7553384056,"6"
"NE2",-1.3042182728,"6"
"NE2",-0.7758572791,"6"
"NE2",0.2193080876,"6"
"NE2",1.1734357072,"6"
"NE2",0.0602868176,"6"
"NE2",-0.1756802281,"6"
"NE2",-0.5809279805,"6"
"NE2",-0.2782745958,"6"
"NE2",0.2244378059,"6"
"NE2",0.6040369664,"6"
"NE2",1.6094617699,"6"
"NE2",0.0910651279,"6"
"NE2",-0.6527440379,"6"
"NE2",0.8502634489,"6"
"NE2",2.0095798039,"6"
"NE2",0.2244378059,"6"
"NE2",1.4966079654,"6"
"NE2",0.0910651279,"6"
"NE2",0.1782703405,"6"
"NE2",0.3116430185,"6"
"NE2",0.0859354095,"6"
"NE2",-0.7296898137,"6"
"NE2",-0.6630034747,"6"
"NE2",1.3068083852,"6"
"NE2",-0.0063995214,"6"
"NE2",0.3475510472,"6"
"NE2",-0.1089938891,"6"
"NE2",-0.2782745958,"6"
"NE2",-0.3962581186,"6"
"NE2",-0.3552203716,"6"
"NE2",1.3375866955,"6"
"NE2",0.9066903511,"6"
"NE2",0.2706052714,"6"
"NE2",-0.2936637509,"6"
"NE2",0.0500273809,"6"
"NE2",-0.4783336128,"6"
"NE2",-0.0884750155,"6"
"NE2",-0.2423665671,"6"
"NE2",0.132102875,"6"
"NE2",-0.1243830442,"6"
"NE2",-0.3859986819,"6"
"NE2",0.5835180929,"6"
"NE2",0.1936594956,"6"
"NE2",-0.3398312164,"6"
"NE2",0.3372916104,"6"
"NE2",-0.9092299571,"6"
"NE2",0.0910651279,"6"
"NE2",-0.2834043142,"6"
"NE2",0.891301196,"6"
"NE2",0.4296265413,"6"
"NE2",1.0657116211,"6"
"NE2",1.2093437359,"6"
"NE2",-1.3093479912,"6"
"NE2",0.2141783692,"6"
"NE2",0.0192490705,"6"
"NE2",0.6194261216,"6"
"SE2",0.5937912885,"4"
"SE2",0.661820175,"4"
"SE2",0.4472675327,"4"
"SE2",-0.3062832109,"4"
"SE2",0.2693458294,"4"
"SE2",0.3635396723,"4"
"SE2",-0.5156028619,"4"
"SE2",0.0547931871,"4"
"SE2",-0.4685059405,"4"
"SE2",-0.0969635599,"4"
"SE2",-0.0446336472,"4"
"SE2",-0.0289346733,"4"
"SE2",-0.0446336472,"4"
"SE2",-0.0184686908,"4"
"SE2",-0.4475739754,"4"
"SE2",1.1484883637,"4"
"SE2",-0.5103698707,"4"
"SE2",-1.0755329284,"4"
"SE2",0.9810326428,"4"
"SE2",-0.3690791062,"4"
"SE2",0.2536468556,"4"
"SE2",-0.212089368,"4"
"SE2",0.1646860039,"4"
"SE2",0.8606738435,"4"
"SE2",0.4943644542,"4"
"SE2",-0.0080027082,"4"
"SE2",0.3792386462,"4"
"SE2",-0.1806914203,"4"
"SE2",0.3897046287,"4"
"SE2",-2.0227043493,"4"
"SE2",0.4158695851,"4"
"SE2",-0.6935245653,"4"
"SE2",0.9182367475,"4"
"SE2",-0.0969635599,"4"
