"transmission","dispersal","singleInf","doubleInf","nExtantDis","nColonies","maxDistance","meanK","nPathogens","nEvents","file"
2,0.01,147.627272727273,0,1,10,100,9,2,5e+05,"150327_505.RData"
5,0.01,142.436363636364,0,1,10,100,9,2,5e+05,"150327_506.RData"
10,0.01,4.49090909090909,34.5090909090909,2,10,100,8.4,2,5e+05,"150327_507.RData"
2,0.01,144.681818181818,0,1,10,100,9,2,5e+05,"150327_508.RData"
5,0.001,144.981818181818,0,1,10,100,9,2,5e+05,"150327_50.RData"
10,0.01,138.136363636364,0,1,10,100,8.8,2,5e+05,"150327_510.RData"
2,0.01,140.936363636364,0,1,10,100,9,2,5e+05,"150327_511.RData"
2,0.01,140.827272727273,0,1,10,100,9,2,5e+05,"150327_514.RData"
5,0.01,141.336363636364,0,1,10,100,9,2,5e+05,"150327_515.RData"
2,0.01,147.409090909091,0,1,10,100,8.8,2,5e+05,"150327_517.RData"
5,0.01,138.036363636364,0,1,10,100,9,2,5e+05,"150327_518.RData"
10,0.01,3.79090909090909,39.0818181818182,2,10,100,8.8,2,5e+05,"150327_519.RData"
2,0.01,142.472727272727,0,1,10,100,9,2,5e+05,"150327_520.RData"
10,0.01,141.118181818182,0,1,10,100,8.4,2,5e+05,"150327_522.RData"
2,0.01,147.390909090909,0,1,10,100,9,2,5e+05,"150327_523.RData"
5,0.01,7.25454545454545,35.3636363636364,2,10,100,9,2,5e+05,"150327_524.RData"
5,0.01,136.618181818182,0,1,10,100,8.8,2,5e+05,"150327_527.RData"
10,0.01,141.690909090909,0,1,10,100,9,2,5e+05,"150327_528.RData"
2,0.01,149.045454545455,0,1,10,100,8.4,2,5e+05,"150327_529.RData"
2,0.001,138.309090909091,0,1,10,100,9,2,5e+05,"150327_52.RData"
5,0.01,142.345454545455,0,1,10,100,8.8,2,5e+05,"150327_530.RData"
10,0.01,4.03636363636364,37.5181818181818,2,10,100,9,2,5e+05,"150327_531.RData"
2,0.01,146.572727272727,0,1,10,100,8.6,2,5e+05,"150327_532.RData"
5,0.01,7.27272727272727,36.3090909090909,2,10,100,9,2,5e+05,"150327_533.RData"
2,0.01,16.1727272727273,33.9,2,10,100,8.6,2,5e+05,"150327_535.RData"
10,0.01,139.918181818182,0,1,10,100,9,2,5e+05,"150327_537.RData"
2,0.01,140.8,0,1,10,100,8.2,2,5e+05,"150327_538.RData"
5,0.01,7.82727272727273,35.6727272727273,2,10,100,9,2,5e+05,"150327_539.RData"
10,0.01,149.7,0,1,10,100,8.6,2,5e+05,"150327_540.RData"
2,0.01,140.427272727273,0,1,10,100,9,2,5e+05,"150327_541.RData"
5,0.01,143.127272727273,0,1,10,100,9,2,5e+05,"150327_542.RData"
10,0.01,145.363636363636,0,1,10,100,9,2,5e+05,"150327_543.RData"
2,0.01,144.327272727273,0,1,10,100,9,2,5e+05,"150327_544.RData"
5,0.01,141.154545454545,0,1,10,100,8.4,2,5e+05,"150327_545.RData"
2,0.01,142.490909090909,0,1,10,100,9,2,5e+05,"150327_547.RData"
5,0.01,7.92727272727273,32.9181818181818,2,10,100,9,2,5e+05,"150327_548.RData"
10,0.01,3.82727272727273,37.9272727272727,2,10,100,9,2,5e+05,"150327_549.RData"
10,0.001,134.345454545455,0,1,10,100,8.8,2,5e+05,"150327_54.RData"
2,0.01,145.463636363636,0,1,10,100,9,2,5e+05,"150327_550.RData"
10,0.01,137.627272727273,0,1,10,100,9,2,5e+05,"150327_552.RData"
2,0.01,141.563636363636,0,1,10,100,8.6,2,5e+05,"150327_553.RData"
10,0.01,144.172727272727,0,1,10,100,9,2,5e+05,"150327_555.RData"
2,0.01,16.6909090909091,33.7,2,10,100,8.6,2,5e+05,"150327_556.RData"
5,0.01,143,0,1,10,100,9,2,5e+05,"150327_557.RData"
2,0.01,139.727272727273,0,1,10,100,9,2,5e+05,"150327_559.RData"
2,0.001,146.190909090909,0,1,10,100,9,2,5e+05,"150327_55.RData"
5,0.01,145.654545454545,0,1,10,100,8.8,2,5e+05,"150327_560.RData"
10,0.01,3.84545454545455,35.9181818181818,2,10,100,9,2,5e+05,"150327_561.RData"
2,0.01,145.909090909091,0,1,10,100,9,2,5e+05,"150327_562.RData"
5,0.01,142.781818181818,0,1,10,100,9,2,5e+05,"150327_563.RData"
10,0.01,140.227272727273,0,1,10,100,8.4,2,5e+05,"150327_564.RData"
2,0.01,143.245454545455,0,1,10,100,9,2,5e+05,"150327_565.RData"
5,0.01,149.845454545455,0,1,10,100,8.2,2,5e+05,"150327_566.RData"
10,0.01,3.67272727272727,36,2,10,100,7.4,2,5e+05,"150327_567.RData"
2,0.01,145.627272727273,0,1,10,100,8.8,2,5e+05,"150327_568.RData"
5,0.01,140.672727272727,0,1,10,100,9,2,5e+05,"150327_569.RData"
5,0.001,145.390909090909,0,1,10,100,8.8,2,5e+05,"150327_56.RData"
2,0.01,146.545454545455,0,1,10,100,9,2,5e+05,"150327_571.RData"
5,0.01,7.28181818181818,35.3909090909091,2,10,100,8.8,2,5e+05,"150327_572.RData"
10,0.01,139.509090909091,0,1,10,100,9,2,5e+05,"150327_573.RData"
5,0.01,7.64545454545455,35.0363636363636,2,10,100,8.4,2,5e+05,"150327_575.RData"
10,0.01,140.118181818182,0,1,10,100,9,2,5e+05,"150327_576.RData"
2,0.01,143.109090909091,0,1,10,100,8.8,2,5e+05,"150327_577.RData"
5,0.01,141.190909090909,0,1,10,100,8.6,2,5e+05,"150327_578.RData"
10,0.01,4.08181818181818,35.5181818181818,2,10,100,8.8,2,5e+05,"150327_579.RData"
10,0.001,91.1636363636364,14.3,2,10,100,8.6,2,5e+05,"150327_57.RData"
5,0.01,7.44545454545455,35.9363636363636,2,10,100,8.4,2,5e+05,"150327_581.RData"
10,0.01,4.1,36.4545454545455,2,10,100,7.8,2,5e+05,"150327_582.RData"
2,0.01,143.6,0,1,10,100,8.6,2,5e+05,"150327_583.RData"
5,0.01,140.472727272727,0,1,10,100,9,2,5e+05,"150327_584.RData"
10,0.01,4.31818181818182,38.6727272727273,2,10,100,8.6,2,5e+05,"150327_585.RData"
5,0.01,143.763636363636,0,1,10,100,8.8,2,5e+05,"150327_587.RData"
10,0.01,143.345454545455,0,1,10,100,9,2,5e+05,"150327_588.RData"
2,0.01,145.936363636364,0,1,10,100,8.8,2,5e+05,"150327_589.RData"
2,0.001,143.218181818182,0,1,10,100,8.8,2,5e+05,"150327_58.RData"
5,0.01,7.66363636363636,35.0727272727273,2,10,100,9,2,5e+05,"150327_590.RData"
10,0.01,142.372727272727,0,1,10,100,8.6,2,5e+05,"150327_591.RData"
2,0.01,143.736363636364,0,1,10,100,8.8,2,5e+05,"150327_592.RData"
5,0.01,148.154545454545,0,1,10,100,8.8,2,5e+05,"150327_593.RData"
10,0.01,152.136363636364,0,1,10,100,9,2,5e+05,"150327_594.RData"
2,0.01,144.745454545455,0,1,10,100,9,2,5e+05,"150327_595.RData"
5,0.01,143.518181818182,0,1,10,100,8.8,2,5e+05,"150327_596.RData"
10,0.01,144.972727272727,0,1,10,100,7.8,2,5e+05,"150327_597.RData"
2,0.01,16.9,32.1454545454545,2,10,100,8.6,2,5e+05,"150327_598.RData"
5,0.01,141.872727272727,0,1,10,100,8.6,2,5e+05,"150327_599.RData"
5,0.001,19.5090909090909,32.6909090909091,2,10,100,8.4,2,5e+05,"150327_59.RData"
5,0.001,143.254545454545,0,1,10,100,8.8,2,5e+05,"150327_5.RData"
10,0.01,142.245454545455,0,1,10,100,9,2,5e+05,"150327_600.RData"
5,0.01,145.727272727273,0,1,10,100,8.6,2,5e+05,"150327_602.RData"
10,0.01,4.01818181818182,35.2909090909091,2,10,100,8.8,2,5e+05,"150327_603.RData"
2,0.01,147.309090909091,0,1,10,100,9,2,5e+05,"150327_604.RData"
10,0.01,141.2,0,1,10,100,9,2,5e+05,"150327_606.RData"
2,0.01,16.7363636363636,33.9818181818182,2,10,100,9,2,5e+05,"150327_607.RData"
5,0.01,141.609090909091,0,1,10,100,8.6,2,5e+05,"150327_608.RData"
10,0.01,141.818181818182,0,1,10,100,8.8,2,5e+05,"150327_609.RData"
10,0.001,59.1181818181818,21.4545454545455,2,10,100,8.4,2,5e+05,"150327_60.RData"
2,0.01,149.209090909091,0,1,10,100,9,2,5e+05,"150327_610.RData"
5,0.01,140.772727272727,0,1,10,100,8.8,2,5e+05,"150327_611.RData"
2,0.01,144.272727272727,0,1,10,100,8.8,2,5e+05,"150327_613.RData"
5,0.01,139.554545454545,0,1,10,100,8.8,2,5e+05,"150327_614.RData"
10,0.01,143.527272727273,0,1,10,100,8.6,2,5e+05,"150327_618.RData"
2,0.01,139.154545454545,0,1,10,100,9,2,5e+05,"150327_619.RData"
5,0.01,143.345454545455,0,1,10,100,8.8,2,5e+05,"150327_620.RData"
2,0.01,138.863636363636,0,1,10,100,8.8,2,5e+05,"150327_622.RData"
10,0.01,140.2,0,1,10,100,9,2,5e+05,"150327_624.RData"
2,0.01,143.945454545455,0,1,10,100,9,2,5e+05,"150327_625.RData"
5,0.01,143.836363636364,0,1,10,100,8.8,2,5e+05,"150327_626.RData"
2,0.01,141.681818181818,0,1,10,100,9,2,5e+05,"150327_628.RData"
5,0.01,143.954545454545,0,1,10,100,9,2,5e+05,"150327_629.RData"
5,0.001,144.4,0,1,10,100,9,2,5e+05,"150327_62.RData"
2,0.01,139.636363636364,0,1,10,100,8.4,2,5e+05,"150327_631.RData"
5,0.01,133.872727272727,0,1,10,100,8.6,2,5e+05,"150327_632.RData"
10,0.01,4.06363636363636,34.9727272727273,2,10,100,8.4,2,5e+05,"150327_633.RData"
2,0.01,16.3818181818182,32.7545454545455,2,10,100,8.8,2,5e+05,"150327_634.RData"
5,0.01,139.818181818182,0,1,10,100,8.8,2,5e+05,"150327_638.RData"
2,0.01,142.836363636364,0,1,10,100,7.8,2,5e+05,"150327_640.RData"
5,0.01,145.481818181818,0,1,10,100,8.8,2,5e+05,"150327_641.RData"
2,0.01,140.181818181818,0,1,10,100,8.2,2,5e+05,"150327_643.RData"
5,0.01,143.463636363636,0,1,10,100,8.8,2,5e+05,"150327_644.RData"
10,0.01,3.9,36.1818181818182,2,10,100,9,2,5e+05,"150327_645.RData"
2,0.01,138.772727272727,0,1,10,100,8.8,2,5e+05,"150327_646.RData"
5,0.01,136.327272727273,0,1,10,100,8.4,2,5e+05,"150327_647.RData"
10,0.01,4.35454545454545,36.0727272727273,2,10,100,8,2,5e+05,"150327_648.RData"
2,0.01,144.381818181818,0,1,10,100,9,2,5e+05,"150327_649.RData"
2,0.001,135.663636363636,0,1,10,100,8.8,2,5e+05,"150327_64.RData"
5,0.01,141.854545454545,0,1,10,100,8.6,2,5e+05,"150327_650.RData"
10,0.01,3.81818181818182,35.5818181818182,2,10,100,8.6,2,5e+05,"150327_651.RData"
2,0.01,147.036363636364,0,1,10,100,8.4,2,5e+05,"150327_652.RData"
5,0.01,145.727272727273,0,1,10,100,8.8,2,5e+05,"150327_653.RData"
10,0.01,3.70909090909091,34.0090909090909,2,10,100,8.4,2,5e+05,"150327_654.RData"
2,0.01,140.145454545455,0,1,10,100,8.2,2,5e+05,"150327_655.RData"
5,0.01,145.890909090909,0,1,10,100,9,2,5e+05,"150327_656.RData"
2,0.01,141.545454545455,0,1,10,100,8.8,2,5e+05,"150327_658.RData"
5,0.01,140,0,1,10,100,8.2,2,5e+05,"150327_659.RData"
5,0.001,144.236363636364,0,1,10,100,8.6,2,5e+05,"150327_65.RData"
10,0.01,139.6,0,1,10,100,9,2,5e+05,"150327_660.RData"
2,0.01,143.227272727273,0,1,10,100,8.4,2,5e+05,"150327_661.RData"
5,0.01,142.290909090909,0,1,10,100,8.6,2,5e+05,"150327_662.RData"
2,0.01,147.336363636364,0,1,10,100,9,2,5e+05,"150327_664.RData"
10,0.01,3.90909090909091,35.0363636363636,2,10,100,9,2,5e+05,"150327_666.RData"
2,0.1,137.009090909091,0,1,10,100,9,2,5e+05,"150327_667.RData"
5,0.1,142.845454545455,0,1,10,100,9,2,5e+05,"150327_668.RData"
10,0.1,138.836363636364,0,1,10,100,8.8,2,5e+05,"150327_669.RData"
10,0.001,32.6181818181818,28.0636363636364,2,10,100,9,2,5e+05,"150327_66.RData"
2,0.1,17.1545454545455,33.4545454545455,2,10,100,9,2,5e+05,"150327_670.RData"
5,0.1,149.609090909091,0,1,10,100,8.8,2,5e+05,"150327_671.RData"
10,0.1,148.836363636364,0,1,10,100,8.8,2,5e+05,"150327_672.RData"
2,0.1,16.7727272727273,33.1,2,10,100,9,2,5e+05,"150327_673.RData"
10,0.1,137.563636363636,0,1,10,100,8.4,2,5e+05,"150327_675.RData"
2,0.1,138.727272727273,0,1,10,100,8.2,2,5e+05,"150327_676.RData"
2,0.1,147.2,0,1,10,100,9,2,5e+05,"150327_679.RData"
2,0.001,147.618181818182,0,1,10,100,8,2,5e+05,"150327_67.RData"
5,0.1,140.845454545455,0,1,10,100,8.8,2,5e+05,"150327_680.RData"
10,0.1,3.78181818181818,36.6818181818182,2,10,100,9,2,5e+05,"150327_681.RData"
2,0.1,140.654545454545,0,1,10,100,9,2,5e+05,"150327_682.RData"
5,0.1,141.827272727273,0,1,10,100,8.8,2,5e+05,"150327_683.RData"
2,0.1,143.136363636364,0,1,10,100,8.8,2,5e+05,"150327_685.RData"
5,0.1,143.954545454545,0,1,10,100,8.8,2,5e+05,"150327_686.RData"
10,0.1,3.72727272727273,36.2272727272727,2,10,100,8.6,2,5e+05,"150327_687.RData"
2,0.1,147.809090909091,0,1,10,100,8.8,2,5e+05,"150327_688.RData"
5,0.1,142.354545454545,0,1,10,100,9,2,5e+05,"150327_689.RData"
5,0.001,147.045454545455,0,1,10,100,9,2,5e+05,"150327_68.RData"
5,0.1,143.063636363636,0,1,10,100,9,2,5e+05,"150327_692.RData"
2,0.1,141.8,0,1,10,100,9,2,5e+05,"150327_694.RData"
10,0.1,4.08181818181818,35.1818181818182,2,10,100,8.6,2,5e+05,"150327_696.RData"
2,0.1,149.518181818182,0,1,10,100,8.4,2,5e+05,"150327_697.RData"
5,0.1,142.290909090909,0,1,10,100,9,2,5e+05,"150327_698.RData"
10,0.001,152.372727272727,0,1,10,100,8.8,2,5e+05,"150327_69.RData"
10,0.001,138.236363636364,0,1,10,100,8.4,2,5e+05,"150327_6.RData"
2,0.1,146.645454545455,0,1,10,100,8.6,2,5e+05,"150327_700.RData"
10,0.1,149.127272727273,0,1,10,100,8.6,2,5e+05,"150327_702.RData"
2,0.1,142.636363636364,0,1,10,100,8.8,2,5e+05,"150327_703.RData"
5,0.1,146.690909090909,0,1,10,100,9,2,5e+05,"150327_704.RData"
10,0.1,4.15454545454545,37.6818181818182,2,10,100,7.2,2,5e+05,"150327_705.RData"
2,0.1,142.163636363636,0,1,10,100,9,2,5e+05,"150327_706.RData"
5,0.1,146.154545454545,0,1,10,100,9,2,5e+05,"150327_707.RData"
2,0.1,16.6727272727273,32.9818181818182,2,10,100,8.6,2,5e+05,"150327_709.RData"
2,0.001,149.781818181818,0,1,10,100,8.2,2,5e+05,"150327_70.RData"
5,0.1,7.88181818181818,36.4181818181818,2,10,100,9,2,5e+05,"150327_710.RData"
2,0.1,152.654545454545,0,1,10,100,9,2,5e+05,"150327_712.RData"
10,0.1,145.263636363636,0,1,10,100,8.8,2,5e+05,"150327_714.RData"
5,0.1,7.50909090909091,35.4909090909091,2,10,100,9,2,5e+05,"150327_716.RData"
10,0.1,147.663636363636,0,1,10,100,9,2,5e+05,"150327_717.RData"
10,0.1,3.71818181818182,38.0272727272727,2,10,100,8.2,2,5e+05,"150327_720.RData"
2,0.1,144.4,0,1,10,100,9,2,5e+05,"150327_721.RData"
2,0.1,143.236363636364,0,1,10,100,9,2,5e+05,"150327_724.RData"
5,0.1,141.627272727273,0,1,10,100,8.8,2,5e+05,"150327_725.RData"
10,0.1,138,0,1,10,100,9,2,5e+05,"150327_726.RData"
10,0.1,145.027272727273,0,1,10,100,9,2,5e+05,"150327_729.RData"
10,0.001,132.972727272727,0,1,10,100,8.8,2,5e+05,"150327_72.RData"
2,0.1,140.718181818182,0,1,10,100,8.4,2,5e+05,"150327_730.RData"
10,0.1,141.163636363636,0,1,10,100,9,2,5e+05,"150327_732.RData"
2,0.1,138.1,0,1,10,100,8.8,2,5e+05,"150327_733.RData"
5,0.1,144.363636363636,0,1,10,100,8.8,2,5e+05,"150327_734.RData"
10,0.1,4.15454545454545,31.7272727272727,2,10,100,8.2,2,5e+05,"150327_735.RData"
2,0.1,142.690909090909,0,1,10,100,8.8,2,5e+05,"150327_736.RData"
5,0.1,138.4,0,1,10,100,8.2,2,5e+05,"150327_737.RData"
2,0.1,143.809090909091,0,1,10,100,8.8,2,5e+05,"150327_739.RData"
2,0.001,139.509090909091,0,1,10,100,9,2,5e+05,"150327_73.RData"
5,0.1,137.763636363636,0,1,10,100,8.4,2,5e+05,"150327_740.RData"
10,0.1,143.281818181818,0,1,10,100,8.6,2,5e+05,"150327_741.RData"
2,0.1,144.845454545455,0,1,10,100,7.8,2,5e+05,"150327_742.RData"
10,0.1,147.545454545455,0,1,10,100,9,2,5e+05,"150327_744.RData"
5,0.1,7.32727272727273,35.7727272727273,2,10,100,8.6,2,5e+05,"150327_746.RData"
10,0.1,3.73636363636364,39.2818181818182,2,10,100,8.8,2,5e+05,"150327_747.RData"
2,0.1,138.654545454545,0,1,10,100,8.6,2,5e+05,"150327_748.RData"
5,0.001,7.32727272727273,34.9090909090909,2,10,100,9,2,5e+05,"150327_74.RData"
10,0.1,144.918181818182,0,1,10,100,8.8,2,5e+05,"150327_750.RData"
2,0.1,147.427272727273,0,1,10,100,8.8,2,5e+05,"150327_751.RData"
5,0.1,7.79090909090909,34.5363636363636,2,10,100,8.6,2,5e+05,"150327_752.RData"
10,0.1,148.881818181818,0,1,10,100,8.2,2,5e+05,"150327_753.RData"
2,0.1,141.063636363636,0,1,10,100,9,2,5e+05,"150327_754.RData"
5,0.1,140.181818181818,0,1,10,100,9,2,5e+05,"150327_755.RData"
10,0.1,4.07272727272727,33.5181818181818,2,10,100,8.8,2,5e+05,"150327_756.RData"
2,0.1,137.890909090909,0,1,10,100,9,2,5e+05,"150327_757.RData"
5,0.1,142.818181818182,0,1,10,100,9,2,5e+05,"150327_758.RData"
2,0.1,142.381818181818,0,1,10,100,9,2,5e+05,"150327_760.RData"
10,0.1,147.063636363636,0,1,10,100,8,2,5e+05,"150327_762.RData"
2,0.1,141.209090909091,0,1,10,100,9,2,5e+05,"150327_763.RData"
5,0.1,142.527272727273,0,1,10,100,8.8,2,5e+05,"150327_764.RData"
10,0.1,139.790909090909,0,1,10,100,8.6,2,5e+05,"150327_765.RData"
2,0.1,149.2,0,1,10,100,9,2,5e+05,"150327_766.RData"
5,0.1,149.063636363636,0,1,10,100,8.8,2,5e+05,"150327_767.RData"
10,0.1,3.80909090909091,36.6818181818182,2,10,100,9,2,5e+05,"150327_768.RData"
2,0.1,135.090909090909,0,1,10,100,8.6,2,5e+05,"150327_769.RData"
2,0.001,87.9,13.6,2,10,100,8.8,2,5e+05,"150327_76.RData"
5,0.1,142.254545454545,0,1,10,100,8.6,2,5e+05,"150327_770.RData"
2,0.1,16.5181818181818,33.2454545454545,2,10,100,8.4,2,5e+05,"150327_772.RData"
5,0.1,7.28181818181818,34.9818181818182,2,10,100,8.8,2,5e+05,"150327_773.RData"
10,0.1,141.163636363636,0,1,10,100,8.2,2,5e+05,"150327_774.RData"
2,0.1,17.1909090909091,32.5,2,10,100,8.8,2,5e+05,"150327_775.RData"
10,0.1,146.454545454545,0,1,10,100,8.8,2,5e+05,"150327_777.RData"
5,0.1,150.409090909091,0,1,10,100,8.4,2,5e+05,"150327_779.RData"
5,0.001,20.4545454545455,32.9,2,10,100,9,2,5e+05,"150327_77.RData"
10,0.1,4.32727272727273,35.6363636363636,2,10,100,8,2,5e+05,"150327_780.RData"
2,0.1,140.490909090909,0,1,10,100,8.8,2,5e+05,"150327_781.RData"
5,0.1,142.427272727273,0,1,10,100,8.6,2,5e+05,"150327_782.RData"
10,0.1,141.654545454545,0,1,10,100,9,2,5e+05,"150327_783.RData"
2,0.1,16.3727272727273,33.4727272727273,2,10,100,9,2,5e+05,"150327_784.RData"
5,0.1,7.5,34.9363636363636,2,10,100,9,2,5e+05,"150327_785.RData"
10,0.1,3.94545454545455,36.2272727272727,2,10,100,9,2,5e+05,"150327_786.RData"
2,0.1,140.909090909091,0,1,10,100,9,2,5e+05,"150327_787.RData"
5,0.1,7.34545454545455,36,2,10,100,9,2,5e+05,"150327_788.RData"
10,0.1,139.990909090909,0,1,10,100,9,2,5e+05,"150327_789.RData"
10,0.001,149.318181818182,0,1,10,100,8.8,2,5e+05,"150327_78.RData"
2,0.1,142.836363636364,0,1,10,100,8,2,5e+05,"150327_790.RData"
10,0.1,4.33636363636364,34.6909090909091,2,10,100,9,2,5e+05,"150327_792.RData"
2,0.1,139.918181818182,0,1,10,100,9,2,5e+05,"150327_793.RData"
5,0.1,7.19090909090909,37.5636363636364,2,10,100,8.8,2,5e+05,"150327_794.RData"
10,0.1,147.290909090909,0,1,10,100,9,2,5e+05,"150327_795.RData"
2,0.1,148.936363636364,0,1,10,100,9,2,5e+05,"150327_796.RData"
5,0.1,7.66363636363636,33.6181818181818,2,10,100,9,2,5e+05,"150327_797.RData"
10,0.1,3.89090909090909,34.5181818181818,2,10,100,9,2,5e+05,"150327_798.RData"
2,0.1,151.381818181818,0,1,10,100,8.8,2,5e+05,"150327_799.RData"
2,0.001,137.872727272727,0,1,10,100,8.6,2,5e+05,"150327_7.RData"
5,0.1,138.654545454545,0,1,10,100,8.8,2,5e+05,"150327_800.RData"
2,0.1,139.909090909091,0,1,10,100,9,2,5e+05,"150327_802.RData"
5,0.1,7.51818181818182,33.6909090909091,2,10,100,9,2,5e+05,"150327_803.RData"
10,0.1,141.527272727273,0,1,10,100,9,2,5e+05,"150327_804.RData"
2,0.1,146.972727272727,0,1,10,100,9,2,5e+05,"150327_805.RData"
5,0.1,141.190909090909,0,1,10,100,8.6,2,5e+05,"150327_806.RData"
10,0.1,146.654545454545,0,1,10,100,9,2,5e+05,"150327_807.RData"
2,0.1,138.618181818182,0,1,10,100,9,2,5e+05,"150327_808.RData"
5,0.1,142.6,0,1,10,100,9,2,5e+05,"150327_809.RData"
5,0.001,151.454545454545,0,1,10,100,9,2,5e+05,"150327_80.RData"
10,0.1,133.6,0,1,10,100,9,2,5e+05,"150327_810.RData"
2,0.1,16.9363636363636,31.3818181818182,2,10,100,8.6,2,5e+05,"150327_811.RData"
5,0.1,138.7,0,1,10,100,8.6,2,5e+05,"150327_812.RData"
2,0.1,16.7545454545455,32.3272727272727,2,10,100,9,2,5e+05,"150327_814.RData"
5,0.1,143.063636363636,0,1,10,100,9,2,5e+05,"150327_815.RData"
10,0.1,3.72727272727273,35.9272727272727,2,10,100,8.4,2,5e+05,"150327_816.RData"
2,0.1,140.936363636364,0,1,10,100,9,2,5e+05,"150327_817.RData"
5,0.1,6.66363636363636,37.4363636363636,2,10,100,8.8,2,5e+05,"150327_818.RData"
10,0.1,3.85454545454545,35.7909090909091,2,10,100,8.4,2,5e+05,"150327_819.RData"
10,0.001,18.0727272727273,31.2727272727273,2,10,100,8.6,2,5e+05,"150327_81.RData"
2,0.1,146.781818181818,0,1,10,100,8.8,2,5e+05,"150327_820.RData"
5,0.1,144.590909090909,0,1,10,100,8.4,2,5e+05,"150327_821.RData"
10,0.1,3.78181818181818,36.3181818181818,2,10,100,9,2,5e+05,"150327_822.RData"
2,0.1,143.981818181818,0,1,10,100,8.4,2,5e+05,"150327_823.RData"
5,0.1,143.454545454545,0,1,10,100,9,2,5e+05,"150327_824.RData"
2,0.1,143.127272727273,0,1,10,100,9,2,5e+05,"150327_826.RData"
5,0.1,140.709090909091,0,1,10,100,9,2,5e+05,"150327_827.RData"
10,0.1,3.62727272727273,37.1636363636364,2,10,100,8.8,2,5e+05,"150327_828.RData"
2,0.1,138.345454545455,0,1,10,100,8.6,2,5e+05,"150327_829.RData"
5,0.1,7.9,33.5545454545455,2,10,100,9,2,5e+05,"150327_830.RData"
2,0.1,141.690909090909,0,1,10,100,9,2,5e+05,"150327_832.RData"
5,0.1,7.60909090909091,35.5545454545455,2,10,100,9,2,5e+05,"150327_833.RData"
2,0.1,147.854545454545,0,1,10,100,9,2,5e+05,"150327_835.RData"
5,0.1,7.57272727272727,34.9090909090909,2,10,100,9,2,5e+05,"150327_836.RData"
2,0.1,147.627272727273,0,1,10,100,9,2,5e+05,"150327_838.RData"
5,0.1,142.554545454545,0,1,10,100,9,2,5e+05,"150327_839.RData"
5,0.001,36.3454545454545,27.6909090909091,2,10,100,8.4,2,5e+05,"150327_83.RData"
10,0.1,144.554545454545,0,1,10,100,8.6,2,5e+05,"150327_840.RData"
5,0.1,146.7,0,1,10,100,9,2,5e+05,"150327_842.RData"
10,0.1,144.954545454545,0,1,10,100,9,2,5e+05,"150327_843.RData"
5,0.1,135.481818181818,0,1,10,100,8.6,2,5e+05,"150327_845.RData"
10,0.1,3.91818181818182,36,2,10,100,9,2,5e+05,"150327_846.RData"
2,0.1,146.354545454545,0,1,10,100,8.4,2,5e+05,"150327_847.RData"
5,0.1,7.62727272727273,35.5181818181818,2,10,100,9,2,5e+05,"150327_848.RData"
10,0.1,139.590909090909,0,1,10,100,8.8,2,5e+05,"150327_849.RData"
10,0.001,44.6272727272727,25.2727272727273,2,10,100,9,2,5e+05,"150327_84.RData"
2,0.1,16.9454545454545,31.6818181818182,2,10,100,9,2,5e+05,"150327_850.RData"
5,0.1,144.963636363636,0,1,10,100,9,2,5e+05,"150327_851.RData"
2,0.1,143.772727272727,0,1,10,100,8.8,2,5e+05,"150327_853.RData"
5,0.1,145.3,0,1,10,100,9,2,5e+05,"150327_854.RData"
10,0.1,3.93636363636364,38.0636363636364,2,10,100,8.6,2,5e+05,"150327_855.RData"
2,0.1,139.2,0,1,10,100,8.4,2,5e+05,"150327_859.RData"
2,0.001,142.572727272727,0,1,10,100,8.2,2,5e+05,"150327_85.RData"
5,0.1,144.181818181818,0,1,10,100,9,2,5e+05,"150327_860.RData"
2,0.1,138.063636363636,0,1,10,100,9,2,5e+05,"150327_862.RData"
5,0.1,140.863636363636,0,1,10,100,9,2,5e+05,"150327_863.RData"
10,0.1,142.336363636364,0,1,10,100,9,2,5e+05,"150327_864.RData"
2,0.1,144.281818181818,0,1,10,100,9,2,5e+05,"150327_865.RData"
5,0.1,146.663636363636,0,1,10,100,9,2,5e+05,"150327_866.RData"
2,0.1,145.736363636364,0,1,10,100,9,2,5e+05,"150327_868.RData"
5,0.1,144.972727272727,0,1,10,100,9,2,5e+05,"150327_869.RData"
5,0.001,141.063636363636,0,1,10,100,8.6,2,5e+05,"150327_86.RData"
10,0.1,137.509090909091,0,1,10,100,9,2,5e+05,"150327_870.RData"
2,0.1,144.572727272727,0,1,10,100,8.6,2,5e+05,"150327_871.RData"
5,0.1,146.527272727273,0,1,10,100,8.6,2,5e+05,"150327_872.RData"
10,0.1,151.8,0,1,10,100,8.8,2,5e+05,"150327_873.RData"
2,0.1,146.763636363636,0,1,10,100,8.4,2,5e+05,"150327_874.RData"
5,0.1,138.5,0,1,10,100,8.8,2,5e+05,"150327_875.RData"
10,0.1,4.02727272727273,36.0454545454545,2,10,100,9,2,5e+05,"150327_876.RData"
2,0.1,145.172727272727,0,1,10,100,8.4,2,5e+05,"150327_877.RData"
5,0.1,142.145454545455,0,1,10,100,8.6,2,5e+05,"150327_878.RData"
10,0.1,3.9,36,2,10,100,8.8,2,5e+05,"150327_879.RData"
10,0.001,151.218181818182,0,1,10,100,9,2,5e+05,"150327_87.RData"
2,0.1,142.090909090909,0,1,10,100,8.4,2,5e+05,"150327_880.RData"
